,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.14115006375410033
1,NARRATOR,Other,Unknown,3,0.3925320301402075
2,NARRATOR,Other,Unknown,5,0.632762281820489
3,NARRATOR,Other,Unknown,7,0.8596190436953481
4,NARRATOR,Other,Unknown,9,1.0760100257316185
5,NARRATOR,Other,Unknown,16,1.7716363537063498
6,NARRATOR,Other,Unknown,21,2.2353725492449645
7,NARRATOR,Other,Unknown,26,2.6900686875919737
8,NARRATOR,Other,Unknown,31,3.129252933131086
9,NARRATOR,Response,Anger,1,0.012478107121062709
10,NARRATOR,Response,Anger,3,0.03744105379031644
11,NARRATOR,Response,Anger,5,0.062412964468284385
12,NARRATOR,Response,Anger,7,0.08739382394818933
13,NARRATOR,Response,Anger,9,0.11238361686913037
14,NARRATOR,Response,Anger,16,0.1999180175050805
15,NARRATOR,Response,Anger,21,0.26250909669126116
16,NARRATOR,Response,Anger,26,0.3195916267206017
17,NARRATOR,Response,Anger,31,0.37673538092848885
18,NARRATOR,Response,Anticipation,1,0.03665518263132784
19,NARRATOR,Response,Anticipation,3,0.10952284566634467
20,NARRATOR,Response,Anticipation,5,0.1793879836727472
21,NARRATOR,Response,Anticipation,7,0.24497904397832682
22,NARRATOR,Response,Anticipation,9,0.3092515108317056
23,NARRATOR,Response,Anticipation,16,0.5203026086181132
24,NARRATOR,Response,Anticipation,21,0.6669093437289636
25,NARRATOR,Response,Anticipation,26,0.8133200760493692
26,NARRATOR,Response,Anticipation,31,0.9557453333424616
27,NARRATOR,Response,Arousal,1,0.11876249584202626
28,NARRATOR,Response,Arousal,3,0.3430144863672505
29,NARRATOR,Response,Arousal,5,0.5587124628309366
30,NARRATOR,Response,Arousal,7,0.7508092831534062
31,NARRATOR,Response,Arousal,9,0.9316398117225483
32,NARRATOR,Response,Arousal,16,1.4657650020586768
33,NARRATOR,Response,Arousal,21,1.7781809712100087
34,NARRATOR,Response,Arousal,26,2.0567988785913487
35,NARRATOR,Response,Arousal,31,2.2975350085008217
36,NARRATOR,Response,Disgust,1,0.008751120156651842
37,NARRATOR,Response,Disgust,3,0.026259513395191298
38,NARRATOR,Response,Disgust,5,0.043776110566509
39,NARRATOR,Response,Disgust,7,0.0613009116799936
40,NARRATOR,Response,Disgust,9,0.07883391671101704
41,NARRATOR,Response,Disgust,16,0.1402640390076221
42,NARRATOR,Response,Disgust,21,0.18420422343583528
43,NARRATOR,Response,Disgust,26,0.2281956750848312
44,NARRATOR,Response,Disgust,31,0.2722383887438542
45,NARRATOR,Response,Dominance,1,0.22197107599917662
46,NARRATOR,Response,Dominance,3,0.5980986886048291
47,NARRATOR,Response,Dominance,5,0.9341758173429797
