,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,jason,sir condy
640,,,,5991,1,0.32047479382011734,,,,,,,,Feature,,,,,Category,,Subject,
641,,,,5987,5,1.5993368086160433,,,,,,,,Feature,,,,,Category,,Subject,
642,,,,5982,10,3.166159256089778,,,,,,,,Feature,,,,,Category,,Subject,
643,,,,5977,15,4.659189671342459,,,,,,,,Feature,,,,,Category,,Subject,
644,,,,5972,20,6.023698471492421,,,,,,,,Feature,,,,,Category,,Subject,
645,,,,5962,30,8.30702105189731,,,,,,,,Feature,,,,,Category,,Subject,
646,,,,5952,40,5.99255218773982,,,,,,,,Feature,,,,,Category,,Subject,
647,,,,5942,50,3.808889522459855,,,,,,,,Feature,,,,,Category,,Subject,
648,,,,5932,60,2.3350985734758622,,,,,,,,Feature,,,,,Category,,Subject,
649,,,,5922,70,1.8835331119556233,,,,,,,,Feature,,,,,Category,,Subject,
650,,,,5991,1,0.27164325902065184,,,,,,,,,Feature,,,,Category,,Subject,
651,,,,5987,5,1.3555682791384795,,,,,,,,,Feature,,,,Category,,Subject,
652,,,,5982,10,2.674680236791455,,,,,,,,,Feature,,,,Category,,Subject,
653,,,,5977,15,3.9352933224845352,,,,,,,,,Feature,,,,Category,,Subject,
654,,,,5972,20,5.118922091483995,,,,,,,,,Feature,,,,Category,,Subject,
655,,,,5962,30,7.201294140873365,,,,,,,,,Feature,,,,Category,,Subject,
656,,,,5952,40,5.639112907276425,,,,,,,,,Feature,,,,Category,,Subject,
657,,,,5942,50,3.899252502801953,,,,,,,,,Feature,,,,Category,,Subject,
658,,,,5932,60,2.699251246665871,,,,,,,,,Feature,,,,Category,,Subject,
659,,,,5922,70,2.346353321556904,,,,,,,,,Feature,,,,Category,,Subject,
660,,,,5991,1,0.2598926744406192,,,,,,,,,,Feature,,,Category,,Subject,
661,,,,5987,5,1.2956907259785808,,,,,,,,,,Feature,,,Category,,Subject,
662,,,,5982,10,2.567792471645511,,,,,,,,,,Feature,,,Category,,Subject,
663,,,,5977,15,3.78423004224535,,,,,,,,,,Feature,,,Category,,Subject,
664,,,,5972,20,4.930817752183022,,,,,,,,,,Feature,,,Category,,Subject,
665,,,,5962,30,6.95188878561325,,,,,,,,,,Feature,,,Category,,Subject,
666,,,,5952,40,5.499414667923806,,,,,,,,,,Feature,,,Category,,Subject,
667,,,,5942,50,3.9079335467991925,,,,,,,,,,Feature,,,Category,,Subject,
668,,,,5932,60,2.8238973024842826,,,,,,,,,,Feature,,,Category,,Subject,
669,,,,5922,70,2.501040301641856,,,,,,,,,,Feature,,,Category,,Subject,
670,,,,5991,1,0.43469001549592406,,,,,,,,,,,Feature,,Category,,Subject,
671,,,,5987,5,2.170027389187133,,,,,,,,,,,Feature,,Category,,Subject,
672,,,,5982,10,4.290414513839491,,,,,,,,,,,Feature,,Category,,Subject,
673,,,,5977,15,6.251256574415647,,,,,,,,,,,Feature,,Category,,Subject,
674,,,,5972,20,7.940022634022131,,,,,,,,,,,Feature,,Category,,Subject,
675,,,,5962,30,10.333894435578545,,,,,,,,,,,Feature,,Category,,Subject,
676,,,,5952,40,5.330500588260047,,,,,,,,,,,Feature,,Category,,Subject,
677,,,,5942,50,2.568629265879076,,,,,,,,,,,Feature,,Category,,Subject,
678,,,,5932,60,1.1686936794248584,,,,,,,,,,,Feature,,Category,,Subject,
679,,,,5922,70,0.8533749883865221,,,,,,,,,,,Feature,,Category,,Subject,
680,,,,5991,1,0.9920338611485529,,,,,,,,,,,,Feature,Category,,Subject,
681,,,,5987,5,4.913411507700423,,,,,,,,,,,,Feature,Category,,Subject,
682,,,,5982,10,9.686067942509624,,,,,,,,,,,,Feature,Category,,Subject,
683,,,,5977,15,12.22499361495286,,,,,,,,,,,,Feature,Category,,Subject,
684,,,,5972,20,12.51957207656041,,,,,,,,,,,,Feature,Category,,Subject,
685,,,,5962,30,12.541580659989851,,,,,,,,,,,,Feature,Category,,Subject,
686,,,,5952,40,0.38469993889606596,,,,,,,,,,,,Feature,Category,,Subject,
687,,,,5942,50,0.023524424887439353,,,,,,,,,,,,Feature,Category,,Subject,
688,,,,5932,60,0.0,,,,,,,,,,,,Feature,Category,,Subject,
689,,,,5922,70,0.0,,,,,,,,,,,,Feature,Category,,Subject,
690,,Category,Feature,5991,1,0.9523652024042057,,,,,,,,,,,,,,,,Subject
691,,Category,Feature,5987,5,4.7381804360594195,,,,,,,,,,,,,,,,Subject
692,,Category,Feature,5982,10,9.33116684458102,,,,,,,,,,,,,,,,Subject
693,,Category,Feature,5977,15,12.010088330603622,,,,,,,,,,,,,,,,Subject
694,,Category,Feature,5972,20,12.486684663969346,,,,,,,,,,,,,,,,Subject
695,,Category,Feature,5962,30,12.541580659989851,,,,,,,,,,,,,,,,Subject
696,,Category,Feature,5952,40,0.5345229333688781,,,,,,,,,,,,,,,,Subject
697,,Category,Feature,5942,50,0.023524424887439353,,,,,,,,,,,,,,,,Subject
698,,Category,Feature,5932,60,0.0,,,,,,,,,,,,,,,,Subject
699,,Category,Feature,5922,70,0.0,,,,,,,,,,,,,,,,Subject
700,,,,5991,1,0.3062368150508062,Category,Feature,,,,,,,,,,,,,,Subject
701,,,,5987,5,1.528791288833667,Category,Feature,,,,,,,,,,,,,,Subject
702,,,,5982,10,3.0281956029018637,Category,Feature,,,,,,,,,,,,,,Subject
703,,,,5977,15,4.4615596095133645,Category,Feature,,,,,,,,,,,,,,Subject
704,,,,5972,20,5.8012573926518245,Category,Feature,,,,,,,,,,,,,,Subject
705,,,,5962,30,8.070224488096594,Category,Feature,,,,,,,,,,,,,,Subject
706,,,,5952,40,5.987124935487308,Category,Feature,,,,,,,,,,,,,,Subject
707,,,,5942,50,3.939665339661275,Category,Feature,,,,,,,,,,,,,,Subject
708,,,,5932,60,2.4823353399061228,Category,Feature,,,,,,,,,,,,,,Subject
709,,,,5922,70,2.0134920586823966,Category,Feature,,,,,,,,,,,,,,Subject
710,,,,5991,1,0.27164325902065184,Category,,Feature,,,,,,,,,,,,,Subject
711,,,,5987,5,1.3555682791384795,Category,,Feature,,,,,,,,,,,,,Subject
712,,,,5982,10,2.674680236791455,Category,,Feature,,,,,,,,,,,,,Subject
713,,,,5977,15,3.9352933224845352,Category,,Feature,,,,,,,,,,,,,Subject
714,,,,5972,20,5.118922091483995,Category,,Feature,,,,,,,,,,,,,Subject
715,,,,5962,30,7.201294140873365,Category,,Feature,,,,,,,,,,,,,Subject
716,,,,5952,40,5.639112907276425,Category,,Feature,,,,,,,,,,,,,Subject
717,,,,5942,50,3.899252502801953,Category,,Feature,,,,,,,,,,,,,Subject
718,,,,5932,60,2.699251246665871,Category,,Feature,,,,,,,,,,,,,Subject
719,,,,5922,70,2.346353321556904,Category,,Feature,,,,,,,,,,,,,Subject
720,,,,5991,1,0.0797844834408395,Category,,,Feature,,,,,,,,,,,,Subject
721,,,,5987,5,0.38182624108404706,Category,,,Feature,,,,,,,,,,,,Subject
722,,,,5982,10,0.7174628518346836,Category,,,Feature,,,,,,,,,,,,Subject
723,,,,5977,15,1.0131138077371213,Category,,,Feature,,,,,,,,,,,,Subject
724,,,,5972,20,1.2818848492468315,Category,,,Feature,,,,,,,,,,,,Subject
725,,,,5962,30,1.7560929377595176,Category,,,Feature,,,,,,,,,,,,Subject
726,,,,5952,40,1.691242492652868,Category,,,Feature,,,,,,,,,,,,Subject
727,,,,5942,50,1.6723180214255917,Category,,,Feature,,,,,,,,,,,,Subject
728,,,,5932,60,1.6688769609404464,Category,,,Feature,,,,,,,,,,,,Subject
729,,,,5922,70,1.6705042569162158,Category,,,Feature,,,,,,,,,,,,Subject
730,,,,5991,1,0.43469001549592406,Category,,,,Feature,,,,,,,,,,,Subject
731,,,,5987,5,2.170027389187133,Category,,,,Feature,,,,,,,,,,,Subject
732,,,,5982,10,4.290414513839491,Category,,,,Feature,,,,,,,,,,,Subject
733,,,,5977,15,6.251256574415647,Category,,,,Feature,,,,,,,,,,,Subject
734,,,,5972,20,7.940022634022131,Category,,,,Feature,,,,,,,,,,,Subject
735,,,,5962,30,10.333894435578545,Category,,,,Feature,,,,,,,,,,,Subject
736,,,,5952,40,5.330500588260047,Category,,,,Feature,,,,,,,,,,,Subject
737,,,,5942,50,2.568629265879076,Category,,,,Feature,,,,,,,,,,,Subject
738,,,,5932,60,1.1686936794248584,Category,,,,Feature,,,,,,,,,,,Subject
739,,,,5922,70,0.8533749883865221,Category,,,,Feature,,,,,,,,,,,Subject
740,,,,5991,1,0.10946238541276397,Category,,,,,Feature,,,,,,,,,,Subject
741,,,,5987,5,0.5091957288162636,Category,,,,,Feature,,,,,,,,,,Subject
742,,,,5982,10,0.936443116536209,Category,,,,,Feature,,,,,,,,,,Subject
743,,,,5977,15,1.2976873058724236,Category,,,,,Feature,,,,,,,,,,Subject
744,,,,5972,20,1.6202683966859437,Category,,,,,Feature,,,,,,,,,,Subject
745,,,,5962,30,2.188982788042357,Category,,,,,Feature,,,,,,,,,,Subject
746,,,,5952,40,2.038613218713466,Category,,,,,Feature,,,,,,,,,,Subject
747,,,,5942,50,1.9269756786181522,Category,,,,,Feature,,,,,,,,,,Subject
748,,,,5932,60,1.8270081261485982,Category,,,,,Feature,,,,,,,,,,Subject
749,,,,5922,70,1.7862088937506255,Category,,,,,Feature,,,,,,,,,,Subject
750,,,,5991,1,0.020840997156419978,Category,,,,,,Feature,,,,,,,,,Subject
751,,,,5987,5,0.10420674814303849,Category,,,,,,Feature,,,,,,,,,Subject
752,,,,5982,10,0.20496145762837426,Category,,,,,,Feature,,,,,,,,,Subject
753,,,,5977,15,0.299167754087422,Category,,,,,,Feature,,,,,,,,,Subject
754,,,,5972,20,0.3905696172161305,Category,,,,,,Feature,,,,,,,,,Subject
755,,,,5962,30,0.5593210095410281,Category,,,,,,Feature,,,,,,,,,Subject
756,,,,5952,40,0.6163275084660581,Category,,,,,,Feature,,,,,,,,,Subject
757,,,,5942,50,0.6405575826847698,Category,,,,,,Feature,,,,,,,,,Subject
758,,,,5932,60,0.6596106259134059,Category,,,,,,Feature,,,,,,,,,Subject
759,,,,5922,70,0.6710845887489008,Category,,,,,,Feature,,,,,,,,,Subject
760,,,,5991,1,0.025244311407891434,Category,,,,,,,Feature,,,,,,,,Subject
761,,,,5987,5,0.12563965305975489,Category,,,,,,,Feature,,,,,,,,Subject
762,,,,5982,10,0.24594666799383536,Category,,,,,,,Feature,,,,,,,,Subject
763,,,,5977,15,0.363432103256374,Category,,,,,,,Feature,,,,,,,,Subject
764,,,,5972,20,0.475858099055728,Category,,,,,,,Feature,,,,,,,,Subject
765,,,,5962,30,0.6959378523864952,Category,,,,,,,Feature,,,,,,,,Subject
766,,,,5952,40,0.8021232300696924,Category,,,,,,,Feature,,,,,,,,Subject
767,,,,5942,50,0.853499768511832,Category,,,,,,,Feature,,,,,,,,Subject
768,,,,5932,60,0.878961059353693,Category,,,,,,,Feature,,,,,,,,Subject
769,,,,5922,70,0.8927604533877833,Category,,,,,,,Feature,,,,,,,,Subject
770,,,,5991,1,0.0062122946331703245,Category,,,,,,,,Feature,,,,,,,Subject
771,,,,5987,5,0.03107618498225787,Category,,,,,,,,Feature,,,,,,,Subject
772,,,,5982,10,0.06218917293001112,Category,,,,,,,,Feature,,,,,,,Subject
773,,,,5977,15,0.09333900272202163,Category,,,,,,,,Feature,,,,,,,Subject
774,,,,5972,20,0.12452571300203732,Category,,,,,,,,Feature,,,,,,,Subject
775,,,,5962,30,0.1870099283977021,Category,,,,,,,,Feature,,,,,,,Subject
776,,,,5952,40,0.23526242327870045,Category,,,,,,,,Feature,,,,,,,Subject
777,,,,5942,50,0.27167337765763216,Category,,,,,,,,Feature,,,,,,,Subject
778,,,,5932,60,0.30410344463387073,Category,,,,,,,,Feature,,,,,,,Subject
779,,,,5922,70,0.31659384855874245,Category,,,,,,,,Feature,,,,,,,Subject
780,,,,5991,1,0.014675763630059584,Category,,,,,,,,,Feature,,,,,,Subject
781,,,,5987,5,0.07251303899223044,Category,,,,,,,,,Feature,,,,,,Subject
782,,,,5982,10,0.14147432951549815,Category,,,,,,,,,Feature,,,,,,Subject
783,,,,5977,15,0.20658265497115508,Category,,,,,,,,,Feature,,,,,,Subject
784,,,,5972,20,0.26712837407782375,Category,,,,,,,,,Feature,,,,,,Subject
785,,,,5962,30,0.3883748501991748,Category,,,,,,,,,Feature,,,,,,Subject
786,,,,5952,40,0.4649948636050634,Category,,,,,,,,,Feature,,,,,,Subject
787,,,,5942,50,0.5236128705495555,Category,,,,,,,,,Feature,,,,,,Subject
788,,,,5932,60,0.5592643278444158,Category,,,,,,,,,Feature,,,,,,Subject
789,,,,5922,70,0.5725180624402895,Category,,,,,,,,,Feature,,,,,,Subject
790,,,,5991,1,0.025244311407891434,Category,,,,,,,,,,Feature,,,,,Subject
791,,,,5987,5,0.12330058559262952,Category,,,,,,,,,,Feature,,,,,Subject
792,,,,5982,10,0.2433766033134186,Category,,,,,,,,,,Feature,,,,,Subject
793,,,,5977,15,0.35825756993724345,Category,,,,,,,,,,Feature,,,,,Subject
794,,,,5972,20,0.46662056055280743,Category,,,,,,,,,,Feature,,,,,Subject
795,,,,5962,30,0.6784847289311762,Category,,,,,,,,,,Feature,,,,,Subject
796,,,,5952,40,0.7795114242613888,Category,,,,,,,,,,Feature,,,,,Subject
797,,,,5942,50,0.830735151570811,Category,,,,,,,,,,Feature,,,,,Subject
798,,,,5932,60,0.8574766573216138,Category,,,,,,,,,,Feature,,,,,Subject
799,,,,5922,70,0.8716161404960167,Category,,,,,,,,,,Feature,,,,,Subject
800,,,,5991,1,0.2598926744406192,Category,,,,,,,,,,,Feature,,,,Subject
801,,,,5987,5,1.2956907259785808,Category,,,,,,,,,,,Feature,,,,Subject
802,,,,5982,10,2.567792471645511,Category,,,,,,,,,,,Feature,,,,Subject
803,,,,5977,15,3.78423004224535,Category,,,,,,,,,,,Feature,,,,Subject
804,,,,5972,20,4.930817752183022,Category,,,,,,,,,,,Feature,,,,Subject
805,,,,5962,30,6.95188878561325,Category,,,,,,,,,,,Feature,,,,Subject
806,,,,5952,40,5.499414667923806,Category,,,,,,,,,,,Feature,,,,Subject
807,,,,5942,50,3.9079335467991925,Category,,,,,,,,,,,Feature,,,,Subject
808,,,,5932,60,2.8238973024842826,Category,,,,,,,,,,,Feature,,,,Subject
809,,,,5922,70,2.501040301641856,Category,,,,,,,,,,,Feature,,,,Subject
810,,,,5991,1,0.24409541098224039,,Feature,,,,,,,,,,,Category,,,Subject
811,,,,5987,5,1.2175792482795422,,Feature,,,,,,,,,,,Category,,,Subject
812,,,,5982,10,2.413346347241682,,Feature,,,,,,,,,,,Category,,,Subject
813,,,,5977,15,3.56519914503432,,Feature,,,,,,,,,,,Category,,,Subject
814,,,,5972,20,4.6426028092676805,,Feature,,,,,,,,,,,Category,,,Subject
815,,,,5962,30,6.550225306830247,,Feature,,,,,,,,,,,Category,,,Subject
816,,,,5952,40,5.504829769931267,,Feature,,,,,,,,,,,Category,,,Subject
817,,,,5942,50,4.139457055702987,,Feature,,,,,,,,,,,Category,,,Subject
818,,,,5932,60,3.0348225991279962,,Feature,,,,,,,,,,,Category,,,Subject
819,,,,5922,70,2.6626831220846268,,Feature,,,,,,,,,,,Category,,,Subject
820,,,,5991,1,0.37189376454910844,,,Feature,,,,,,,,,,Category,,,Subject
821,,,,5987,5,1.8569545716168467,,,Feature,,,,,,,,,,Category,,,Subject
822,,,,5982,10,3.672872541578662,,,Feature,,,,,,,,,,Category,,,Subject
823,,,,5977,15,5.385970714495094,,,Feature,,,,,,,,,,Category,,,Subject
824,,,,5972,20,6.913027776699992,,,Feature,,,,,,,,,,Category,,,Subject
825,,,,5962,30,9.27402903460391,,,Feature,,,,,,,,,,Category,,,Subject
826,,,,5952,40,5.763191214181081,,,Feature,,,,,,,,,,Category,,,Subject
827,,,,5942,50,3.2576864302151147,,,Feature,,,,,,,,,,Category,,,Subject
828,,,,5932,60,1.8711759899209066,,,Feature,,,,,,,,,,Category,,,Subject
829,,,,5922,70,1.4712316524570817,,,Feature,,,,,,,,,,Category,,,Subject
830,,,,5991,1,0.7641039341419635,,,,Feature,,,,,,,,,Category,,,Subject
831,,,,5987,5,3.8119029765529526,,,,Feature,,,,,,,,,Category,,,Subject
832,,,,5982,10,7.506566492938814,,,,Feature,,,,,,,,,Category,,,Subject
833,,,,5977,15,10.354387236586373,,,,Feature,,,,,,,,,Category,,,Subject
834,,,,5972,20,11.81466862841515,,,,Feature,,,,,,,,,Category,,,Subject
835,,,,5962,30,12.494371287628262,,,,Feature,,,,,,,,,Category,,,Subject
836,,,,5952,40,1.795805983083242,,,,Feature,,,,,,,,,Category,,,Subject
837,,,,5942,50,0.2655865538407009,,,,Feature,,,,,,,,,Category,,,Subject
838,,,,5932,60,0.03533843309845511,,,,Feature,,,,,,,,,Category,,,Subject
839,,,,5922,70,0.021236272017417485,,,,Feature,,,,,,,,,Category,,,Subject
840,,,,5991,1,0.17673063992695315,,,,,Feature,,,,,,,,Category,,,Subject
841,,,,5987,5,0.8827732594081213,,,,,Feature,,,,,,,,Category,,,Subject
842,,,,5982,10,1.7526017367683315,,,,,Feature,,,,,,,,Category,,,Subject
843,,,,5977,15,2.603930594189014,,,,,Feature,,,,,,,,Category,,,Subject
844,,,,5972,20,3.425718384670108,,,,,Feature,,,,,,,,Category,,,Subject
845,,,,5962,30,4.944789330221001,,,,,Feature,,,,,,,,Category,,,Subject
846,,,,5952,40,4.632766408766444,,,,,Feature,,,,,,,,Category,,,Subject
847,,,,5942,50,3.790800662647904,,,,,Feature,,,,,,,,Category,,,Subject
848,,,,5932,60,3.0563414515459995,,,,,Feature,,,,,,,,Category,,,Subject
849,,,,5922,70,2.7890975628122487,,,,,Feature,,,,,,,,Category,,,Subject
850,,,,5991,1,0.9508423974261508,,,,,,Feature,,,,,,,Category,,,Subject
851,,,,5987,5,4.731103708685699,,,,,,Feature,,,,,,,Category,,,Subject
852,,,,5982,10,9.311007697294894,,,,,,Feature,,,,,,,Category,,,Subject
853,,,,5977,15,11.978768162709358,,,,,,Feature,,,,,,,Category,,,Subject
854,,,,5972,20,12.467429185325733,,,,,,Feature,,,,,,,Category,,,Subject
855,,,,5962,30,12.540909744189785,,,,,,Feature,,,,,,,Category,,,Subject
856,,,,5952,40,0.5672736594399082,,,,,,Feature,,,,,,,Category,,,Subject
857,,,,5942,50,0.02587664237544983,,,,,,Feature,,,,,,,Category,,,Subject
858,,,,5932,60,0.0,,,,,,Feature,,,,,,,Category,,,Subject
859,,,,5922,70,0.0,,,,,,Feature,,,,,,,Category,,,Subject
860,,,,5991,1,0.28954389667319214,,,,,,,Feature,,,,,,Category,,,Subject
861,,,,5987,5,1.4453103626367227,,,,,,,Feature,,,,,,Category,,,Subject
862,,,,5982,10,2.8612433439463834,,,,,,,Feature,,,,,,Category,,,Subject
863,,,,5977,15,4.230851598528243,,,,,,,Feature,,,,,,Category,,,Subject
864,,,,5972,20,5.514790104035864,,,,,,,Feature,,,,,,Category,,,Subject
865,,,,5962,30,7.726494750469674,,,,,,,Feature,,,,,,Category,,,Subject
866,,,,5952,40,5.668291656501883,,,,,,,Feature,,,,,,Category,,,Subject
867,,,,5942,50,3.6182369137033805,,,,,,,Feature,,,,,,Category,,,Subject
868,,,,5932,60,2.326507513602883,,,,,,,Feature,,,,,,Category,,,Subject
869,,,,5922,70,1.9830140182075788,,,,,,,Feature,,,,,,Category,,,Subject
870,,,,5991,1,0.31711481134425357,,,,,,,,Feature,,,,,Category,,,Subject
871,,,,5987,5,1.5817452952580917,,,,,,,,Feature,,,,,Category,,,Subject
872,,,,5982,10,3.133013414744024,,,,,,,,Feature,,,,,Category,,,Subject
873,,,,5977,15,4.616456235554029,,,,,,,,Feature,,,,,Category,,,Subject
874,,,,5972,20,5.968817334546768,,,,,,,,Feature,,,,,Category,,,Subject
875,,,,5962,30,8.23329837245441,,,,,,,,Feature,,,,,Category,,,Subject
876,,,,5952,40,5.984190913789664,,,,,,,,Feature,,,,,Category,,,Subject
877,,,,5942,50,3.8801881227222874,,,,,,,,Feature,,,,,Category,,,Subject
878,,,,5932,60,2.4307712849556444,,,,,,,,Feature,,,,,Category,,,Subject
879,,,,5922,70,1.976900177833665,,,,,,,,Feature,,,,,Category,,,Subject
880,,,,5991,1,0.2759892761879728,,,,,,,,,Feature,,,,Category,,,Subject
881,,,,5987,5,1.377330673035683,,,,,,,,,Feature,,,,Category,,,Subject
882,,,,5982,10,2.717051163087174,,,,,,,,,Feature,,,,Category,,,Subject
883,,,,5977,15,3.9962253013231117,,,,,,,,,Feature,,,,Category,,,Subject
884,,,,5972,20,5.198016171284485,,,,,,,,,Feature,,,,Category,,,Subject
885,,,,5962,30,7.311709858258308,,,,,,,,,Feature,,,,Category,,,Subject
886,,,,5952,40,5.684940953006282,,,,,,,,,Feature,,,,Category,,,Subject
887,,,,5942,50,3.8674598422432838,,,,,,,,,Feature,,,,Category,,,Subject
888,,,,5932,60,2.631097856497129,,,,,,,,,Feature,,,,Category,,,Subject
889,,,,5922,70,2.270209025992707,,,,,,,,,Feature,,,,Category,,,Subject
890,,,,5991,1,0.2591502660007366,,,,,,,,,,Feature,,,Category,,,Subject
891,,,,5987,5,1.29292092649352,,,,,,,,,,Feature,,,Category,,,Subject
892,,,,5982,10,2.5651747842308525,,,,,,,,,,Feature,,,Category,,,Subject
893,,,,5977,15,3.788045699864265,,,,,,,,,,Feature,,,Category,,,Subject
894,,,,5972,20,4.944050718427446,,,,,,,,,,Feature,,,Category,,,Subject
895,,,,5962,30,6.97759891913543,,,,,,,,,,Feature,,,Category,,,Subject
896,,,,5952,40,5.498880034145182,,,,,,,,,,Feature,,,Category,,,Subject
897,,,,5942,50,3.8743348843040106,,,,,,,,,,Feature,,,Category,,,Subject
898,,,,5932,60,2.780858125441187,,,,,,,,,,Feature,,,Category,,,Subject
899,,,,5922,70,2.471727320892314,,,,,,,,,,Feature,,,Category,,,Subject
900,,,,5991,1,0.43636395021226576,,,,,,,,,,,Feature,,Category,,,Subject
901,,,,5987,5,2.178400517990092,,,,,,,,,,,Feature,,Category,,,Subject
902,,,,5982,10,4.30992012845138,,,,,,,,,,,Feature,,Category,,,Subject
903,,,,5977,15,6.2839754671745744,,,,,,,,,,,Feature,,Category,,,Subject
904,,,,5972,20,7.97013008569548,,,,,,,,,,,Feature,,Category,,,Subject
905,,,,5962,30,10.361147504965281,,,,,,,,,,,Feature,,Category,,,Subject
906,,,,5952,40,5.347637533114675,,,,,,,,,,,Feature,,Category,,,Subject
907,,,,5942,50,2.5369769102089705,,,,,,,,,,,Feature,,Category,,,Subject
908,,,,5932,60,1.112427431199602,,,,,,,,,,,Feature,,Category,,,Subject
909,,,,5922,70,0.7926596567504725,,,,,,,,,,,Feature,,Category,,,Subject
910,,,,5991,1,0.990932186891917,,,,,,,,,,,,Feature,Category,,,Subject
911,,,,5987,5,4.905092800926132,,,,,,,,,,,,Feature,Category,,,Subject
912,,,,5982,10,9.663104401397527,,,,,,,,,,,,Feature,Category,,,Subject
913,,,,5977,15,12.19346741352687,,,,,,,,,,,,Feature,Category,,,Subject
914,,,,5972,20,12.508585867505753,,,,,,,,,,,,Feature,Category,,,Subject
915,,,,5962,30,12.541245202089817,,,,,,,,,,,,Feature,Category,,,Subject
916,,,,5952,40,0.4268550758283759,,,,,,,,,,,,Feature,Category,,,Subject
917,,,,5942,50,0.023524424887439353,,,,,,,,,,,,Feature,Category,,,Subject
918,,,,5932,60,0.0,,,,,,,,,,,,Feature,Category,,,Subject
919,,,,5922,70,0.0,,,,,,,,,,,,Feature,Category,,,Subject
