,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,jason,sir condy
313,,,,5977,15,0.19602796697084907,Category,,,,,,,,Feature,,,,,Subject,,
314,,,,5972,20,0.25262956505073375,Category,,,,,,,,Feature,,,,,Subject,,
315,,,,5962,30,0.36200927624248797,Category,,,,,,,,Feature,,,,,Subject,,
316,,,,5952,40,0.421652045132295,Category,,,,,,,,Feature,,,,,Subject,,
317,,,,5942,50,0.4696377791327766,Category,,,,,,,,Feature,,,,,Subject,,
318,,,,5932,60,0.4770972175736084,Category,,,,,,,,Feature,,,,,Subject,,
319,,,,5922,70,0.47776506965936505,Category,,,,,,,,Feature,,,,,Subject,,
320,,,,5991,1,0.009738562736307419,Category,,,,,,,,,Feature,,,,Subject,,
321,,,,5987,5,0.04871124168423977,Category,,,,,,,,,Feature,,,,Subject,,
322,,,,5982,10,0.09407930501086686,Category,,,,,,,,,Feature,,,,Subject,,
323,,,,5977,15,0.13717427973684984,Category,,,,,,,,,Feature,,,,Subject,,
324,,,,5972,20,0.1800727210527677,Category,,,,,,,,,Feature,,,,Subject,,
325,,,,5962,30,0.2660112959514589,Category,,,,,,,,,Feature,,,,Subject,,
326,,,,5952,40,0.3203492937521957,Category,,,,,,,,,Feature,,,,Subject,,
327,,,,5942,50,0.3370381105028553,Category,,,,,,,,,Feature,,,,Subject,,
328,,,,5932,60,0.3380005368495313,Category,,,,,,,,,Feature,,,,Subject,,
329,,,,5922,70,0.33760325703920124,Category,,,,,,,,,Feature,,,,Subject,,
330,,,,5991,1,0.011422725073482916,Category,,,,,,,,,,Feature,,,Subject,,
331,,,,5987,5,0.05713243430783603,Category,,,,,,,,,,Feature,,,Subject,,
332,,,,5982,10,0.10183100175244005,Category,,,,,,,,,,Feature,,,Subject,,
333,,,,5977,15,0.14010013081451356,Category,,,,,,,,,,Feature,,,Subject,,
334,,,,5972,20,0.17592265307947455,Category,,,,,,,,,,Feature,,,Subject,,
335,,,,5962,30,0.24643548725717684,Category,,,,,,,,,,Feature,,,Subject,,
336,,,,5952,40,0.24594050155507124,Category,,,,,,,,,,Feature,,,Subject,,
337,,,,5942,50,0.23132913775134614,Category,,,,,,,,,,Feature,,,Subject,,
338,,,,5932,60,0.21491349543188906,Category,,,,,,,,,,Feature,,,Subject,,
339,,,,5922,70,0.21210416768657708,Category,,,,,,,,,,Feature,,,Subject,,
340,,,,5991,1,0.09389260344052293,Category,,,,,,,,,,,Feature,,Subject,,
341,,,,5987,5,0.3824116737578416,Category,,,,,,,,,,,Feature,,Subject,,
342,,,,5982,10,0.648432878047332,Category,,,,,,,,,,,Feature,,Subject,,
343,,,,5977,15,0.8449632443500011,Category,,,,,,,,,,,Feature,,Subject,,
344,,,,5972,20,1.016740413939722,Category,,,,,,,,,,,Feature,,Subject,,
345,,,,5962,30,1.3069859739742815,Category,,,,,,,,,,,Feature,,Subject,,
346,,,,5952,40,1.210987818930408,Category,,,,,,,,,,,Feature,,Subject,,
347,,,,5942,50,1.2154120955890308,Category,,,,,,,,,,,Feature,,Subject,,
348,,,,5932,60,1.248234770137462,Category,,,,,,,,,,,Feature,,Subject,,
349,,,,5922,70,1.2557992563829683,Category,,,,,,,,,,,Feature,,Subject,,
350,,,,5991,1,0.2456190417309043,,Feature,,,,,,,,,,,Category,Subject,,
351,,,,5987,5,1.2249990055903244,,Feature,,,,,,,,,,,Category,Subject,,
352,,,,5982,10,2.429008389699465,,Feature,,,,,,,,,,,Category,Subject,,
353,,,,5977,15,3.590220398931389,,Feature,,,,,,,,,,,Category,Subject,,
354,,,,5972,20,4.678027196345182,,Feature,,,,,,,,,,,Category,Subject,,
355,,,,5962,30,6.608208893895272,,Feature,,,,,,,,,,,Category,Subject,,
356,,,,5952,40,5.573038315375922,,Feature,,,,,,,,,,,Category,Subject,,
357,,,,5942,50,4.2085295091328225,,Feature,,,,,,,,,,,Category,Subject,,
358,,,,5932,60,3.069731024532908,,Feature,,,,,,,,,,,Category,Subject,,
359,,,,5922,70,2.682597644995997,,Feature,,,,,,,,,,,Category,Subject,,
360,,,,5991,1,0.41942200763876786,,,Feature,,,,,,,,,,Category,Subject,,
361,,,,5987,5,2.094727515067123,,,Feature,,,,,,,,,,Category,Subject,,
362,,,,5982,10,4.142211524989983,,,Feature,,,,,,,,,,Category,Subject,,
363,,,,5977,15,6.046179985600334,,,Feature,,,,,,,,,,Category,Subject,,
364,,,,5972,20,7.704160328044724,,,Feature,,,,,,,,,,Category,Subject,,
365,,,,5962,30,10.095988579023942,,,Feature,,,,,,,,,,Category,Subject,,
366,,,,5952,40,5.423272734413877,,,Feature,,,,,,,,,,Category,Subject,,
367,,,,5942,50,2.675361357419579,,,Feature,,,,,,,,,,Category,Subject,,
368,,,,5932,60,1.1936619243665734,,,Feature,,,,,,,,,,Category,Subject,,
369,,,,5922,70,0.8659587709836797,,,Feature,,,,,,,,,,Category,Subject,,
370,,,,5991,1,0.768902339772304,,,,Feature,,,,,,,,,Category,Subject,,
371,,,,5987,5,3.8361259314041507,,,,Feature,,,,,,,,,Category,Subject,,
372,,,,5982,10,7.550162575864064,,,,Feature,,,,,,,,,Category,Subject,,
373,,,,5977,15,10.4025880149109,,,,Feature,,,,,,,,,Category,Subject,,
374,,,,5972,20,11.856169855654992,,,,Feature,,,,,,,,,Category,Subject,,
375,,,,5962,30,12.513731096082223,,,,Feature,,,,,,,,,Category,Subject,,
376,,,,5952,40,1.7025123782522587,,,,Feature,,,,,,,,,Category,Subject,,
377,,,,5942,50,0.20687392719441433,,,,Feature,,,,,,,,,Category,Subject,,
378,,,,5932,60,0.03298282501942698,,,,Feature,,,,,,,,,Category,Subject,,
379,,,,5922,70,0.021236272017417485,,,,Feature,,,,,,,,,Category,Subject,,
380,,,,5991,1,0.17759731344698887,,,,,Feature,,,,,,,,Category,Subject,,
381,,,,5987,5,0.887096790727771,,,,,Feature,,,,,,,,Category,Subject,,
382,,,,5982,10,1.759996767120759,,,,,Feature,,,,,,,,Category,Subject,,
383,,,,5977,15,2.6110661350923383,,,,,Feature,,,,,,,,Category,Subject,,
384,,,,5972,20,3.4321899600425394,,,,,Feature,,,,,,,,Category,Subject,,
385,,,,5962,30,4.947404461548715,,,,,Feature,,,,,,,,Category,Subject,,
386,,,,5952,40,4.647637695329157,,,,,Feature,,,,,,,,Category,Subject,,
387,,,,5942,50,3.870232759145032,,,,,Feature,,,,,,,,Category,Subject,,
388,,,,5932,60,3.1523230673580835,,,,,Feature,,,,,,,,Category,Subject,,
389,,,,5922,70,2.888040861586059,,,,,Feature,,,,,,,,Category,Subject,,
390,,,,5991,1,0.952113123197506,,,,,,Feature,,,,,,,Category,Subject,,
391,,,,5987,5,4.738082624876765,,,,,,Feature,,,,,,,Category,Subject,,
392,,,,5982,10,9.329021921823843,,,,,,Feature,,,,,,,Category,Subject,,
393,,,,5977,15,11.99984706991541,,,,,,Feature,,,,,,,Category,Subject,,
394,,,,5972,20,12.47771215745135,,,,,,Feature,,,,,,,Category,Subject,,
395,,,,5962,30,12.541580659989851,,,,,,Feature,,,,,,,Category,Subject,,
396,,,,5952,40,0.5579171572386722,,,,,,Feature,,,,,,,Category,Subject,,
397,,,,5942,50,0.023524424887439353,,,,,,Feature,,,,,,,Category,Subject,,
398,,,,5932,60,0.0,,,,,,Feature,,,,,,,Category,Subject,,
399,,,,5922,70,0.0,,,,,,Feature,,,,,,,Category,Subject,,
400,,,,5991,1,0.29235849659515123,,,,,,,Feature,,,,,,Category,Subject,,
401,,,,5987,5,1.459410546867228,,,,,,,Feature,,,,,,Category,Subject,,
402,,,,5982,10,2.8897580836256567,,,,,,,Feature,,,,,,Category,Subject,,
403,,,,5977,15,4.273418441894047,,,,,,,Feature,,,,,,Category,Subject,,
404,,,,5972,20,5.566583530276429,,,,,,,Feature,,,,,,Category,Subject,,
405,,,,5962,30,7.783819578992691,,,,,,,Feature,,,,,,Category,Subject,,
406,,,,5952,40,5.701158154122332,,,,,,,Feature,,,,,,Category,Subject,,
407,,,,5942,50,3.6332024727035894,,,,,,,Feature,,,,,,Category,Subject,,
408,,,,5932,60,2.2749124729091093,,,,,,,Feature,,,,,,Category,Subject,,
409,,,,5922,70,1.8997900290039906,,,,,,,Feature,,,,,,Category,Subject,,
410,,,,5991,1,0.3218136441172536,,,,,,,,Feature,,,,,Category,Subject,,
411,,,,5987,5,1.6053512933042147,,,,,,,,Feature,,,,,Category,Subject,,
412,,,,5982,10,3.1766403996655823,,,,,,,,Feature,,,,,Category,Subject,,
413,,,,5977,15,4.675199899309317,,,,,,,,Feature,,,,,Category,Subject,,
414,,,,5972,20,6.043703027723343,,,,,,,,Feature,,,,,Category,Subject,,
415,,,,5962,30,8.332856374824019,,,,,,,,Feature,,,,,Category,Subject,,
416,,,,5952,40,6.007220759292725,,,,,,,,Feature,,,,,Category,Subject,,
417,,,,5942,50,3.842392653719275,,,,,,,,Feature,,,,,Category,Subject,,
418,,,,5932,60,2.3643705442130445,,,,,,,,Feature,,,,,Category,Subject,,
419,,,,5922,70,1.9166274714958371,,,,,,,,Feature,,,,,Category,Subject,,
420,,,,5991,1,0.27236984060418884,,,,,,,,,Feature,,,,Category,Subject,,
421,,,,5987,5,1.3593989294191224,,,,,,,,,Feature,,,,Category,Subject,,
422,,,,5982,10,2.682288775923086,,,,,,,,,Feature,,,,Category,Subject,,
423,,,,5977,15,3.9488866900787034,,,,,,,,,Feature,,,,Category,Subject,,
424,,,,5972,20,5.143083582906285,,,,,,,,,Feature,,,,Category,Subject,,
425,,,,5962,30,7.2545610901535,,,,,,,,,Feature,,,,Category,Subject,,
426,,,,5952,40,5.701113017255199,,,,,,,,,Feature,,,,Category,Subject,,
427,,,,5942,50,3.904531029885413,,,,,,,,,Feature,,,,Category,Subject,,
428,,,,5932,60,2.6550436467317997,,,,,,,,,Feature,,,,Category,Subject,,
429,,,,5922,70,2.294775647091585,,,,,,,,,Feature,,,,Category,Subject,,
430,,,,5991,1,0.2598926744406192,,,,,,,,,,Feature,,,Category,Subject,,
431,,,,5987,5,1.2960200087197566,,,,,,,,,,Feature,,,Category,Subject,,
432,,,,5982,10,2.5687490394402226,,,,,,,,,,Feature,,,Category,Subject,,
433,,,,5977,15,3.7861213193830903,,,,,,,,,,Feature,,,Category,Subject,,
434,,,,5972,20,4.9357337332569,,,,,,,,,,Feature,,,Category,Subject,,
435,,,,5962,30,6.962702994931031,,,,,,,,,,Feature,,,Category,Subject,,
436,,,,5952,40,5.4919797890212525,,,,,,,,,,Feature,,,Category,Subject,,
437,,,,5942,50,3.8804167864520323,,,,,,,,,,Feature,,,Category,Subject,,
438,,,,5932,60,2.7915343571251547,,,,,,,,,,Feature,,,Category,Subject,,
439,,,,5922,70,2.466935635860353,,,,,,,,,,Feature,,,Category,Subject,,
440,,,,5991,1,0.43803346643248064,,,,,,,,,,,Feature,,Category,Subject,,
441,,,,5987,5,2.1863295991211715,,,,,,,,,,,Feature,,Category,Subject,,
442,,,,5982,10,4.321365830411043,,,,,,,,,,,Feature,,Category,Subject,,
443,,,,5977,15,6.292928334586987,,,,,,,,,,,Feature,,Category,Subject,,
444,,,,5972,20,7.979746044065032,,,,,,,,,,,Feature,,Category,Subject,,
445,,,,5962,30,10.34952219271163,,,,,,,,,,,Feature,,Category,Subject,,
446,,,,5952,40,5.3266958953439,,,,,,,,,,,Feature,,Category,Subject,,
447,,,,5942,50,2.551123460076865,,,,,,,,,,,Feature,,Category,Subject,,
448,,,,5932,60,1.141026500460344,,,,,,,,,,,Feature,,Category,Subject,,
449,,,,5922,70,0.8197861677945663,,,,,,,,,,,Feature,,Category,Subject,,
450,,,,5991,1,0.9930638398754212,,,,,,,,,,,,Feature,Category,Subject,,
451,,,,5987,5,4.921385455734336,,,,,,,,,,,,Feature,Category,Subject,,
452,,,,5982,10,9.697006726831123,,,,,,,,,,,,Feature,Category,Subject,,
453,,,,5977,15,12.221140098873699,,,,,,,,,,,,Feature,Category,Subject,,
454,,,,5972,20,12.519780568271367,,,,,,,,,,,,Feature,Category,Subject,,
455,,,,5962,30,12.541580659989851,,,,,,,,,,,,Feature,Category,Subject,,
456,,,,5952,40,0.37767276245091413,,,,,,,,,,,,Feature,Category,Subject,,
457,,,,5942,50,0.023524424887439353,,,,,,,,,,,,Feature,Category,Subject,,
458,,,,5932,60,0.0,,,,,,,,,,,,Feature,Category,Subject,,
459,,,,5922,70,0.0,,,,,,,,,,,,Feature,Category,Subject,,
460,,Category,Feature,5991,1,0.17759731344698887,,,,,,,,,,,,,,,Subject,
461,,Category,Feature,5987,5,0.887096790727771,,,,,,,,,,,,,,,Subject,
462,,Category,Feature,5982,10,1.759996767120759,,,,,,,,,,,,,,,Subject,
463,,Category,Feature,5977,15,2.6110661350923383,,,,,,,,,,,,,,,Subject,
464,,Category,Feature,5972,20,3.4321899600425394,,,,,,,,,,,,,,,Subject,
465,,Category,Feature,5962,30,4.947404461548715,,,,,,,,,,,,,,,Subject,
466,,Category,Feature,5952,40,4.647637695329157,,,,,,,,,,,,,,,Subject,
467,,Category,Feature,5942,50,3.870232759145032,,,,,,,,,,,,,,,Subject,
468,,Category,Feature,5932,60,3.1523230673580835,,,,,,,,,,,,,,,Subject,
469,,Category,Feature,5922,70,2.888040861586059,,,,,,,,,,,,,,,Subject,
470,,,,5991,1,0.008005871761677557,Category,Feature,,,,,,,,,,,,,Subject,
471,,,,5987,5,0.040046434592448124,Category,Feature,,,,,,,,,,,,,Subject,
472,,,,5982,10,0.08013555998026273,Category,Feature,,,,,,,,,,,,,Subject,
473,,,,5977,15,0.12026737777179373,Category,Feature,,,,,,,,,,,,,Subject,
474,,,,5972,20,0.1604418886825614,Category,Feature,,,,,,,,,,,,,Subject,
475,,,,5962,30,0.24091898816828008,Category,Feature,,,,,,,,,,,,,Subject,
476,,,,5952,40,0.30239391224414536,Category,Feature,,,,,,,,,,,,,Subject,
477,,,,5942,50,0.346254915530661,Category,Feature,,,,,,,,,,,,,Subject,
478,,,,5932,60,0.36858434184133965,Category,Feature,,,,,,,,,,,,,Subject,
479,,,,5922,70,0.3768176013713713,Category,Feature,,,,,,,,,,,,,Subject,
480,,,,5991,1,0.43803346643248064,Category,,Feature,,,,,,,,,,,,Subject,
481,,,,5987,5,2.1863295991211715,Category,,Feature,,,,,,,,,,,,Subject,
482,,,,5982,10,4.321365830411043,Category,,Feature,,,,,,,,,,,,Subject,
483,,,,5977,15,6.292928334586987,Category,,Feature,,,,,,,,,,,,Subject,
484,,,,5972,20,7.979746044065032,Category,,Feature,,,,,,,,,,,,Subject,
485,,,,5962,30,10.34952219271163,Category,,Feature,,,,,,,,,,,,Subject,
486,,,,5952,40,5.3266958953439,Category,,Feature,,,,,,,,,,,,Subject,
487,,,,5942,50,2.551123460076865,Category,,Feature,,,,,,,,,,,,Subject,
488,,,,5932,60,1.141026500460344,Category,,Feature,,,,,,,,,,,,Subject,
489,,,,5922,70,0.8197861677945663,Category,,Feature,,,,,,,,,,,,Subject,
490,,,,5991,1,0.3218136441172536,Category,,,Feature,,,,,,,,,,,Subject,
491,,,,5987,5,1.6053512933042147,Category,,,Feature,,,,,,,,,,,Subject,
492,,,,5982,10,3.1766403996655823,Category,,,Feature,,,,,,,,,,,Subject,
493,,,,5977,15,4.675199899309317,Category,,,Feature,,,,,,,,,,,Subject,
494,,,,5972,20,6.043703027723343,Category,,,Feature,,,,,,,,,,,Subject,
495,,,,5962,30,8.332856374824019,Category,,,Feature,,,,,,,,,,,Subject,
496,,,,5952,40,6.007220759292725,Category,,,Feature,,,,,,,,,,,Subject,
497,,,,5942,50,3.842392653719275,Category,,,Feature,,,,,,,,,,,Subject,
498,,,,5932,60,2.3643705442130445,Category,,,Feature,,,,,,,,,,,Subject,
499,,,,5922,70,1.9166274714958371,Category,,,Feature,,,,,,,,,,,Subject,
500,,,,5991,1,0.0023353623346953813,Category,,,,Feature,,,,,,,,,,Subject,
501,,,,5987,5,0.01168340571222851,Category,,,,Feature,,,,,,,,,,Subject,
502,,,,5982,10,0.02338331778677431,Category,,,,Feature,,,,,,,,,,Subject,
503,,,,5977,15,0.03509977173423043,Category,,,,Feature,,,,,,,,,,Subject,
504,,,,5972,20,0.04683280316283946,Category,,,,Feature,,,,,,,,,,Subject,
505,,,,5962,30,0.07034874138652804,Category,,,,Feature,,,,,,,,,,Subject,
506,,,,5952,40,0.08913818591901514,Category,,,,Feature,,,,,,,,,,Subject,
507,,,,5942,50,0.10399805177640203,Category,,,,Feature,,,,,,,,,,Subject,
508,,,,5932,60,0.11754874800519605,Category,,,,Feature,,,,,,,,,,Subject,
509,,,,5922,70,0.12283119642777991,Category,,,,Feature,,,,,,,,,,Subject,
510,,,,5991,1,0.08854031075871836,Category,,,,,Feature,,,,,,,,,Subject,
511,,,,5987,5,0.3693297479133641,Category,,,,,Feature,,,,,,,,,Subject,
512,,,,5982,10,0.6377137122487198,Category,,,,,Feature,,,,,,,,,Subject,
513,,,,5977,15,0.8415823330677288,Category,,,,,Feature,,,,,,,,,Subject,
514,,,,5972,20,1.0157797216551636,Category,,,,,Feature,,,,,,,,,Subject,
515,,,,5962,30,1.2867805561524404,Category,,,,,Feature,,,,,,,,,Subject,
516,,,,5952,40,1.0978315126593565,Category,,,,,Feature,,,,,,,,,Subject,
517,,,,5942,50,1.0147842899174921,Category,,,,,Feature,,,,,,,,,Subject,
518,,,,5932,60,1.0021948006465222,Category,,,,,Feature,,,,,,,,,Subject,
519,,,,5922,70,0.9998911002388917,Category,,,,,Feature,,,,,,,,,Subject,
520,,,,5991,1,0.009738562736307419,Category,,,,,,Feature,,,,,,,,Subject,
521,,,,5987,5,0.04871124168423977,Category,,,,,,Feature,,,,,,,,Subject,
522,,,,5982,10,0.09746851349694552,Category,,,,,,Feature,,,,,,,,Subject,
523,,,,5977,15,0.14627174752327002,Category,,,,,,Feature,,,,,,,,Subject,
524,,,,5972,20,0.19173335592188293,Category,,,,,,Feature,,,,,,,,Subject,
525,,,,5962,30,0.27828224336139673,Category,,,,,,Feature,,,,,,,,Subject,
526,,,,5952,40,0.33523022836700606,Category,,,,,,Feature,,,,,,,,Subject,
527,,,,5942,50,0.3731131376007061,Category,,,,,,Feature,,,,,,,,Subject,
528,,,,5932,60,0.41183701406295004,Category,,,,,,Feature,,,,,,,,Subject,
529,,,,5922,70,0.42681701193224136,Category,,,,,,Feature,,,,,,,,Subject,
530,,,,5991,1,0.01780694932688879,Category,,,,,,,Feature,,,,,,,Subject,
531,,,,5987,5,0.08327165266218924,Category,,,,,,,Feature,,,,,,,Subject,
532,,,,5982,10,0.15888217078891764,Category,,,,,,,Feature,,,,,,,Subject,
533,,,,5977,15,0.23408090626436162,Category,,,,,,,Feature,,,,,,,Subject,
534,,,,5972,20,0.30934065604859196,Category,,,,,,,Feature,,,,,,,Subject,
535,,,,5962,30,0.4468409723252747,Category,,,,,,,Feature,,,,,,,Subject,
536,,,,5952,40,0.522944183305496,Category,,,,,,,Feature,,,,,,,Subject,
537,,,,5942,50,0.5736419769253462,Category,,,,,,,Feature,,,,,,,Subject,
538,,,,5932,60,0.6224195788040561,Category,,,,,,,Feature,,,,,,,Subject,
539,,,,5922,70,0.642256387595664,Category,,,,,,,Feature,,,,,,,Subject,
540,,,,5991,1,0.013066524203849978,Category,,,,,,,,Feature,,,,,,Subject,
541,,,,5987,5,0.06038960361624604,Category,,,,,,,,Feature,,,,,,Subject,
542,,,,5982,10,0.11216763604218402,Category,,,,,,,,Feature,,,,,,Subject,
543,,,,5977,15,0.163996653762393,Category,,,,,,,,Feature,,,,,,Subject,
544,,,,5972,20,0.21242865893444318,Category,,,,,,,,Feature,,,,,,Subject,
545,,,,5962,30,0.30383348697605744,Category,,,,,,,,Feature,,,,,,Subject,
546,,,,5952,40,0.3558200733861149,Category,,,,,,,,Feature,,,,,,Subject,
547,,,,5942,50,0.39221879712560703,Category,,,,,,,,Feature,,,,,,Subject,
548,,,,5932,60,0.4305387181762331,Category,,,,,,,,Feature,,,,,,Subject,
549,,,,5922,70,0.44540873146997717,Category,,,,,,,,Feature,,,,,,Subject,
550,,,,5991,1,0.014675763630059584,Category,,,,,,,,,Feature,,,,,Subject,
551,,,,5987,5,0.07339557308264447,Category,,,,,,,,,Feature,,,,,Subject,
552,,,,5982,10,0.14242511656796797,Category,,,,,,,,,Feature,,,,,Subject,
553,,,,5977,15,0.21133277877300954,Category,,,,,,,,,Feature,,,,,Subject,
554,,,,5972,20,0.2802909547098686,Category,,,,,,,,,Feature,,,,,Subject,
555,,,,5962,30,0.410534590068622,Category,,,,,,,,,Feature,,,,,Subject,
556,,,,5952,40,0.47306484126941445,Category,,,,,,,,,Feature,,,,,Subject,
557,,,,5942,50,0.50800694773409,Category,,,,,,,,,Feature,,,,,Subject,
558,,,,5932,60,0.5361485589632595,Category,,,,,,,,,Feature,,,,,Subject,
559,,,,5922,70,0.5528167359995745,Category,,,,,,,,,Feature,,,,,Subject,
560,,,,5991,1,0.011422725073482916,Category,,,,,,,,,,Feature,,,,Subject,
561,,,,5987,5,0.05713243430783603,Category,,,,,,,,,,Feature,,,,Subject,
562,,,,5982,10,0.10183100175244005,Category,,,,,,,,,,Feature,,,,Subject,
563,,,,5977,15,0.14010013081451356,Category,,,,,,,,,,Feature,,,,Subject,
564,,,,5972,20,0.17592265307947455,Category,,,,,,,,,,Feature,,,,Subject,
565,,,,5962,30,0.24643548725717684,Category,,,,,,,,,,Feature,,,,Subject,
566,,,,5952,40,0.24594050155507124,Category,,,,,,,,,,Feature,,,,Subject,
567,,,,5942,50,0.23132913775134614,Category,,,,,,,,,,Feature,,,,Subject,
568,,,,5932,60,0.21491349543188906,Category,,,,,,,,,,Feature,,,,Subject,
569,,,,5922,70,0.21210416768657708,Category,,,,,,,,,,Feature,,,,Subject,
570,,,,5991,1,0.11650460661938783,Category,,,,,,,,,,,Feature,,,Subject,
571,,,,5987,5,0.49006346279640467,Category,,,,,,,,,,,Feature,,,Subject,
572,,,,5982,10,0.8605901530475843,Category,,,,,,,,,,,Feature,,,Subject,
573,,,,5977,15,1.1383600632704531,Category,,,,,,,,,,,Feature,,,Subject,
574,,,,5972,20,1.3608383241082374,Category,,,,,,,,,,,Feature,,,Subject,
575,,,,5962,30,1.6639407070009373,Category,,,,,,,,,,,Feature,,,Subject,
576,,,,5952,40,1.2682506994542784,Category,,,,,,,,,,,Feature,,,Subject,
577,,,,5942,50,1.0638159392502906,Category,,,,,,,,,,,Feature,,,Subject,
578,,,,5932,60,1.0036527175470045,Category,,,,,,,,,,,Feature,,,Subject,
579,,,,5922,70,0.9936963478355216,Category,,,,,,,,,,,Feature,,,Subject,
580,,,,5991,1,0.24637931182937323,,Feature,,,,,,,,,,,Category,,Subject,
581,,,,5987,5,1.2283661232544485,,Feature,,,,,,,,,,,Category,,Subject,
582,,,,5982,10,2.43492754731916,,Feature,,,,,,,,,,,Category,,Subject,
583,,,,5977,15,3.5985314775131125,,Feature,,,,,,,,,,,Category,,Subject,
584,,,,5972,20,4.6884999272706,,Feature,,,,,,,,,,,Category,,Subject,
585,,,,5962,30,6.614986641895022,,Feature,,,,,,,,,,,Category,,Subject,
586,,,,5952,40,5.561500670940671,,Feature,,,,,,,,,,,Category,,Subject,
587,,,,5942,50,4.189670147723396,,Feature,,,,,,,,,,,Category,,Subject,
588,,,,5932,60,3.0806217831615075,,Feature,,,,,,,,,,,Category,,Subject,
589,,,,5922,70,2.713076459310168,,Feature,,,,,,,,,,,Category,,Subject,
590,,,,5991,1,0.3749713231341206,,,Feature,,,,,,,,,,Category,,Subject,
591,,,,5987,5,1.872266916160083,,,Feature,,,,,,,,,,Category,,Subject,
592,,,,5982,10,3.702250818774002,,,Feature,,,,,,,,,,Category,,Subject,
593,,,,5977,15,5.428558837760557,,,Feature,,,,,,,,,,Category,,Subject,
594,,,,5972,20,6.965388956930626,,,Feature,,,,,,,,,,Category,,Subject,
595,,,,5962,30,9.329194304726048,,,Feature,,,,,,,,,,Category,,Subject,
596,,,,5952,40,5.729788793621417,,,Feature,,,,,,,,,,Category,,Subject,
597,,,,5942,50,3.150987237702085,,,Feature,,,,,,,,,,Category,,Subject,
598,,,,5932,60,1.759880865436462,,,Feature,,,,,,,,,,Category,,Subject,
599,,,,5922,70,1.364345455635382,,,Feature,,,,,,,,,,Category,,Subject,
600,,,,5991,1,0.7680071511060416,,,,Feature,,,,,,,,,Category,,Subject,
601,,,,5987,5,3.8313441370725796,,,,Feature,,,,,,,,,Category,,Subject,
602,,,,5982,10,7.536984870272644,,,,Feature,,,,,,,,,Category,,Subject,
603,,,,5977,15,10.38481620821636,,,,Feature,,,,,,,,,Category,,Subject,
604,,,,5972,20,11.841855785626091,,,,Feature,,,,,,,,,Category,,Subject,
605,,,,5962,30,12.506471080564758,,,,Feature,,,,,,,,,Category,,Subject,
606,,,,5952,40,1.7640567890067018,,,,Feature,,,,,,,,,Category,,Subject,
607,,,,5942,50,0.24680134039522167,,,,Feature,,,,,,,,,Category,,Subject,
608,,,,5932,60,0.03298282501942698,,,,Feature,,,,,,,,,Category,,Subject,
609,,,,5922,70,0.021236272017417485,,,,Feature,,,,,,,,,Category,,Subject,
610,,,,5991,1,0.17846244059399374,,,,,Feature,,,,,,,,Category,,Subject,
611,,,,5987,5,0.8914108594962417,,,,,Feature,,,,,,,,Category,,Subject,
612,,,,5982,10,1.768662112143651,,,,,Feature,,,,,,,,Category,,Subject,
613,,,,5977,15,2.6241129675535997,,,,,Feature,,,,,,,,Category,,Subject,
614,,,,5972,20,3.4498349582308534,,,,,Feature,,,,,,,,Category,,Subject,
615,,,,5962,30,4.977080634302648,,,,,Feature,,,,,,,,Category,,Subject,
616,,,,5952,40,4.655261361264741,,,,,Feature,,,,,,,,Category,,Subject,
617,,,,5942,50,3.833630877792249,,,,,Feature,,,,,,,,Category,,Subject,
618,,,,5932,60,3.105293333971515,,,,,Feature,,,,,,,,Category,,Subject,
619,,,,5922,70,2.839339977325631,,,,,Feature,,,,,,,,Category,,Subject,
620,,,,5991,1,0.9523652024042057,,,,,,Feature,,,,,,,Category,,Subject,
621,,,,5987,5,4.7381804360594195,,,,,,Feature,,,,,,,Category,,Subject,
622,,,,5982,10,9.33116684458102,,,,,,Feature,,,,,,,Category,,Subject,
623,,,,5977,15,12.010088330603622,,,,,,Feature,,,,,,,Category,,Subject,
624,,,,5972,20,12.486684663969346,,,,,,Feature,,,,,,,Category,,Subject,
625,,,,5962,30,12.541580659989851,,,,,,Feature,,,,,,,Category,,Subject,
626,,,,5952,40,0.5345229333688781,,,,,,Feature,,,,,,,Category,,Subject,
627,,,,5942,50,0.023524424887439353,,,,,,Feature,,,,,,,Category,,Subject,
628,,,,5932,60,0.0,,,,,,Feature,,,,,,,Category,,Subject,
629,,,,5922,70,0.0,,,,,,Feature,,,,,,,Category,,Subject,
630,,,,5991,1,0.291656089324433,,,,,,,Feature,,,,,,Category,,Subject,
631,,,,5987,5,1.4557576189336605,,,,,,,Feature,,,,,,Category,,Subject,
632,,,,5982,10,2.8811389684022357,,,,,,,Feature,,,,,,Category,,Subject,
633,,,,5977,15,4.2597749724926866,,,,,,,Feature,,,,,,Category,,Subject,
634,,,,5972,20,5.547878121156679,,,,,,,Feature,,,,,,Category,,Subject,
635,,,,5962,30,7.754464399820135,,,,,,,Feature,,,,,,Category,,Subject,
636,,,,5952,40,5.693977029303863,,,,,,,Feature,,,,,,Category,,Subject,
637,,,,5942,50,3.648510192012926,,,,,,,Feature,,,,,,Category,,Subject,
638,,,,5932,60,2.3130052572498387,,,,,,,Feature,,,,,,Category,,Subject,
639,,,,5922,70,1.9499960279329625,,,,,,,Feature,,,,,,Category,,Subject,
