,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.16935744611384507
1,NARRATOR,Other,Unknown,3,0.47921859358577296
2,NARRATOR,Other,Unknown,5,0.7765593151768689
3,NARRATOR,Other,Unknown,7,1.0653614939073957
4,NARRATOR,Other,Unknown,9,1.348086915957239
5,NARRATOR,Other,Unknown,16,2.274007310340008
6,NARRATOR,Other,Unknown,21,2.887465718166471
7,NARRATOR,Other,Unknown,26,3.479119994059933
8,NARRATOR,Other,Unknown,31,4.045399082515249
9,NARRATOR,Response,Anger,1,0.02210058214509293
10,NARRATOR,Response,Anger,3,0.06466730769936875
11,NARRATOR,Response,Anger,5,0.10620972192891714
12,NARRATOR,Response,Anger,7,0.1473255291887448
13,NARRATOR,Response,Anger,9,0.18830728636766042
14,NARRATOR,Response,Anger,16,0.3286306999807319
15,NARRATOR,Response,Anger,21,0.42752457228922536
16,NARRATOR,Response,Anger,26,0.5252723639536634
17,NARRATOR,Response,Anger,31,0.6222408015703039
18,NARRATOR,Response,Anticipation,1,0.04587759163536455
19,NARRATOR,Response,Anticipation,3,0.1359451275054049
20,NARRATOR,Response,Anticipation,5,0.22531669438341426
21,NARRATOR,Response,Anticipation,7,0.3126342841368538
22,NARRATOR,Response,Anticipation,9,0.3991220850054591
23,NARRATOR,Response,Anticipation,16,0.6921112944866671
24,NARRATOR,Response,Anticipation,21,0.8944914998552642
25,NARRATOR,Response,Anticipation,26,1.089428457351308
26,NARRATOR,Response,Anticipation,31,1.2786332287436046
27,NARRATOR,Response,Arousal,1,0.1348055015242229
28,NARRATOR,Response,Arousal,3,0.39094363341002075
29,NARRATOR,Response,Arousal,5,0.6376024967959214
30,NARRATOR,Response,Arousal,7,0.8783425551925417
31,NARRATOR,Response,Arousal,9,1.1115742062677554
32,NARRATOR,Response,Arousal,16,1.866329993822353
33,NARRATOR,Response,Arousal,21,2.3379083011905744
34,NARRATOR,Response,Arousal,26,2.7654965443516977
35,NARRATOR,Response,Arousal,31,3.1622976907442966
36,NARRATOR,Response,Disgust,1,0.013381648885310089
37,NARRATOR,Response,Disgust,3,0.03983928639929411
38,NARRATOR,Response,Disgust,5,0.06629082846979953
39,NARRATOR,Response,Disgust,7,0.0927385460548209
40,NARRATOR,Response,Disgust,9,0.11886918115889203
41,NARRATOR,Response,Disgust,16,0.2074911887241301
42,NARRATOR,Response,Disgust,21,0.2672677278715501
43,NARRATOR,Response,Disgust,26,0.3255822855208361
44,NARRATOR,Response,Disgust,31,0.3831347686565724
45,NARRATOR,Response,Dominance,1,0.21659595969205228
46,NARRATOR,Response,Dominance,3,0.6107761591647087
47,NARRATOR,Response,Dominance,5,0.9840252849486638
48,NARRATOR,Response,Dominance,7,1.3427907329542863
49,NARRATOR,Response,Dominance,9,1.6871512883764823
50,NARRATOR,Response,Dominance,16,2.710909863190076
51,NARRATOR,Response,Dominance,21,3.2931660570479853
52,NARRATOR,Response,Dominance,26,3.7904200088031277
53,NARRATOR,Response,Dominance,31,4.225425192926296
54,NARRATOR,Response,Fear,1,0.02285827847736969
55,NARRATOR,Response,Fear,3,0.06801092884181541
56,NARRATOR,Response,Fear,5,0.11204754503672926
57,NARRATOR,Response,Fear,7,0.155830848114937
58,NARRATOR,Response,Fear,9,0.19885586795697352
59,NARRATOR,Response,Fear,16,0.3482121520763158
60,NARRATOR,Response,Fear,21,0.4542751744849828
61,NARRATOR,Response,Fear,26,0.5588130837208521
62,NARRATOR,Response,Fear,31,0.6619851342412807
63,NARRATOR,Response,Joy,1,0.03267999339520764
64,NARRATOR,Response,Joy,3,0.09532388784732422
65,NARRATOR,Response,Joy,5,0.15735660844743793
66,NARRATOR,Response,Joy,7,0.21906213498859137
67,NARRATOR,Response,Joy,9,0.2806444852348419
68,NARRATOR,Response,Joy,16,0.4944115082539442
69,NARRATOR,Response,Joy,21,0.6435145723050043
70,NARRATOR,Response,Joy,26,0.7899646228477347
71,NARRATOR,Response,Joy,31,0.934853949986962
72,NARRATOR,Response,Sadness,1,0.026578537479845905
73,NARRATOR,Response,Sadness,3,0.07814457595097023
