,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,clarence,colonel lawless,dr. x,lady anne,lady delacour,marriott,miss portman,mr. hervey,mr. percival,mr. vincent,mrs. freke,mrs. luttridge,mrs. ormond,sir philip,vincent
1992,,,,33601,10,6.644238008002941,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,,
1993,,,,33596,15,9.698200883197192,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,,
1994,,,,33591,20,12.030181607888824,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,,
1995,,,,33581,30,14.274462800828502,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,,
1996,,,,33571,40,3.3629264113657436,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,,
1997,,,,33561,50,0.8091719928493855,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,,
1998,,,,33551,60,0.2159942915541291,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,,
1999,,,,33541,70,0.12664080423918514,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2000,,,,33610,1,0.4654961957564328,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2001,,,,33606,5,2.320885973789416,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2002,,,,33601,10,4.616051601804765,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2003,,,,33596,15,6.805257081938254,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2004,,,,33591,20,8.768045024903849,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2005,,,,33581,30,11.703377311247724,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2006,,,,33571,40,5.6881480279964185,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2007,,,,33561,50,2.6065735894204907,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2008,,,,33551,60,1.277875245295137,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2009,,,,33541,70,0.9769405680147042,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,,
2010,,,,33610,1,0.7780476081531631,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2011,,,,33606,5,3.888477207134278,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2012,,,,33601,10,7.753275999613789,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2013,,,,33596,15,11.27047520291093,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2014,,,,33591,20,13.592238242087362,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2015,,,,33581,30,14.92396238048132,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2016,,,,33571,40,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2017,,,,33561,50,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2018,,,,33551,60,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2019,,,,33541,70,0.0058946632532581,,,,,,,Feature,,,,,,Category,,,,,,,,Subject,,,,,,,,
2020,,,,33610,1,0.6095051466954419,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2021,,,,33606,5,3.046078694960364,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2022,,,,33601,10,6.069609770633115,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2023,,,,33596,15,8.927036991949842,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2024,,,,33591,20,11.288222621666241,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2025,,,,33581,30,13.95824323497936,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2026,,,,33571,40,3.9327633121783325,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2027,,,,33561,50,1.013114007045878,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2028,,,,33551,60,0.3028573475509455,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2029,,,,33541,70,0.19327609353137817,,,,,,,,Feature,,,,,Category,,,,,,,,Subject,,,,,,,,
2030,,,,33610,1,0.4637867041687551,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2031,,,,33606,5,2.3143336424117873,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2032,,,,33601,10,4.607262277524097,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2033,,,,33596,15,6.807576062765308,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2034,,,,33591,20,8.765856456296921,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2035,,,,33581,30,11.739031802436317,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2036,,,,33571,40,5.76159487383506,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2037,,,,33561,50,2.571984482027731,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2038,,,,33551,60,1.1985327226495013,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2039,,,,33541,70,0.9031696901080981,,,,,,,,,Feature,,,,Category,,,,,,,,Subject,,,,,,,,
2040,,,,33610,1,0.14622506605853036,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2041,,,,33606,5,0.6612347781717146,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2042,,,,33601,10,1.262071237045275,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2043,,,,33596,15,1.806591311101867,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2044,,,,33591,20,2.3029187886948166,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2045,,,,33581,30,3.1949737652907055,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2046,,,,33571,40,2.9070362801440317,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2047,,,,33561,50,2.647310729264381,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2048,,,,33551,60,2.4617617703216848,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2049,,,,33541,70,2.3963826043391485,,,,,,,,,,Feature,,,Category,,,,,,,,Subject,,,,,,,,
2050,,,,33610,1,0.016396746563731947,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2051,,,,33606,5,0.07436457198299296,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2052,,,,33601,10,0.13752699625716583,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2053,,,,33596,15,0.19138972909689006,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2054,,,,33591,20,0.23640960878549122,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2055,,,,33581,30,0.31666975959857624,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2056,,,,33571,40,0.32480554599717293,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2057,,,,33561,50,0.3454605682446968,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2058,,,,33551,60,0.37094166681621943,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2059,,,,33541,70,0.38199557536796114,,,,,,,,,,,Feature,,Category,,,,,,,,Subject,,,,,,,,
2060,,,,33610,1,0.4415243931183591,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2061,,,,33606,5,2.2042974417573373,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2062,,,,33601,10,4.389617317529889,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2063,,,,33596,15,6.496339486563524,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2064,,,,33591,20,8.422069184062192,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2065,,,,33581,30,11.42706793268729,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2066,,,,33571,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2067,,,,33561,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2068,,,,33551,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2069,,,,33541,70,0.9907415938190228,,,,,,,,,,,,Feature,Category,,,,,,,,Subject,,,,,,,,
2070,,Category,Feature,33610,1,0.003914654931277067,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2071,,Category,Feature,33606,5,0.018494233045690624,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2072,,Category,Feature,33601,10,0.03582107053072405,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2073,,Category,Feature,33596,15,0.05313203581103686,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2074,,Category,Feature,33591,20,0.07044558809215916,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2075,,Category,Feature,33581,30,0.1050804442919889,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2076,,Category,Feature,33571,40,0.13013283975972817,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2077,,Category,Feature,33561,50,0.14893240377595646,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2078,,Category,Feature,33551,60,0.1628953007014789,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2079,,Category,Feature,33541,70,0.16814797355345118,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2080,,,,33610,1,0.44093299075750214,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2081,,,,33606,5,2.2023513799739374,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2082,,,,33601,10,4.386070093255531,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2083,,,,33596,15,6.490454141025108,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2084,,,,33591,20,8.415538530291455,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2085,,,,33581,30,11.460275490742236,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2086,,,,33571,40,5.853576158878966,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2087,,,,33561,50,2.6801187011001946,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2088,,,,33551,60,1.2421599258586564,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2089,,,,33541,70,0.9270883397167423,Category,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2090,,,,33610,1,0.008803112974568246,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2091,,,,33606,5,0.0406521833074092,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2092,,,,33601,10,0.07624604884281366,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2093,,,,33596,15,0.10922493272379553,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2094,,,,33591,20,0.1400103623307285,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2095,,,,33581,30,0.1969132681837755,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2096,,,,33571,40,0.22167764320212105,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2097,,,,33561,50,0.23906956624053435,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2098,,,,33551,60,0.25539225559966805,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2099,,,,33541,70,0.260420991857867,Category,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2100,,,,33610,1,0.44093299075750214,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2101,,,,33606,5,2.2023513799739374,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2102,,,,33601,10,4.386070093255531,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2103,,,,33596,15,6.490454141025108,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2104,,,,33591,20,8.415538530291455,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2105,,,,33581,30,11.460275490742236,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2106,,,,33571,40,5.853576158878966,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2107,,,,33561,50,2.6801187011001946,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2108,,,,33551,60,1.2421599258586564,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2109,,,,33541,70,0.9270883397167423,Category,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
2110,,,,33610,1,0.004942622124062836,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2111,,,,33606,5,0.022899034313007747,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2112,,,,33601,10,0.04532681788091238,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2113,,,,33596,15,0.06666640039447805,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2114,,,,33591,20,0.08695591181407995,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2115,,,,33581,30,0.12422395185084721,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2116,,,,33571,40,0.14565379460293812,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2117,,,,33561,50,0.1574581249708063,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2118,,,,33551,60,0.1692226097928635,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2119,,,,33541,70,0.17376597251249698,Category,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
2120,,,,33610,1,0.4654961957564328,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2121,,,,33606,5,2.320885973789416,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2122,,,,33601,10,4.616051601804765,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2123,,,,33596,15,6.805257081938254,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2124,,,,33591,20,8.768045024903849,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2125,,,,33581,30,11.703377311247724,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2126,,,,33571,40,5.6881480279964185,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2127,,,,33561,50,2.6065735894204907,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2128,,,,33551,60,1.277875245295137,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2129,,,,33541,70,0.9769405680147042,Category,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
2130,,,,33610,1,0.44093299075750214,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2131,,,,33606,5,2.2023513799739374,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2132,,,,33601,10,4.386070093255531,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2133,,,,33596,15,6.490454141025108,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2134,,,,33591,20,8.415538530291455,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2135,,,,33581,30,11.460275490742236,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2136,,,,33571,40,5.853576158878966,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2137,,,,33561,50,2.6801187011001946,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2138,,,,33551,60,1.2421599258586564,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2139,,,,33541,70,0.9270883397167423,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
2140,,,,33610,1,0.7780476081531631,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2141,,,,33606,5,3.888477207134278,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2142,,,,33601,10,7.753275999613789,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2143,,,,33596,15,11.27047520291093,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2144,,,,33591,20,13.592238242087362,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2145,,,,33581,30,14.92396238048132,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2146,,,,33571,40,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2147,,,,33561,50,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2148,,,,33551,60,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2149,,,,33541,70,0.0058946632532581,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
2150,,,,33610,1,0.040105905732067446,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2151,,,,33606,5,0.163845315843869,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2152,,,,33601,10,0.2872002842446262,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2153,,,,33596,15,0.3840918042419558,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2154,,,,33591,20,0.4652113160206649,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2155,,,,33581,30,0.6079508280317762,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2156,,,,33571,40,0.564418971707451,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2157,,,,33561,50,0.5667117454142812,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2158,,,,33551,60,0.5788704181290202,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2159,,,,33541,70,0.5852086999943568,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
2160,,,,33610,1,0.002480370130491131,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2161,,,,33606,5,0.012402713459059697,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2162,,,,33601,10,0.024807583535883387,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2163,,,,33596,15,0.03695640682020037,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2164,,,,33591,20,0.04807459388587655,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2165,,,,33581,30,0.07030022942161399,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2166,,,,33571,40,0.08325658012008395,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2167,,,,33561,50,0.09136657189101859,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2168,,,,33551,60,0.09835302217058826,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2169,,,,33541,70,0.10122550506465111,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
2170,,,,33610,1,0.7780476081531631,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2171,,,,33606,5,3.8884727705567292,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2172,,,,33601,10,7.753250546514005,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2173,,,,33596,15,11.270067129067321,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2174,,,,33591,20,13.592410241294143,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2175,,,,33581,30,14.923902822993456,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2176,,,,33571,40,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2177,,,,33561,50,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2178,,,,33551,60,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2179,,,,33541,70,0.0058946632532581,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
2180,,,,33610,1,0.003208360904766689,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2181,,,,33606,5,0.013815702647083827,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2182,,,,33601,10,0.027040576013871113,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2183,,,,33596,15,0.04026784931531479,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2184,,,,33591,20,0.05264493726352362,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2185,,,,33581,30,0.0740071357675863,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2186,,,,33571,40,0.08539337590520987,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2187,,,,33561,50,0.09271648687996414,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2188,,,,33551,60,0.09808626245147137,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2189,,,,33541,70,0.10012071269319706,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
2190,,,,33610,1,0.001723202869446399,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2191,,,,33606,5,0.008616733245554573,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2192,,,,33601,10,0.017235263864420258,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2193,,,,33596,15,0.02585559206857496,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2194,,,,33591,20,0.03447771806923671,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2195,,,,33581,30,0.05172736430113862,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2196,,,,33571,40,0.06440303749495571,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2197,,,,33561,50,0.07150639358884198,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2198,,,,33551,60,0.07765952725735276,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2199,,,,33541,70,0.07995312912741448,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2200,,,,33610,1,0.0004903087325373673,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2201,,,,33606,5,0.002451797138162617,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2202,,,,33601,10,0.004904228114783223,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2203,,,,33596,15,0.007357293179566433,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2204,,,,33591,20,0.009810992582344608,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2205,,,,33581,30,0.014720295401851316,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2206,,,,33571,40,0.018782318044501287,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2207,,,,33561,50,0.022141630841892346,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2208,,,,33551,60,0.025264430154262506,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2209,,,,33541,70,0.026473037997133356,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2210,,,,33610,1,0.6095051466954419,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2211,,,,33606,5,3.046078694960364,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2212,,,,33601,10,6.069609770633115,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2213,,,,33596,15,8.927036991949842,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2214,,,,33591,20,11.288222621666241,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2215,,,,33581,30,13.95824323497936,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2216,,,,33571,40,3.9327633121783325,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2217,,,,33561,50,1.013114007045878,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2218,,,,33551,60,0.3028573475509455,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2219,,,,33541,70,0.19327609353137817,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2220,,,,33610,1,0.6684997390864691,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2221,,,,33606,5,3.337204653191849,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2222,,,,33601,10,6.644238008002941,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2223,,,,33596,15,9.698200883197192,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2224,,,,33591,20,12.030181607888824,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2225,,,,33581,30,14.274462800828502,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2226,,,,33571,40,3.3629264113657436,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2227,,,,33561,50,0.8091719928493855,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2228,,,,33551,60,0.2159942915541291,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2229,,,,33541,70,0.12664080423918514,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2230,,,,33610,1,0.9984811015977236,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2231,,,,33606,5,4.986477293776134,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2232,,,,33601,10,9.945810624557831,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2233,,,,33596,15,14.138771266687463,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2234,,,,33591,20,14.99564828498366,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2235,,,,33581,30,15.035357572109334,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,,,,,,
2236,,,,33571,40,0.09470612463867024,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,,,,,,
