,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,character,friend,husband
614,,,,33591,20,8.415538530291455,,,,,Feature,,,,,,,,Category,,Subject,,
615,,,,33581,30,11.460275490742236,,,,,Feature,,,,,,,,Category,,Subject,,
616,,,,33571,40,5.853576158878966,,,,,Feature,,,,,,,,Category,,Subject,,
617,,,,33561,50,2.6801187011001946,,,,,Feature,,,,,,,,Category,,Subject,,
618,,,,33551,60,1.2421599258586564,,,,,Feature,,,,,,,,Category,,Subject,,
619,,,,33541,70,0.9270883397167423,,,,,Feature,,,,,,,,Category,,Subject,,
620,,,,12003,1,0.9673230151187355,,,,,,Feature,,,,,,,Category,,Subject,,
621,,,,11999,5,4.79726799987261,,,,,,Feature,,,,,,,Category,,Subject,,
622,,,,11994,10,9.499585254353429,,,,,,Feature,,,,,,,Category,,Subject,,
623,,,,11989,15,12.729254745476224,,,,,,Feature,,,,,,,Category,,Subject,,
624,,,,11984,20,13.397384326278752,,,,,,Feature,,,,,,,Category,,Subject,,
625,,,,11974,30,13.536625162306356,,,,,,Feature,,,,,,,Category,,Subject,,
626,,,,11964,40,0.6902906744720857,,,,,,Feature,,,,,,,Category,,Subject,,
627,,,,11954,50,0.10904212168877857,,,,,,Feature,,,,,,,Category,,Subject,,
628,,,,11944,60,0.021329230337943657,,,,,,Feature,,,,,,,Category,,Subject,,
629,,,,11934,70,0.015067631495557777,,,,,,Feature,,,,,,,Category,,Subject,,
630,,,,12003,1,0.3163724746701047,,,,,,,Feature,,,,,,Category,,Subject,,
631,,,,11999,5,1.5752172930964023,,,,,,,Feature,,,,,,Category,,Subject,,
632,,,,11994,10,3.126767186129755,,,,,,,Feature,,,,,,Category,,Subject,,
633,,,,11989,15,4.60664288521205,,,,,,,Feature,,,,,,Category,,Subject,,
634,,,,11984,20,5.977446848086168,,,,,,,Feature,,,,,,Category,,Subject,,
635,,,,11974,30,8.296247750946552,,,,,,,Feature,,,,,,Category,,Subject,,
636,,,,11964,40,5.914795990284754,,,,,,,Feature,,,,,,Category,,Subject,,
637,,,,11954,50,3.8350894823929482,,,,,,,Feature,,,,,,Category,,Subject,,
638,,,,11944,60,2.515488200129584,,,,,,,Feature,,,,,,Category,,Subject,,
639,,,,11934,70,2.1146067538842965,,,,,,,Feature,,,,,,Category,,Subject,,
640,,,,12003,1,0.036949938421323894,,,,,,,,Feature,,,,,Category,,Subject,,
641,,,,11999,5,0.17320345640947254,,,,,,,,Feature,,,,,Category,,Subject,,
642,,,,11994,10,0.339978970677401,,,,,,,,Feature,,,,,Category,,Subject,,
643,,,,11989,15,0.5042757884757983,,,,,,,,Feature,,,,,Category,,Subject,,
644,,,,11984,20,0.6660098083204887,,,,,,,,Feature,,,,,Category,,Subject,,
645,,,,11974,30,0.9788334779050768,,,,,,,,Feature,,,,,Category,,Subject,,
646,,,,11964,40,1.108307332018721,,,,,,,,Feature,,,,,Category,,Subject,,
647,,,,11954,50,1.1457425439225881,,,,,,,,Feature,,,,,Category,,Subject,,
648,,,,11944,60,1.1753774443404137,,,,,,,,Feature,,,,,Category,,Subject,,
649,,,,11934,70,1.1854299614810484,,,,,,,,Feature,,,,,Category,,Subject,,
650,,,,12003,1,0.3244014028484512,,,,,,,,,Feature,,,,Category,,Subject,,
651,,,,11999,5,1.6146660778624942,,,,,,,,,Feature,,,,Category,,Subject,,
652,,,,11994,10,3.20301804281993,,,,,,,,,Feature,,,,Category,,Subject,,
653,,,,11989,15,4.71904147319224,,,,,,,,,Feature,,,,Category,,Subject,,
654,,,,11984,20,6.114794025326303,,,,,,,,,Feature,,,,Category,,Subject,,
655,,,,11974,30,8.425614593258523,,,,,,,,,Feature,,,,Category,,Subject,,
656,,,,11964,40,5.861389030745592,,,,,,,,,Feature,,,,Category,,Subject,,
657,,,,11954,50,3.708643002222531,,,,,,,,,Feature,,,,Category,,Subject,,
658,,,,11944,60,2.374562138987501,,,,,,,,,Feature,,,,Category,,Subject,,
659,,,,11934,70,1.9764361921821503,,,,,,,,,Feature,,,,Category,,Subject,,
660,,,,12003,1,0.9579160051081821,,,,,,,,,,Feature,,,Category,,Subject,,
661,,,,11999,5,4.751042437062284,,,,,,,,,,Feature,,,Category,,Subject,,
662,,,,11994,10,9.410919194703363,,,,,,,,,,Feature,,,Category,,Subject,,
663,,,,11989,15,12.644755499534094,,,,,,,,,,Feature,,,Category,,Subject,,
664,,,,11984,20,13.389772513914183,,,,,,,,,,Feature,,,Category,,Subject,,
665,,,,11974,30,13.533470928200595,,,,,,,,,,Feature,,,Category,,Subject,,
666,,,,11964,40,0.7263216923380366,,,,,,,,,,Feature,,,Category,,Subject,,
667,,,,11954,50,0.10010414973569697,,,,,,,,,,Feature,,,Category,,Subject,,
668,,,,11944,60,0.028856495417812905,,,,,,,,,,Feature,,,Category,,Subject,,
669,,,,11934,70,0.02385640898325593,,,,,,,,,,Feature,,,Category,,Subject,,
670,,,,12003,1,0.051053695653538705,,,,,,,,,,,Feature,,Category,,Subject,,
671,,,,11999,5,0.24876617697263956,,,,,,,,,,,Feature,,Category,,Subject,,
672,,,,11994,10,0.4894804735536128,,,,,,,,,,,Feature,,Category,,Subject,,
673,,,,11989,15,0.7208708010027282,,,,,,,,,,,Feature,,Category,,Subject,,
674,,,,11984,20,0.9412138225705624,,,,,,,,,,,Feature,,Category,,Subject,,
675,,,,11974,30,1.352518248789547,,,,,,,,,,,Feature,,Category,,Subject,,
676,,,,11964,40,1.4651013206607442,,,,,,,,,,,Feature,,Category,,Subject,,
677,,,,11954,50,1.5040781818734483,,,,,,,,,,,Feature,,Category,,Subject,,
678,,,,11944,60,1.521056327358175,,,,,,,,,,,Feature,,Category,,Subject,,
679,,,,11934,70,1.5265765624633347,,,,,,,,,,,Feature,,Category,,Subject,,
680,,,,12003,1,0.36834095415244433,,,,,,,,,,,,Feature,Category,,Subject,,
681,,,,11999,5,1.7677066134413166,,,,,,,,,,,,Feature,Category,,Subject,,
682,,,,11994,10,3.436630549616764,,,,,,,,,,,,Feature,Category,,Subject,,
683,,,,11989,15,4.911267645875432,,,,,,,,,,,,Feature,Category,,Subject,,
684,,,,11984,20,6.117114063402383,,,,,,,,,,,,Feature,Category,,Subject,,
685,,,,11974,30,7.792842483637924,,,,,,,,,,,,Feature,Category,,Subject,,
686,,,,11964,40,4.497508483035596,,,,,,,,,,,,Feature,Category,,Subject,,
687,,,,11954,50,2.9183603960928295,,,,,,,,,,,,Feature,Category,,Subject,,
688,,,,11944,60,2.3042806048783775,,,,,,,,,,,,Feature,Category,,Subject,,
689,,,,11934,70,2.1630069991205447,,,,,,,,,,,,Feature,Category,,Subject,,
690,,Category,Feature,12003,1,0.3163724746701047,,,,,,,,,,,,,,,,Subject,
691,,Category,Feature,11999,5,1.5752172930964023,,,,,,,,,,,,,,,,Subject,
692,,Category,Feature,11994,10,3.126767186129755,,,,,,,,,,,,,,,,Subject,
693,,Category,Feature,11989,15,4.60664288521205,,,,,,,,,,,,,,,,Subject,
694,,Category,Feature,11984,20,5.977446848086168,,,,,,,,,,,,,,,,Subject,
695,,Category,Feature,11974,30,8.296247750946552,,,,,,,,,,,,,,,,Subject,
696,,Category,Feature,11964,40,5.914795990284754,,,,,,,,,,,,,,,,Subject,
697,,Category,Feature,11954,50,3.8350894823929482,,,,,,,,,,,,,,,,Subject,
698,,Category,Feature,11944,60,2.515488200129584,,,,,,,,,,,,,,,,Subject,
699,,Category,Feature,11934,70,2.1146067538842965,,,,,,,,,,,,,,,,Subject,
700,,,,12003,1,0.011405267229749362,Category,Feature,,,,,,,,,,,,,,Subject,
701,,,,11999,5,0.0538867136261924,Category,Feature,,,,,,,,,,,,,,Subject,
702,,,,11994,10,0.10552888102905872,Category,Feature,,,,,,,,,,,,,,Subject,
703,,,,11989,15,0.155757244730372,Category,Feature,,,,,,,,,,,,,,Subject,
704,,,,11984,20,0.20208535748967943,Category,Feature,,,,,,,,,,,,,,Subject,
705,,,,11974,30,0.2944281216958366,Category,Feature,,,,,,,,,,,,,,Subject,
706,,,,11964,40,0.3475829121988156,Category,Feature,,,,,,,,,,,,,,Subject,
707,,,,11954,50,0.3666278069024307,Category,Feature,,,,,,,,,,,,,,Subject,
708,,,,11944,60,0.37210171755464644,Category,Feature,,,,,,,,,,,,,,Subject,
709,,,,11934,70,0.37282096492700745,Category,Feature,,,,,,,,,,,,,,Subject,
710,,,,12003,1,0.30275155793384606,Category,,Feature,,,,,,,,,,,,,Subject,
711,,,,11999,5,1.509692741171779,Category,,Feature,,,,,,,,,,,,,Subject,
712,,,,11994,10,2.995673941593284,Category,,Feature,,,,,,,,,,,,,Subject,
713,,,,11989,15,4.423501658849614,Category,,Feature,,,,,,,,,,,,,Subject,
714,,,,11984,20,5.755704185838052,Category,,Feature,,,,,,,,,,,,,Subject,
715,,,,11974,30,8.082584840711856,Category,,Feature,,,,,,,,,,,,,Subject,
716,,,,11964,40,5.927671285633589,Category,,Feature,,,,,,,,,,,,,Subject,
717,,,,11954,50,3.8908929463583553,Category,,Feature,,,,,,,,,,,,,Subject,
718,,,,11944,60,2.597136848179323,Category,,Feature,,,,,,,,,,,,,Subject,
719,,,,11934,70,2.1927872080044413,Category,,Feature,,,,,,,,,,,,,Subject,
720,,,,12003,1,0.21161072831072147,Category,,,Feature,,,,,,,,,,,,Subject,
721,,,,11999,5,1.055803436815528,Category,,,Feature,,,,,,,,,,,,Subject,
722,,,,11994,10,2.0969802155672226,Category,,,Feature,,,,,,,,,,,,Subject,
723,,,,11989,15,3.1094575353784286,Category,,,Feature,,,,,,,,,,,,Subject,
724,,,,11984,20,4.077706070372426,Category,,,Feature,,,,,,,,,,,,Subject,
725,,,,11974,30,5.839604783033308,Category,,,Feature,,,,,,,,,,,,Subject,
726,,,,11964,40,5.051655833505705,Category,,,Feature,,,,,,,,,,,,Subject,
727,,,,11954,50,3.993717149303625,Category,,,Feature,,,,,,,,,,,,Subject,
728,,,,11944,60,3.147270962500421,Category,,,Feature,,,,,,,,,,,,Subject,
729,,,,11934,70,2.8772957499879332,Category,,,Feature,,,,,,,,,,,,Subject,
730,,,,12003,1,0.3372290337045885,Category,,,,Feature,,,,,,,,,,,Subject,
731,,,,11999,5,1.6833872094538815,Category,,,,Feature,,,,,,,,,,,Subject,
732,,,,11994,10,3.3494187893735945,Category,,,,Feature,,,,,,,,,,,Subject,
733,,,,11989,15,4.951813034908454,Category,,,,Feature,,,,,,,,,,,Subject,
734,,,,11984,20,6.440651587883243,Category,,,,Feature,,,,,,,,,,,Subject,
735,,,,11974,30,8.909559192662025,Category,,,,Feature,,,,,,,,,,,Subject,
736,,,,11964,40,5.973680417836502,Category,,,,Feature,,,,,,,,,,,Subject,
737,,,,11954,50,3.6072403382997997,Category,,,,Feature,,,,,,,,,,,Subject,
738,,,,11944,60,2.2851716623641876,Category,,,,Feature,,,,,,,,,,,Subject,
739,,,,11934,70,1.8975003011043365,Category,,,,Feature,,,,,,,,,,,Subject,
740,,,,12003,1,0.06487979321981849,Category,,,,,Feature,,,,,,,,,,Subject,
741,,,,11999,5,0.2615282906431038,Category,,,,,Feature,,,,,,,,,,Subject,
742,,,,11994,10,0.43740102962264443,Category,,,,,Feature,,,,,,,,,,Subject,
743,,,,11989,15,0.5620913334743501,Category,,,,,Feature,,,,,,,,,,Subject,
744,,,,11984,20,0.6416188230911819,Category,,,,,Feature,,,,,,,,,,Subject,
745,,,,11974,30,0.7656780363320641,Category,,,,,Feature,,,,,,,,,,Subject,
746,,,,11964,40,0.6157121844574411,Category,,,,,Feature,,,,,,,,,,Subject,
747,,,,11954,50,0.6032803929325093,Category,,,,,Feature,,,,,,,,,,Subject,
748,,,,11944,60,0.6230722531907482,Category,,,,,Feature,,,,,,,,,,Subject,
749,,,,11934,70,0.6296448345555793,Category,,,,,Feature,,,,,,,,,,Subject,
750,,,,12003,1,0.2051043505142547,Category,,,,,,Feature,,,,,,,,,Subject,
751,,,,11999,5,0.9016643702860823,Category,,,,,,Feature,,,,,,,,,Subject,
752,,,,11994,10,1.685964366468961,Category,,,,,,Feature,,,,,,,,,Subject,
753,,,,11989,15,2.3576962877593535,Category,,,,,,Feature,,,,,,,,,Subject,
754,,,,11984,20,2.931555600812352,Category,,,,,,Feature,,,,,,,,,Subject,
755,,,,11974,30,3.871455741971109,Category,,,,,,Feature,,,,,,,,,Subject,
756,,,,11964,40,3.1970434365035874,Category,,,,,,Feature,,,,,,,,,Subject,
757,,,,11954,50,2.8618101578522053,Category,,,,,,Feature,,,,,,,,,Subject,
758,,,,11944,60,2.6901401827134097,Category,,,,,,Feature,,,,,,,,,Subject,
759,,,,11934,70,2.6363558738127235,Category,,,,,,Feature,,,,,,,,,Subject,
760,,,,12003,1,0.20592208567805353,Category,,,,,,,Feature,,,,,,,,Subject,
761,,,,11999,5,1.0285601030779123,Category,,,,,,,Feature,,,,,,,,Subject,
762,,,,11994,10,2.050327428372306,Category,,,,,,,Feature,,,,,,,,Subject,
763,,,,11989,15,3.054153731095189,Category,,,,,,,Feature,,,,,,,,Subject,
764,,,,11984,20,4.0272768650486634,Category,,,,,,,Feature,,,,,,,,Subject,
765,,,,11974,30,5.846483285941102,Category,,,,,,,Feature,,,,,,,,Subject,
766,,,,11964,40,5.17610453891484,Category,,,,,,,Feature,,,,,,,,Subject,
767,,,,11954,50,4.044158944922254,Category,,,,,,,Feature,,,,,,,,Subject,
768,,,,11944,60,3.0891077729202396,Category,,,,,,,Feature,,,,,,,,Subject,
769,,,,11934,70,2.7810147034466204,Category,,,,,,,Feature,,,,,,,,Subject,
770,,,,12003,1,0.0846186129179131,Category,,,,,,,,Feature,,,,,,,Subject,
771,,,,11999,5,0.4198513590954707,Category,,,,,,,,Feature,,,,,,,Subject,
772,,,,11994,10,0.8356829528784091,Category,,,,,,,,Feature,,,,,,,Subject,
773,,,,11989,15,1.2475499129751852,Category,,,,,,,,Feature,,,,,,,Subject,
774,,,,11984,20,1.651137441531636,Category,,,,,,,,Feature,,,,,,,Subject,
775,,,,11974,30,2.4304122241294994,Category,,,,,,,,Feature,,,,,,,Subject,
776,,,,11964,40,2.5847671991490087,Category,,,,,,,,Feature,,,,,,,Subject,
777,,,,11954,50,2.4938168175569135,Category,,,,,,,,Feature,,,,,,,Subject,
778,,,,11944,60,2.423528371927475,Category,,,,,,,,Feature,,,,,,,Subject,
779,,,,11934,70,2.3934592268763804,Category,,,,,,,,Feature,,,,,,,Subject,
780,,,,12003,1,0.08625070173550048,Category,,,,,,,,,Feature,,,,,,Subject,
781,,,,11999,5,0.3254986380747302,Category,,,,,,,,,Feature,,,,,,Subject,
782,,,,11994,10,0.5195051274266,Category,,,,,,,,,Feature,,,,,,Subject,
783,,,,11989,15,0.6089905376115395,Category,,,,,,,,,Feature,,,,,,Subject,
784,,,,11984,20,0.6449847249241638,Category,,,,,,,,,Feature,,,,,,Subject,
785,,,,11974,30,0.6786893052907997,Category,,,,,,,,,Feature,,,,,,Subject,
786,,,,11964,40,0.3757039628075106,Category,,,,,,,,,Feature,,,,,,Subject,
787,,,,11954,50,0.3359079006827882,Category,,,,,,,,,Feature,,,,,,Subject,
788,,,,11944,60,0.34352179028178237,Category,,,,,,,,,Feature,,,,,,Subject,
789,,,,11934,70,0.34667941506220856,Category,,,,,,,,,Feature,,,,,,Subject,
790,,,,12003,1,0.8115750954889263,Category,,,,,,,,,,Feature,,,,,Subject,
791,,,,11999,5,4.0376603069134624,Category,,,,,,,,,,Feature,,,,,Subject,
792,,,,11994,10,8.001519021349617,Category,,,,,,,,,,Feature,,,,,Subject,
793,,,,11989,15,11.15409806895758,Category,,,,,,,,,,Feature,,,,,Subject,
794,,,,11984,20,12.716117577861985,Category,,,,,,,,,,Feature,,,,,Subject,
795,,,,11974,30,13.4504720380262,Category,,,,,,,,,,Feature,,,,,Subject,
796,,,,11964,40,1.77638483609098,Category,,,,,,,,,,Feature,,,,,Subject,
797,,,,11954,50,0.3393182468320778,Category,,,,,,,,,,Feature,,,,,Subject,
798,,,,11944,60,0.05896190623763615,Category,,,,,,,,,,Feature,,,,,Subject,
799,,,,11934,70,0.025111908047203285,Category,,,,,,,,,,Feature,,,,,Subject,
800,,,,33610,1,0.9984811015977236,Category,,,,,,,,,,,Feature,,,,Subject,
801,,,,33606,5,4.986477293776134,Category,,,,,,,,,,,Feature,,,,Subject,
802,,,,33601,10,9.945810624557831,Category,,,,,,,,,,,Feature,,,,Subject,
803,,,,33596,15,14.138771266687463,Category,,,,,,,,,,,Feature,,,,Subject,
804,,,,33591,20,14.99564828498366,Category,,,,,,,,,,,Feature,,,,Subject,
805,,,,33581,30,15.035357572109334,Category,,,,,,,,,,,Feature,,,,Subject,
806,,,,33571,40,0.09470612463867024,Category,,,,,,,,,,,Feature,,,,Subject,
807,,,,33561,50,0.000981922477637881,Category,,,,,,,,,,,Feature,,,,Subject,
808,,,,33551,60,0.0,Category,,,,,,,,,,,Feature,,,,Subject,
809,,,,33541,70,0.0,Category,,,,,,,,,,,Feature,,,,Subject,
810,,,,12003,1,0.1968551255465483,,Feature,,,,,,,,,,,Category,,,Subject,
811,,,,11999,5,0.9818687770402383,,Feature,,,,,,,,,,,Category,,,Subject,
812,,,,11994,10,1.9512210320136205,,Feature,,,,,,,,,,,Category,,,Subject,
813,,,,11989,15,2.8952705515083585,,Feature,,,,,,,,,,,Category,,,Subject,
814,,,,11984,20,3.8033064872728297,,Feature,,,,,,,,,,,Category,,,Subject,
815,,,,11974,30,5.481098505033086,,Feature,,,,,,,,,,,Category,,,Subject,
816,,,,11964,40,4.862867512010596,,Feature,,,,,,,,,,,Category,,,Subject,
817,,,,11954,50,3.9187651301067747,,Feature,,,,,,,,,,,Category,,,Subject,
818,,,,11944,60,3.223988618283565,,Feature,,,,,,,,,,,Category,,,Subject,
819,,,,11934,70,3.00427304158746,,Feature,,,,,,,,,,,Category,,,Subject,
820,,,,33610,1,0.6684997390864691,,,Feature,,,,,,,,,,Category,,,Subject,
821,,,,33606,5,3.337204653191849,,,Feature,,,,,,,,,,Category,,,Subject,
822,,,,33601,10,6.644238008002941,,,Feature,,,,,,,,,,Category,,,Subject,
823,,,,33596,15,9.698200883197192,,,Feature,,,,,,,,,,Category,,,Subject,
824,,,,33591,20,12.030181607888824,,,Feature,,,,,,,,,,Category,,,Subject,
825,,,,33581,30,14.274462800828502,,,Feature,,,,,,,,,,Category,,,Subject,
826,,,,33571,40,3.3629264113657436,,,Feature,,,,,,,,,,Category,,,Subject,
827,,,,33561,50,0.8091719928493855,,,Feature,,,,,,,,,,Category,,,Subject,
828,,,,33551,60,0.2159942915541291,,,Feature,,,,,,,,,,Category,,,Subject,
829,,,,33541,70,0.12664080423918514,,,Feature,,,,,,,,,,Category,,,Subject,
830,,,,12003,1,0.7364154133360583,,,,Feature,,,,,,,,,Category,,,Subject,
831,,,,11999,5,3.6552355882774883,,,,Feature,,,,,,,,,Category,,,Subject,
832,,,,11994,10,7.231411060002098,,,,Feature,,,,,,,,,Category,,,Subject,
833,,,,11989,15,10.164863261949957,,,,Feature,,,,,,,,,Category,,,Subject,
834,,,,11984,20,11.91873177204992,,,,Feature,,,,,,,,,Category,,,Subject,
835,,,,11974,30,13.184733171452176,,,,Feature,,,,,,,,,Category,,,Subject,
836,,,,11964,40,2.658241057628862,,,,Feature,,,,,,,,,Category,,,Subject,
837,,,,11954,50,0.6588110601243775,,,,Feature,,,,,,,,,Category,,,Subject,
838,,,,11944,60,0.209714380313529,,,,Feature,,,,,,,,,Category,,,Subject,
839,,,,11934,70,0.15033821794881932,,,,Feature,,,,,,,,,Category,,,Subject,
840,,,,12003,1,0.12226709141907063,,,,,Feature,,,,,,,,Category,,,Subject,
841,,,,11999,5,0.6060039336641554,,,,,Feature,,,,,,,,Category,,,Subject,
842,,,,11994,10,1.2027224833294574,,,,,Feature,,,,,,,,Category,,,Subject,
843,,,,11989,15,1.7864291071310947,,,,,Feature,,,,,,,,Category,,,Subject,
844,,,,11984,20,2.3497042167929534,,,,,Feature,,,,,,,,Category,,,Subject,
845,,,,11974,30,3.394211869219141,,,,,Feature,,,,,,,,Category,,,Subject,
846,,,,11964,40,3.3635793204020383,,,,,Feature,,,,,,,,Category,,,Subject,
847,,,,11954,50,3.070518731832117,,,,,Feature,,,,,,,,Category,,,Subject,
848,,,,11944,60,2.7871799924900063,,,,,Feature,,,,,,,,Category,,,Subject,
849,,,,11934,70,2.6807709103248776,,,,,Feature,,,,,,,,Category,,,Subject,
850,,,,12003,1,0.9687557223300325,,,,,,Feature,,,,,,,Category,,,Subject,
851,,,,11999,5,4.809562733070368,,,,,,Feature,,,,,,,Category,,,Subject,
852,,,,11994,10,9.532821562263345,,,,,,Feature,,,,,,,Category,,,Subject,
853,,,,11989,15,12.784636636818231,,,,,,Feature,,,,,,,Category,,,Subject,
854,,,,11984,20,13.441785294012226,,,,,,Feature,,,,,,,Category,,,Subject,
855,,,,11974,30,13.541093992689213,,,,,,Feature,,,,,,,Category,,,Subject,
856,,,,11964,40,0.5954772672731353,,,,,,Feature,,,,,,,Category,,,Subject,
857,,,,11954,50,0.0714500569467167,,,,,,Feature,,,,,,,Category,,,Subject,
858,,,,11944,60,0.020074650707473246,,,,,,Feature,,,,,,,Category,,,Subject,
859,,,,11934,70,0.015067631495557777,,,,,,Feature,,,,,,,Category,,,Subject,
860,,,,12003,1,0.3643017393390919,,,,,,,Feature,,,,,,Category,,,Subject,
861,,,,11999,5,1.818346115477357,,,,,,,Feature,,,,,,Category,,,Subject,
862,,,,11994,10,3.6140622812089216,,,,,,,Feature,,,,,,Category,,,Subject,
863,,,,11989,15,5.336642362438419,,,,,,,Feature,,,,,,Category,,,Subject,
864,,,,11984,20,6.918053806725875,,,,,,,Feature,,,,,,Category,,,Subject,
865,,,,11974,30,9.518450045958735,,,,,,,Feature,,,,,,Category,,,Subject,
866,,,,11964,40,5.99511151579772,,,,,,,Feature,,,,,,Category,,,Subject,
867,,,,11954,50,3.2891774203043824,,,,,,,Feature,,,,,,Category,,,Subject,
868,,,,11944,60,1.7705576166769887,,,,,,,Feature,,,,,,Category,,,Subject,
869,,,,11934,70,1.3542906534595511,,,,,,,Feature,,,,,,Category,,,Subject,
870,,,,12003,1,0.5430087014146463,,,,,,,,Feature,,,,,Category,,,Subject,
871,,,,11999,5,2.552091584204059,,,,,,,,Feature,,,,,Category,,,Subject,
872,,,,11994,10,4.896054871673421,,,,,,,,Feature,,,,,Category,,,Subject,
873,,,,11989,15,6.735825055397429,,,,,,,,Feature,,,,,Category,,,Subject,
874,,,,11984,20,7.8822569648796375,,,,,,,,Feature,,,,,Category,,,Subject,
875,,,,11974,30,9.04296135369687,,,,,,,,Feature,,,,,Category,,,Subject,
876,,,,11964,40,3.72235368093226,,,,,,,,Feature,,,,,Category,,,Subject,
877,,,,11954,50,2.4868333774924354,,,,,,,,Feature,,,,,Category,,,Subject,
878,,,,11944,60,2.062050428903605,,,,,,,,Feature,,,,,Category,,,Subject,
879,,,,11934,70,1.9483083923163316,,,,,,,,Feature,,,,,Category,,,Subject,
880,,,,12003,1,0.3267235283208025,,,,,,,,,Feature,,,,Category,,,Subject,
881,,,,11999,5,1.6263904080547196,,,,,,,,,Feature,,,,Category,,,Subject,
882,,,,11994,10,3.2273102469325132,,,,,,,,,Feature,,,,Category,,,Subject,
883,,,,11989,15,4.755151258793203,,,,,,,,,Feature,,,,Category,,,Subject,
884,,,,11984,20,6.161669736206377,,,,,,,,,Feature,,,,Category,,,Subject,
885,,,,11974,30,8.492999146498127,,,,,,,,,Feature,,,,Category,,,Subject,
886,,,,11964,40,5.909451675798894,,,,,,,,,Feature,,,,Category,,,Subject,
887,,,,11954,50,3.728362971387846,,,,,,,,,Feature,,,,Category,,,Subject,
888,,,,11944,60,2.3681712345855512,,,,,,,,,Feature,,,,Category,,,Subject,
889,,,,11934,70,1.962166781068692,,,,,,,,,Feature,,,,Category,,,Subject,
890,,,,12003,1,0.37081379002501524,,,,,,,,,,Feature,,,Category,,,Subject,
891,,,,11999,5,1.848840151551849,,,,,,,,,,Feature,,,Category,,,Subject,
892,,,,11994,10,3.666407525372799,,,,,,,,,,Feature,,,Category,,,Subject,
893,,,,11989,15,5.391876994174144,,,,,,,,,,Feature,,,Category,,,Subject,
894,,,,11984,20,6.956073590677997,,,,,,,,,,Feature,,,Category,,,Subject,
895,,,,11974,30,9.482407682963881,,,,,,,,,,Feature,,,Category,,,Subject,
896,,,,11964,40,5.903079404640242,,,,,,,,,,Feature,,,Category,,,Subject,
897,,,,11954,50,3.338790448070663,,,,,,,,,,Feature,,,Category,,,Subject,
898,,,,11944,60,1.889263598950698,,,,,,,,,,Feature,,,Category,,,Subject,
899,,,,11934,70,1.5370790334986792,,,,,,,,,,Feature,,,Category,,,Subject,
900,,,,12003,1,0.28421643865354973,,,,,,,,,,,Feature,,Category,,,Subject,
901,,,,11999,5,1.4141147018083287,,,,,,,,,,,Feature,,Category,,,Subject,
902,,,,11994,10,2.804532060646879,,,,,,,,,,,Feature,,Category,,,Subject,
903,,,,11989,15,4.1385650380076155,,,,,,,,,,,Feature,,Category,,,Subject,
904,,,,11984,20,5.393678550871012,,,,,,,,,,,Feature,,Category,,,Subject,
905,,,,11974,30,7.583024182639622,,,,,,,,,,,Feature,,Category,,,Subject,
906,,,,11964,40,5.800869256260912,,,,,,,,,,,Feature,,Category,,,Subject,
907,,,,11954,50,4.054218348892779,,,,,,,,,,,Feature,,Category,,,Subject,
908,,,,11944,60,2.8455239813463367,,,,,,,,,,,Feature,,Category,,,Subject,
909,,,,11934,70,2.4471142130672376,,,,,,,,,,,Feature,,Category,,,Subject,
910,,,,12003,1,0.988139425003526,,,,,,,,,,,,Feature,Category,,,Subject,
911,,,,11999,5,4.891262894762181,,,,,,,,,,,,Feature,Category,,,Subject,
912,,,,11994,10,9.681422153557067,,,,,,,,,,,,Feature,Category,,,Subject,
913,,,,11989,15,12.932340434753165,,,,,,,,,,,,Feature,Category,,,Subject,
914,,,,11984,20,13.472247204473224,,,,,,,,,,,,Feature,Category,,,Subject,
915,,,,11974,30,13.54059290700356,,,,,,,,,,,,Feature,Category,,,Subject,
916,,,,11964,40,0.5043493978040544,,,,,,,,,,,,Feature,Category,,,Subject,
917,,,,11954,50,0.0714500569467167,,,,,,,,,,,,Feature,Category,,,Subject,
918,,,,11944,60,0.020074650707473246,,,,,,,,,,,,Feature,Category,,,Subject,
919,,,,11934,70,0.015067631495557777,,,,,,,,,,,,Feature,Category,,,Subject,
920,,Category,Feature,12003,1,0.27237655558908097,,,,,,,,,,,,,,,,,Subject
921,,Category,Feature,11999,5,1.3587570407487695,,,,,,,,,,,,,,,,,Subject
922,,Category,Feature,11994,10,2.7013222354810673,,,,,,,,,,,,,,,,,Subject
923,,Category,Feature,11989,15,4.000689655965301,,,,,,,,,,,,,,,,,Subject
924,,Category,Feature,11984,20,5.227511365569649,,,,,,,,,,,,,,,,,Subject
925,,Category,Feature,11974,30,7.397470461549052,,,,,,,,,,,,,,,,,Subject
926,,Category,Feature,11964,40,5.738867395640503,,,,,,,,,,,,,,,,,Subject
927,,Category,Feature,11954,50,4.00671563869496,,,,,,,,,,,,,,,,,Subject
928,,Category,Feature,11944,60,2.907097429210423,,,,,,,,,,,,,,,,,Subject
929,,Category,Feature,11934,70,2.5550154887971654,,,,,,,,,,,,,,,,,Subject
930,,,,12003,1,0.10727358901954795,Category,Feature,,,,,,,,,,,,,,,Subject
931,,,,11999,5,0.5319406709929898,Category,Feature,,,,,,,,,,,,,,,Subject
932,,,,11994,10,1.0565711798528878,Category,Feature,,,,,,,,,,,,,,,Subject
