,L_NRCw_Em_anger,L_NRCw_Em_anticipation,L_NRCw_Em_disgust,L_NRCw_Em_fear,L_NRCw_Em_joy,L_NRCw_Em_negative,L_NRCw_Em_positive,L_NRCw_Em_sadness,L_NRCw_Em_surprise,L_NRCw_Em_trust,R_agent,R_patient,i,lemma,neg,sent_i,t,text
1194,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,Mr. Pumblechook,,13471,compliment,False,13460,13471,compliments
1195,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,Mr. Pumblechook,,13471,compliment,False,13460,13471,compliments
1196,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,Mr. Pumblechook,,13471,compliment,False,13460,13471,compliments
1197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mr. Pumblechook,,13482,mouthful,False,13460,13467,mouthful
1198,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mr. Pumblechook,,13484,smack,False,13460,13484,smacked
1199,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mr. Pumblechook,,13484,smack,False,13460,13484,smacked
1200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,I,,13515,suspect,False,13502,13515,suspect
1201,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,I,,13515,suspect,False,13502,13515,suspect
1202,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Mr. Pumblechook,,13528,fat,False,13524,13528,fat
1203,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Mr. Pumblechook,,13528,fat,False,13524,13528,fat
1204,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Mr. Pumblechook,,13528,fat,False,13524,13528,fat
1205,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Mr. Pumblechook,,13531,laugh,False,13524,13531,laugh
1206,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Mr. Pumblechook,,13531,laugh,False,13524,13531,laugh
1207,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Mr. Pumblechook,,13531,laugh,False,13524,13531,laugh
1208,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sergeant,him,13552,clap,False,13544,13552,clapping
1209,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sergeant,him,13552,clap,False,13544,13552,clapping
1210,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sergeant,him,13552,clap,False,13544,13552,clapping
1211,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sergeant,him,13552,clap,False,13544,13552,clapping
1212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sergeant,,13556,shoulder,False,13544,13556,shoulder
1213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sergeant,,13556,shoulder,False,13544,13556,shoulder
1214,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Mr. Pumblechook,,13582,laugh,False,13571,13582,laugh
1215,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Mr. Pumblechook,,13582,laugh,False,13571,13582,laugh
1216,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Mr. Pumblechook,,13582,laugh,False,13571,13582,laugh
1217,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,yours,,13649,bad,False,13640,13649,worse
1218,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,yours,,13649,bad,False,13640,13649,worse
1219,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,yours,,13649,bad,False,13640,13649,worse
1220,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,yours,,13649,bad,False,13640,13649,worse
1221,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,yours,,13649,bad,False,13640,13649,worse
1222,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,yours,,13660,present,False,13640,13660,present
1223,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,yours,,13660,present,False,13640,13660,present
1224,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,yours,,13660,present,False,13640,13660,present
1225,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,yours,,13660,present,False,13640,13660,present
1226,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,yours,,13660,present,False,13640,13660,present
1227,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,sergeant,,13694,present,False,13680,13694,present
1228,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,sergeant,,13694,present,False,13680,13694,present
1229,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,sergeant,,13694,present,False,13680,13694,present
1230,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,sergeant,,13694,present,False,13680,13694,present
1231,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,sergeant,,13694,present,False,13680,13694,present
1232,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Mr. Pumblechook,,13709,credit,False,13680,13709,credit
1233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Mr. Pumblechook,,13709,credit,False,13680,13709,credit
1234,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sergeant,them,13761,watch,False,13759,13761,watched
1235,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sergeant,them,13761,watch,False,13759,13761,watched
1236,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sergeant,themselves,13772,enjoy,False,13759,13772,enjoying
1237,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sergeant,themselves,13772,enjoy,False,13759,13772,enjoying
1238,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sergeant,themselves,13772,enjoy,False,13759,13772,enjoying
1239,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,sergeant,themselves,13772,enjoy,False,13759,13772,enjoying
1240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sergeant,,13778,think,False,13759,13778,thought
1241,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,them,themselves,13796,enjoy,True,13793,13796,enjoyed
1242,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,them,themselves,13796,enjoy,True,13793,13796,enjoyed
1243,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,them,themselves,13796,enjoy,True,13793,13796,enjoyed
1244,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,them,themselves,13796,enjoy,True,13793,13796,enjoyed
1245,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13804,entertainment,False,13793,13804,entertainment
1246,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13804,entertainment,False,13793,13804,entertainment
1247,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13804,entertainment,False,13793,13804,entertainment
1248,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13804,entertainment,False,13793,13804,entertainment
1249,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13804,entertainment,False,13793,13804,entertainment
1250,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13806,brighten,False,13793,13806,brightened
1251,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13806,brighten,False,13793,13806,brightened
1252,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13806,brighten,False,13793,13806,brightened
1253,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,them,,13806,brighten,False,13793,13806,brightened
1254,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,them,,13809,excitement,False,13793,13809,excitement
1255,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,them,,13809,excitement,False,13793,13809,excitement
1256,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,them,,13809,excitement,False,13793,13809,excitement
1257,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,them,,13809,excitement,False,13793,13809,excitement
1258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,them,,13822,anticipation,False,13813,13818,anticipation
1259,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,them,,13827,villain,False,13813,13827,villains
1260,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,them,,13827,villain,False,13813,13827,villains
1261,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,them,,13907,young,False,13813,13907,young
1262,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,them,,13907,young,False,13813,13907,young
1263,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,them,,13907,young,False,13813,13907,young
1264,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,them,,13907,young,False,13813,13907,young
1265,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,them,,13908,fancy,False,13813,13908,fancy
1266,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,them,,13908,fancy,False,13813,13908,fancy
1267,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,them,,13908,fancy,False,13813,13908,fancy
1268,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,them,,13917,wretch,False,13813,13917,wretches
1269,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,them,,13917,wretch,False,13813,13917,wretches
1270,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,them,,13917,wretch,False,13813,13917,wretches
1271,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,them,,13917,wretch,False,13813,13917,wretches
1272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Joe's,,13924,job,False,13920,13924,job
1273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,man,,13943,courage,False,13935,13942,courage
1274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mr. Pumblechook,,13966,decline,False,13963,13966,declined
1275,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Mr. Pumblechook,,13970,plea,False,13963,13970,plea
1276,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Mr. Pumblechook,,13970,plea,False,13963,13970,plea
1277,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Mr. Pumblechook,,13970,plea,False,13963,13970,plea
1278,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Mr. Pumblechook,,13970,plea,False,13963,13970,plea
1279,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,man,,14002,approve,False,13989,14002,approved
1280,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,man,,14002,approve,False,13989,14002,approved
1281,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,man,,14002,approve,False,13989,14002,approved
1282,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,us,,14009,leave,True,14004,14009,leave
1283,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,us,,14009,leave,True,14004,14009,leave
1284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,us,,14009,leave,True,14004,14009,leave
1285,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,man,it,14020,curiosity,False,14004,14020,curiosity
1286,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,man,it,14020,curiosity,False,14004,14020,curiosity
1287,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,man,it,14020,curiosity,False,14004,14020,curiosity
1288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sergeant,,14072,polite,False,14068,14070,polite
1289,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,sergeant,,14073,leave,False,14068,14073,leave
1290,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,sergeant,,14073,leave,False,14068,14073,leave
1291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,sergeant,,14073,leave,False,14068,14073,leave
1292,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sergeant,,14085,comrade,False,14068,14085,comrade
1293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,sergeant,,14085,comrade,False,14068,14085,comrade
1294,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,man,,14089,doubt,False,14068,14089,doubt
1295,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,man,,14089,doubt,False,14068,14089,doubt
1296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,man,,14089,doubt,False,14068,14089,doubt
1297,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,man,,14089,doubt,False,14068,14089,doubt
1298,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,I,,14167,hope,False,14143,14167,hope
1299,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,I,,14167,hope,False,14143,14167,hope
1300,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,I,,14167,hope,False,14143,14167,hope
1301,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,I,,14167,hope,False,14143,14167,hope
1302,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,I,,14167,hope,False,14143,14167,hope
1303,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,we,,14313,strike,False,14303,14313,struck
1304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,we,,14313,strike,False,14303,14313,struck
1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,we,churchyard,14321,gate,False,14303,14313,gate
1306,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,14356,dismal,False,14349,14356,dismal
1307,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,14356,dismal,False,14349,14356,dismal
1308,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,14356,dismal,False,14349,14356,dismal
1309,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,14356,dismal,False,14349,14356,dismal
1310,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,we,,14357,wilderness,False,14349,14357,wilderness
1311,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,we,,14357,wilderness,False,14349,14357,wilderness
1312,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,we,,14357,wilderness,False,14349,14357,wilderness
1313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,men,,14372,hide,False,14349,14372,hiding
1314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,me,,14379,time,False,14349,14375,time
1315,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,me,,14383,dread,False,14349,14383,dread
1316,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,me,,14383,dread,False,14349,14383,dread
1317,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,me,,14383,dread,False,14349,14383,dread
1318,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,me,,14425,fierce,False,14407,14425,fierce
1319,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,me,,14425,fierce,False,14407,14425,fierce
1320,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,me,,14425,fierce,False,14407,14425,fierce
1321,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,me,,14425,fierce,False,14407,14425,fierce
1322,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,me,,14426,young,False,14407,14426,young
1323,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,me,,14426,young,False,14407,14426,young
1324,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,me,,14426,young,False,14407,14426,young
1325,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,me,,14426,young,False,14407,14426,young
1326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,me,hunt,14430,join,False,14407,14430,joined
1327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,me,him,14430,join,False,14407,14430,joined
1328,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,me,,14488,hunter,False,14467,14488,hunter
1329,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,me,,14488,hunter,False,14467,14488,hunter
1330,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,me,,14488,hunter,False,14467,14488,hunter
1331,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,me,,14488,hunter,False,14467,14488,hunter
1332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mr. Wopsle,,14498,nose,False,14467,14498,nose
1333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,soldiers,,14514,extend,False,14506,14508,extending
1334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,me,,14535,begin,False,14528,14535,begun
1335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,mist,it,14561,dispel,False,14548,14561,dispelled
1336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,mist,it,14561,dispel,False,14548,14561,dispelled
1337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Joe's,,14615,shoulder,False,14606,14615,shoulder
1338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Joe's,,14615,shoulder,False,14606,14615,shoulder
1339,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14626,convict,False,14606,14626,convicts
1340,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14626,convict,False,14606,14626,convicts
1341,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14626,convict,False,14606,14626,convicts
1342,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14626,convict,False,14606,14626,convicts
1343,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14626,convict,False,14606,14626,convicts
1344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,,14660,time,False,14638,14655,time
1345,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14675,dreadful,False,14672,14675,dreadful
1346,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14675,dreadful,False,14672,14675,dreadful
1347,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14675,dreadful,False,14672,14675,dreadful
1348,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14675,dreadful,False,14672,14675,dreadful
1349,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14675,dreadful,False,14672,14675,dreadful
1350,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,I,,14675,dreadful,False,14672,14675,dreadful
1351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,,14676,start,False,14672,14673,start
1352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I,,14680,think,False,14672,14680,thought
1353,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,sheep,,14739,shudder,False,14696,14739,shudder
1354,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,sheep,,14739,shudder,False,14696,14739,shudder
1355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,sheep,,14751,break,False,14696,14698,break
1356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,sheep,,14754,bleak,False,14696,14754,bleak
1357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,sheep,,14754,bleak,False,14696,14754,bleak
1358,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,sheep,,14755,stillness,False,14696,14755,stillness
1359,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,sheep,,14755,stillness,False,14696,14755,stillness
1360,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,sheep,,14755,stillness,False,14696,14755,stillness
1361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,man,,14891,agree,False,14878,14891,agreed
1362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,man,,14891,agree,False,14878,14891,agreed
1363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,man,,14902,agree,False,14878,14902,agreed
1364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,man,,14902,agree,False,14878,14902,agreed
1365,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,man,,14956,pound,False,14941,14956,pounded
1366,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,man,,14956,pound,False,14941,14956,pounded
1367,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,man,,14987,word,False,14972,14987,words
1368,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,man,,14987,word,False,14972,14987,words
1369,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,man,,14987,word,False,14972,14987,words
1370,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,man,,14987,word,False,14972,14987,words
1371,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,man,,14989,speak,False,14972,14989,spoke
1372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,man,,15000,bank,False,14999,15022,banks
1373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,man,,15003,bank,False,14999,15000,banks
1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,man,,15007,gate,False,14999,15022,gates
1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,man,,15010,splash,False,14999,15022,splashing
1376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,man,,15012,dike,False,14999,15010,dikes
1377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,man,,15015,break,False,14999,15010,breaking
1378,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,it,,15065,break,False,15063,15065,broke
1379,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,it,,15065,break,False,15063,15065,broke
1380,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,it,,15065,break,False,15063,15065,broke
1381,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,it,,15065,break,False,15063,15065,broke
1382,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,soldiers,,15075,great,False,15063,15070,greater
1383,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,15111,convict,False,15085,15111,Convicts
1384,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,15111,convict,False,15085,15111,Convicts
1385,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,15111,convict,False,15085,15111,Convicts
1386,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,15111,convict,False,15085,15111,Convicts
1387,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,we,,15111,convict,False,15085,15111,Convicts
1388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,we,,15173,noise,False,15162,15171,noise
1389,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,men,,15284,bleed,False,15282,15284,bleeding
1390,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,men,,15284,bleed,False,15282,15284,bleeding
1391,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,men,,15284,bleed,False,15282,15284,bleeding
1392,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,men,,15284,bleed,False,15282,15284,bleeding
1393,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,It,,15360,small,False,15341,15358,small
1394,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,It,,15361,good,False,15341,15361,good
1395,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,It,,15361,good,False,15341,15361,good
1396,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,It,,15361,good,False,15341,15361,good
1397,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,It,,15361,good,False,15341,15361,good
1398,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,It,,15361,good,False,15341,15361,good
1399,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,It,,15369,plight,False,15341,15369,plight
1400,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,It,,15369,plight,False,15341,15369,plight
1401,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,It,,15369,plight,False,15341,15369,plight
1402,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,It,,15369,plight,False,15341,15369,plight
1403,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,It,,15369,plight,False,15341,15369,plight
