,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,captain,delvile,doctor,dr lyster,gentleman,lady honoria,miss beverley,miss larolles,morrice,mr arnott,mr briggs,mr delvile,mr harrel,mr hobson,mr monckton,mrs belfield,mrs charlton,mrs delvile,mrs harrel,servant,sir robert,son
970,,,,62482,1,0.01085017916975165,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
971,,,,62478,5,0.040510295073391586,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
972,,,,62473,10,0.06345375259039741,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
973,,,,62468,15,0.07698176975454063,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
974,,,,62463,20,0.08781781505783172,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
975,,,,62453,30,0.10661687478685077,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
976,,,,62443,40,0.09367800523545845,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
977,,,,62433,50,0.09788296739646546,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
978,,,,62423,60,0.10422952078837594,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
979,,,,62413,70,0.10703082852958426,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
980,,,,62482,1,0.0020459391871931235,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
981,,,,62478,5,0.009126605167699737,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
982,,,,62473,10,0.017618672113614484,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
983,,,,62468,15,0.02551027175377274,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
984,,,,62463,20,0.03243923431188644,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
985,,,,62453,30,0.04378778116911608,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
986,,,,62443,40,0.04881913179862195,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
987,,,,62433,50,0.05026911073136389,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
988,,,,62423,60,0.053414773601842734,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
989,,,,62413,70,0.05442805895395546,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
990,,,,62482,1,0.0018403707552478849,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
991,,,,62478,5,0.008180199934129545,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
992,,,,62473,10,0.014274019762887261,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
993,,,,62468,15,0.019159928836657465,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
994,,,,62463,20,0.02255907399410551,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
995,,,,62453,30,0.02824614202888602,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
996,,,,62443,40,0.029469181405383987,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
997,,,,62433,50,0.03145247654091454,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
998,,,,62423,60,0.03446543109745572,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
999,,,,62413,70,0.03564759823129715,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1000,,,,62482,1,0.0020459391871931235,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1001,,,,62478,5,0.009827873548603644,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1002,,,,62473,10,0.019101090782994937,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1003,,,,62468,15,0.02744847537591438,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1004,,,,62463,20,0.03519928443920487,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1005,,,,62453,30,0.049708154592935386,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1006,,,,62443,40,0.054909600087048184,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1007,,,,62433,50,0.05585555976290662,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1008,,,,62423,60,0.0566975529932314,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1009,,,,62413,70,0.057477242533546725,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1010,,,,62482,1,0.001204495873479195,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1011,,,,62478,5,0.006022735570183213,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1012,,,,62473,10,0.011558545551660913,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1013,,,,62468,15,0.016764093877674684,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1014,,,,62463,20,0.021946909883933646,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1015,,,,62453,30,0.03214015331581708,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1016,,,,62443,40,0.037243127310042125,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1017,,,,62433,50,0.03878067718245736,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1018,,,,62423,60,0.0395890208040717,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1019,,,,62413,70,0.039949258814688,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1020,,,,62482,1,0.002449620431133405,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1021,,,,62478,5,0.011620286945472836,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1022,,,,62473,10,0.020804561499519054,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1023,,,,62468,15,0.028565586053501298,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1024,,,,62463,20,0.03417742411028307,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1025,,,,62453,30,0.04234224283010254,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1026,,,,62443,40,0.043230344369592485,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1027,,,,62433,50,0.045436341508745384,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1028,,,,62423,60,0.04965620365696209,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1029,,,,62413,70,0.05131026518859416,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,
1030,,,,62482,1,0.6726775544676336,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1031,,,,62478,5,3.362614037302807,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1032,,,,62473,10,6.71223936071588,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1033,,,,62468,15,9.912828622602698,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1034,,,,62463,20,12.548870977985072,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1035,,,,62453,30,15.248537639568099,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1036,,,,62443,40,3.1227097710095224,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1037,,,,62433,50,0.5415927368268113,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1038,,,,62423,60,0.09181967284373033,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1039,,,,62413,70,0.03979933340860106,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,
1040,,,,62482,1,0.47272857661385675,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1041,,,,62478,5,2.355262232902907,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1042,,,,62473,10,4.691131361945924,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1043,,,,62468,15,6.943478502078013,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1044,,,,62463,20,8.982158228884181,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1045,,,,62453,30,12.134476277915757,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1046,,,,62443,40,5.823477710545705,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1047,,,,62433,50,2.63339172456683,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1048,,,,62423,60,1.2037716763951933,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1049,,,,62413,70,0.8838798230450579,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1050,,,,62482,1,0.6291108735412358,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1051,,,,62478,5,3.144978258940547,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1052,,,,62473,10,6.278320226536322,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1053,,,,62468,15,9.28870164480445,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1054,,,,62463,20,11.86615882684536,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1055,,,,62453,30,14.829872997695798,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1056,,,,62443,40,3.708244320389993,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1057,,,,62433,50,0.8460235160149642,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1058,,,,62423,60,0.19478418934269504,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1059,,,,62413,70,0.11016288764128211,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1060,,,,62482,1,0.9999822433977037,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1061,,,,62478,5,4.996230323172104,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1062,,,,62473,10,9.97585421383916,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1063,,,,62468,15,14.542466912581778,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1064,,,,62463,20,15.867425333102302,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1065,,,,62453,30,15.930483254503248,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1066,,,,62443,40,0.07705297150986981,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1067,,,,62433,50,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1068,,,,62423,60,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1069,,,,62413,70,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1070,,,,62482,1,0.3542443004596476,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1071,,,,62478,5,1.764532781337044,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1072,,,,62473,10,3.515041708751932,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1073,,,,62468,15,5.219879239095179,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1074,,,,62463,20,6.8323611281229155,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1075,,,,62453,30,9.635398174726951,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1076,,,,62443,40,6.296641211655555,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1077,,,,62433,50,3.772425847615191,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1078,,,,62423,60,2.294187347947367,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1079,,,,62413,70,1.8850266188396732,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1080,,,,62482,1,0.7562309340548572,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1081,,,,62478,5,3.7807843308794857,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1082,,,,62473,10,7.550414382259757,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1083,,,,62468,15,11.117499862329383,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1084,,,,62463,20,13.810399330446,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1085,,,,62453,30,15.759744336635336,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1086,,,,62443,40,0.00027822070880385966,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1087,,,,62433,50,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1088,,,,62423,60,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1089,,,,62413,70,0.009185134392379318,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1090,,,,62482,1,0.5448548036113826,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1091,,,,62478,5,2.716174382317998,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1092,,,,62473,10,5.412033226770318,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1093,,,,62468,15,7.999130574909781,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1094,,,,62463,20,10.262091028501754,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1095,,,,62453,30,13.396913354293202,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1096,,,,62443,40,5.101362172388734,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1097,,,,62433,50,1.911596929530291,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1098,,,,62423,60,0.8205168414678358,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1099,,,,62413,70,0.5974177625482083,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1100,,,,62482,1,0.5388619958576919,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1101,,,,62478,5,2.691365667760012,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1102,,,,62473,10,5.367458860201819,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1103,,,,62468,15,7.947767028592093,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1104,,,,62463,20,10.242949428234922,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1105,,,,62453,30,13.438428710001157,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1106,,,,62443,40,5.060128212940733,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1107,,,,62433,50,1.7596265406462384,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1108,,,,62423,60,0.6217032173196527,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1109,,,,62413,70,0.39971083129918744,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1110,,,,62482,1,0.5643907981184082,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1111,,,,62478,5,2.818383342728056,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1112,,,,62473,10,5.62168695687271,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1113,,,,62468,15,8.31350182112721,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1114,,,,62463,20,10.672273786247766,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1115,,,,62453,30,13.828421648146415,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1116,,,,62443,40,4.704130567132118,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1117,,,,62433,50,1.5233579294939574,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1118,,,,62423,60,0.5678991337187723,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1119,,,,62413,70,0.3917279882211507,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1120,,,,62482,1,0.45477241702135035,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1121,,,,62478,5,2.272632709376564,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1122,,,,62473,10,4.537151492380544,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1123,,,,62468,15,6.750566820247,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1124,,,,62463,20,8.82257682230963,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1125,,,,62453,30,12.1874250342291,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1126,,,,62443,40,5.9232639218900305,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1127,,,,62433,50,2.479382436160979,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1128,,,,62423,60,1.024583700031662,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1129,,,,62413,70,0.7245257542227632,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1130,,,,62482,1,0.6726775544676336,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1131,,,,62478,5,3.362614037302807,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1132,,,,62473,10,6.71223936071588,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1133,,,,62468,15,9.912828622602698,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1134,,,,62463,20,12.548870977985072,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1135,,,,62453,30,15.248537639568099,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1136,,,,62443,40,3.1227097710095224,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1137,,,,62433,50,0.5415927368268113,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1138,,,,62423,60,0.09181967284373033,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1139,,,,62413,70,0.03979933340860106,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1140,,,,62482,1,0.536729824881695,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1141,,,,62478,5,2.6813332686775877,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1142,,,,62473,10,5.350883220792816,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1143,,,,62468,15,7.934601651541873,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1144,,,,62463,20,10.260811597906047,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1145,,,,62453,30,13.547407991285581,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1146,,,,62443,40,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1147,,,,62433,50,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1148,,,,62423,60,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1149,,,,62413,70,0.403665616116069,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,
1150,,Category,Feature,62482,1,0.13211509205904673,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1151,,Category,Feature,62478,5,0.606782529207992,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1152,,Category,Feature,62473,10,1.1663267064919463,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1153,,Category,Feature,62468,15,1.6939638399612853,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1154,,Category,Feature,62463,20,2.1959808956622173,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1155,,Category,Feature,62453,30,3.1477118835791718,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1156,,Category,Feature,62443,40,3.1017940503849437,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1157,,Category,Feature,62433,50,2.998980502068327,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1158,,Category,Feature,62423,60,2.8752569078993964,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1159,,Category,Feature,62413,70,2.8168520368508405,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1160,,,,62482,1,0.001420135362051358,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1161,,,,62478,5,0.007100953984084983,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1162,,,,62473,10,0.014202600850709124,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1163,,,,62468,15,0.021304940512934144,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1164,,,,62463,20,0.027795103682698413,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1165,,,,62453,30,0.039658446759615905,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1166,,,,62443,40,0.04685091968350563,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1167,,,,62433,50,0.05177789315598539,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1168,,,,62423,60,0.056913397985366446,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1169,,,,62413,70,0.059115146707643944,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1170,,,,62482,1,0.001204495873479195,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1171,,,,62478,5,0.006022735570183213,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1172,,,,62473,10,0.011558545551660913,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1173,,,,62468,15,0.016764093877674684,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1174,,,,62463,20,0.021946909883933646,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1175,,,,62453,30,0.03214015331581708,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1176,,,,62443,40,0.037243127310042125,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1177,,,,62433,50,0.03878067718245736,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1178,,,,62423,60,0.0395890208040717,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1179,,,,62413,70,0.039949258814688,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1180,,,,62482,1,0.6726775544676336,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1181,,,,62478,5,3.362614037302807,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1182,,,,62473,10,6.71223936071588,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1183,,,,62468,15,9.912828622602698,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1184,,,,62463,20,12.548870977985072,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1185,,,,62453,30,15.248537639568099,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
1186,,,,62443,40,3.1227097710095224,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,
