,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,captain,delvile,doctor,dr lyster,gentleman,lady honoria,miss beverley,miss larolles,morrice,mr arnott,mr briggs,mr delvile,mr harrel,mr hobson,mr monckton,mrs belfield,mrs charlton,mrs delvile,mrs harrel,servant,sir robert,son
3189,,,,62413,70,0.3917279882211507,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3190,,,,62482,1,0.001204495873479195,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3191,,,,62478,5,0.006022735570183213,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3192,,,,62473,10,0.011558545551660913,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3193,,,,62468,15,0.016764093877674684,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3194,,,,62463,20,0.021946909883933646,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3195,,,,62453,30,0.03214015331581708,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3196,,,,62443,40,0.037243127310042125,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3197,,,,62433,50,0.03878067718245736,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3198,,,,62423,60,0.0395890208040717,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3199,,,,62413,70,0.039949258814688,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3200,,,,62482,1,0.6726775544676336,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3201,,,,62478,5,3.362614037302807,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3202,,,,62473,10,6.71223936071588,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3203,,,,62468,15,9.912828622602698,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3204,,,,62463,20,12.548870977985072,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3205,,,,62453,30,15.248537639568099,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3206,,,,62443,40,3.1227097710095224,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3207,,,,62433,50,0.5415927368268113,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3208,,,,62423,60,0.09181967284373033,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3209,,,,62413,70,0.03979933340860106,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3210,,,,62482,1,0.5367752691055762,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3211,,,,62478,5,2.6815605253605996,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3212,,,,62473,10,5.351316957364553,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3213,,,,62468,15,7.93516901188931,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3214,,,,62463,20,10.26139041871037,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3215,,,,62453,30,13.547407991285581,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3216,,,,62443,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3217,,,,62433,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3218,,,,62423,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3219,,,,62413,70,0.403665616116069,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,Subject,,,,,,,,,,
3220,,Category,Feature,62482,1,0.0020459391871931235,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3221,,Category,Feature,62478,5,0.009126605167699737,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3222,,Category,Feature,62473,10,0.017618672113614484,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3223,,Category,Feature,62468,15,0.02551027175377274,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3224,,Category,Feature,62463,20,0.03243923431188644,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3225,,Category,Feature,62453,30,0.04378778116911608,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3226,,Category,Feature,62443,40,0.04881913179862195,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3227,,Category,Feature,62433,50,0.05026911073136389,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3228,,Category,Feature,62423,60,0.053414773601842734,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3229,,Category,Feature,62413,70,0.05442805895395546,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3230,,,,62482,1,0.020388072747498345,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3231,,,,62478,5,0.07518732273249353,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3232,,,,62473,10,0.12595993277614503,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3233,,,,62468,15,0.16642307365188896,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3234,,,,62463,20,0.19909502258112236,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3235,,,,62453,30,0.2554256520386807,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3236,,,,62443,40,0.2392502030585394,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3237,,,,62433,50,0.24077655189484753,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3238,,,,62423,60,0.24697584488593655,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3239,,,,62413,70,0.24837867403933428,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3240,,,,62482,1,0.7562604465911928,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3241,,,,62478,5,3.7809363384067494,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3242,,,,62473,10,7.550732869438858,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3243,,,,62468,15,11.11798130312724,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3244,,,,62463,20,13.810940272017675,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3245,,,,62453,30,15.759561640695447,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3246,,,,62443,40,0.00027822070880385966,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3247,,,,62433,50,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3248,,,,62423,60,0.0,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3249,,,,62413,70,0.009185134392379318,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3250,,,,62482,1,0.6726775544676336,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3251,,,,62478,5,3.362614037302807,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3252,,,,62473,10,6.71223936071588,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3253,,,,62468,15,9.912828622602698,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3254,,,,62463,20,12.548870977985072,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3255,,,,62453,30,15.248537639568099,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3256,,,,62443,40,3.1227097710095224,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3257,,,,62433,50,0.5415927368268113,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3258,,,,62423,60,0.09181967284373033,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3259,,,,62413,70,0.03979933340860106,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3260,,,,62482,1,0.002844857033190436,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3261,,,,62478,5,0.013757735179304472,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3262,,,,62473,10,0.02715462725650074,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3263,,,,62468,15,0.04017818334676837,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3264,,,,62463,20,0.05319324473145821,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3265,,,,62453,30,0.07922100922313506,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3266,,,,62443,40,0.09835894766191838,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3267,,,,62433,50,0.11352169168951548,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3268,,,,62423,60,0.12653089697570288,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3269,,,,62413,70,0.13099845791952483,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3270,,,,62482,1,0.5369570116498835,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3271,,,,62478,5,2.682490465038369,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3272,,,,62473,10,5.35323561909748,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3273,,,,62468,15,7.938288096248398,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3274,,,,62463,20,10.265717644142434,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3275,,,,62453,30,13.551090294684572,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3276,,,,62443,40,0.0,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3277,,,,62433,50,0.0,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3278,,,,62423,60,0.0,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3279,,,,62413,70,0.403665616116069,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3280,,,,62482,1,0.006511625832331247,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3281,,,,62478,5,0.030772278290183586,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3282,,,,62473,10,0.05852578595668834,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3283,,,,62468,15,0.08416574494301053,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3284,,,,62463,20,0.10655492167832861,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3285,,,,62453,30,0.14316598539661743,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3286,,,,62443,40,0.1490864863768878,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3287,,,,62433,50,0.15156245720050518,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3288,,,,62423,60,0.1595974360776496,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3289,,,,62413,70,0.16223691709698104,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3290,,,,62482,1,0.0016319081688243764,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3291,,,,62478,5,0.007566293060668225,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3292,,,,62473,10,0.014339337075786976,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3293,,,,62468,15,0.020923791505406686,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3294,,,,62463,20,0.027497304308669025,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3295,,,,62453,30,0.040646514907296205,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3296,,,,62443,40,0.04792083502769451,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3297,,,,62433,50,0.05080319017774678,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3298,,,,62423,60,0.05285229604863311,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3299,,,,62413,70,0.05384519804164317,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3300,,,,62482,1,0.6726775544676336,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3301,,,,62478,5,3.362614037302807,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3302,,,,62473,10,6.71223936071588,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3303,,,,62468,15,9.912828622602698,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3304,,,,62463,20,12.548870977985072,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3305,,,,62453,30,15.248537639568099,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3306,,,,62443,40,3.1227097710095224,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3307,,,,62433,50,0.5415927368268113,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3308,,,,62423,60,0.09181967284373033,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3309,,,,62413,70,0.03979933340860106,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3310,,,,62482,1,0.6291108735412358,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3311,,,,62478,5,3.144978258940547,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3312,,,,62473,10,6.278320226536322,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3313,,,,62468,15,9.28870164480445,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3314,,,,62463,20,11.86615882684536,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3315,,,,62453,30,14.829872997695798,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3316,,,,62443,40,3.708244320389993,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3317,,,,62433,50,0.8460235160149642,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3318,,,,62423,60,0.19478418934269504,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3319,,,,62413,70,0.11016288764128211,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3320,,,,62482,1,0.9999822433977037,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3321,,,,62478,5,4.996230323172104,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3322,,,,62473,10,9.97585421383916,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3323,,,,62468,15,14.542466912581778,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3324,,,,62463,20,15.867425333102302,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3325,,,,62453,30,15.930483254503248,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3326,,,,62443,40,0.07705297150986981,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3327,,,,62433,50,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3328,,,,62423,60,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3329,,,,62413,70,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,
3330,,,,62482,1,0.002449620431133405,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3331,,,,62478,5,0.012001756446278669,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3332,,,,62473,10,0.023108263653857455,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3333,,,,62468,15,0.03337927060637339,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3334,,,,62463,20,0.043601536566236554,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3335,,,,62453,30,0.06385799926858313,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3336,,,,62443,40,0.07509351676462214,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3337,,,,62433,50,0.08361449430058977,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3338,,,,62423,60,0.09136340449505745,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3339,,,,62413,70,0.09490661789270309,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,
3340,,,,62482,1,0.0020459391871931235,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3341,,,,62478,5,0.009827873548603644,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3342,,,,62473,10,0.019101090782994937,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3343,,,,62468,15,0.02744847537591438,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3344,,,,62463,20,0.03519928443920487,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3345,,,,62453,30,0.049708154592935386,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3346,,,,62443,40,0.054909600087048184,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3347,,,,62433,50,0.05585555976290662,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3348,,,,62423,60,0.0566975529932314,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3349,,,,62413,70,0.057477242533546725,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3350,,,,62482,1,0.01791125304275372,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3351,,,,62478,5,0.070278394777922,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3352,,,,62473,10,0.11484518001800624,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3353,,,,62468,15,0.14888805937072813,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3354,,,,62463,20,0.17814429306496415,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3355,,,,62453,30,0.23135048579512726,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3356,,,,62443,40,0.22640020054972007,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3357,,,,62433,50,0.242251320512299,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3358,,,,62423,60,0.26121116302967873,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3359,,,,62413,70,0.2686488657952169,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3360,,,,62482,1,0.001420135362051358,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3361,,,,62478,5,0.007100953984084983,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3362,,,,62473,10,0.014202600850709124,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3363,,,,62468,15,0.021304940512934144,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3364,,,,62463,20,0.027795103682698413,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3365,,,,62453,30,0.039658446759615905,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3366,,,,62443,40,0.04685091968350563,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3367,,,,62433,50,0.05177789315598539,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3368,,,,62423,60,0.056913397985366446,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3369,,,,62413,70,0.059115146707643944,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3370,,,,62482,1,0.47272857661385675,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3371,,,,62478,5,2.355262232902907,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3372,,,,62473,10,4.691131361945924,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3373,,,,62468,15,6.943478502078013,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3374,,,,62463,20,8.982158228884181,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3375,,,,62453,30,12.134476277915757,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3376,,,,62443,40,5.823477710545705,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3377,,,,62433,50,2.63339172456683,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3378,,,,62423,60,1.2037716763951933,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3379,,,,62413,70,0.8838798230450579,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3380,,,,62482,1,0.5367752691055762,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3381,,,,62478,5,2.6815605253605996,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3382,,,,62473,10,5.351316957364553,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3383,,,,62468,15,7.93516901188931,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3384,,,,62463,20,10.26139041871037,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3385,,,,62453,30,13.547407991285581,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3386,,,,62443,40,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3387,,,,62433,50,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3388,,,,62423,60,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3389,,,,62413,70,0.403665616116069,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3390,,,,62482,1,0.5388619958576919,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3391,,,,62478,5,2.691365667760012,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3392,,,,62473,10,5.367458860201819,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3393,,,,62468,15,7.947767028592093,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3394,,,,62463,20,10.242949428234922,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3395,,,,62453,30,13.438428710001157,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3396,,,,62443,40,5.060128212940733,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3397,,,,62433,50,1.7596265406462384,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3398,,,,62423,60,0.6217032173196527,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3399,,,,62413,70,0.39971083129918744,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3400,,,,62482,1,0.5643907981184082,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3401,,,,62478,5,2.818383342728056,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3402,,,,62473,10,5.62168695687271,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3403,,,,62468,15,8.31350182112721,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3404,,,,62463,20,10.672273786247766,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
3405,,,,62453,30,13.828421648146415,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,Subject,,,,,,,,,
