,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,baronet,bellamy,camilla,doctor,dr. marchmont,dr. orkborne,edgar,friend,gentleman,jacob,major cerwood,mandlebert,mary,melmond,miss margland,mr. dubster,mr. tyrold,mrs. arlbery,mrs. berlinton,mrs. mittin,mrs. tyrold,my dear,sir hugh,sir sedley
1032,,,,64596,10,2.8462281222412975,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1033,,,,64591,15,4.024231240379659,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1034,,,,64586,20,4.950782850669429,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1035,,,,64576,30,6.309071063493289,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1036,,,,64566,40,4.070448940032319,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1037,,,,64556,50,3.4022034401542927,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1038,,,,64546,60,3.0230963203297643,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1039,,,,64536,70,2.9004910061628055,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1040,,,,64605,1,0.5800604465157373,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1041,,,,64601,5,2.896722169261803,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1042,,,,64596,10,5.779342367116248,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1043,,,,64591,15,8.546223089610898,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1044,,,,64586,20,10.954020883639293,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1045,,,,64576,30,14.07820349428172,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1046,,,,64566,40,4.587442137806143,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1047,,,,64556,50,1.4215311032995641,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1048,,,,64546,60,0.4976986694858385,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1049,,,,64536,70,0.329285767943152,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1050,,,,64605,1,0.645492244044305,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1051,,,,64601,5,3.2266433001170625,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1052,,,,64596,10,6.442113458789397,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1053,,,,64591,15,9.53457476955654,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1054,,,,64586,20,12.155440025652565,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1055,,,,64576,30,15.049121721471955,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1056,,,,64566,40,3.499948750156225,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1057,,,,64556,50,0.7333604956039984,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1058,,,,64546,60,0.16312422116174177,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1059,,,,64536,70,0.08779066855714285,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1060,,,,64605,1,0.9987237973240497,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1061,,,,64601,5,4.990636613074523,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1062,,,,64596,10,9.967126718028277,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1063,,,,64591,15,14.549486504689588,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1064,,,,64586,20,15.91523569725067,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1065,,,,64576,30,15.978555602814177,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1066,,,,64566,40,0.04208766682392609,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1067,,,,64556,50,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1068,,,,64546,60,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1069,,,,64536,70,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1070,,,,64605,1,0.36097409268227376,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1071,,,,64601,5,1.8030797416569369,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1072,,,,64596,10,3.5987704604263815,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1073,,,,64591,15,5.357955748929581,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1074,,,,64586,20,7.030536767649438,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1075,,,,64576,30,9.953235333152774,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1076,,,,64566,40,6.277466035174021,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1077,,,,64556,50,3.587188750562174,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1078,,,,64546,60,2.071540314259377,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1079,,,,64536,70,1.6813106783154872,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1080,,,,64605,1,0.7694654617210044,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1081,,,,64601,5,3.846831074453206,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1082,,,,64596,10,7.681827706115952,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1083,,,,64591,15,11.307216837983932,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1084,,,,64586,20,14.010098038759002,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1085,,,,64576,30,15.837542564564421,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1086,,,,64566,40,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1087,,,,64556,50,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1088,,,,64546,60,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1089,,,,64536,70,0.005128698472091178,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1090,,,,64605,1,0.5462687611580878,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1091,,,,64601,5,2.724770600585545,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1092,,,,64596,10,5.43352881402762,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1093,,,,64591,15,8.041338177765814,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1094,,,,64586,20,10.347929766438023,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1095,,,,64576,30,13.566531835210482,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1096,,,,64566,40,5.09221311371848,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1097,,,,64556,50,1.776183691914624,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1098,,,,64546,60,0.6812149126599047,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1099,,,,64536,70,0.4847325157496428,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1100,,,,64605,1,0.5800196115517772,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1101,,,,64601,5,2.896506956354454,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1102,,,,64596,10,5.778897041643174,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1103,,,,64591,15,8.545514213243457,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1104,,,,64586,20,10.952973296868581,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1105,,,,64576,30,14.07784807286205,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1106,,,,64566,40,4.589277151797172,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1107,,,,64556,50,1.4215311032995641,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1108,,,,64546,60,0.4976986694858385,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1109,,,,64536,70,0.329285767943152,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1110,,,,64605,1,0.5467444056658233,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1111,,,,64601,5,2.729576484501394,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1112,,,,64596,10,5.444827362413649,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1113,,,,64591,15,8.060071381181958,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1114,,,,64586,20,10.377977000307093,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1115,,,,64576,30,13.628128611276896,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1116,,,,64566,40,4.9871724435941545,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1117,,,,64556,50,1.637411205376864,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1118,,,,64546,60,0.5626895139053947,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1119,,,,64536,70,0.3728666046465383,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1120,,,,64605,1,0.4787085702197091,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1121,,,,64601,5,2.3927471409263665,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1122,,,,64596,10,4.777633861809425,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1123,,,,64591,15,7.111282511409581,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1124,,,,64586,20,9.290081641286744,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1125,,,,64576,30,12.700985955513968,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1126,,,,64566,40,5.607920901452606,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1127,,,,64556,50,2.1198891016158217,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1128,,,,64546,60,0.8185431118605154,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1129,,,,64536,70,0.5641020630646011,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1130,,,,64605,1,0.6771596798621604,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1131,,,,64601,5,3.3848308997943284,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1132,,,,64596,10,6.756618968229295,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1133,,,,64591,15,9.978879114443966,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1134,,,,64586,20,12.616771571630077,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1135,,,,64576,30,15.279729370390525,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1136,,,,64566,40,3.1636433752943725,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1137,,,,64556,50,0.6056579122889982,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1138,,,,64546,60,0.1321364581975663,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1139,,,,64536,70,0.07760287051212861,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1140,,,,64605,1,0.5094341882631114,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1141,,,,64601,5,2.5456941657194534,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1142,,,,64596,10,5.080398364420151,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1143,,,,64591,15,7.537380504874708,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1144,,,,64586,20,9.774224592469523,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1145,,,,64576,30,13.093621265766672,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1146,,,,64566,40,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1147,,,,64556,50,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1148,,,,64546,60,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1149,,,,64536,70,0.5493791356475787,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,,,,,,,,,,,
1150,,Category,Feature,64605,1,0.1596469499145188,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1151,,Category,Feature,64601,5,0.722178500684752,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1152,,Category,Feature,64596,10,1.3847956104344241,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1153,,Category,Feature,64591,15,2.006076990583768,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1154,,Category,Feature,64586,20,2.593805737200862,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1155,,Category,Feature,64576,30,3.6847044030348695,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1156,,Category,Feature,64566,40,3.502269279118855,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1157,,Category,Feature,64556,50,3.324005829855155,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1158,,Category,Feature,64546,60,3.1555674028156826,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1159,,Category,Feature,64536,70,3.094483067641427,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1160,,,,64605,1,0.4787085702197091,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1161,,,,64601,5,2.3927471409263665,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1162,,,,64596,10,4.777633861809425,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1163,,,,64591,15,7.111282511409581,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1164,,,,64586,20,9.290081641286744,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1165,,,,64576,30,12.700985955513968,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1166,,,,64566,40,5.607920901452606,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1167,,,,64556,50,2.1198891016158217,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1168,,,,64546,60,0.8185431118605154,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1169,,,,64536,70,0.5641020630646011,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1170,,,,64605,1,0.001985422950881278,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1171,,,,64601,5,0.009401205754115526,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1172,,,,64596,10,0.018668104201670043,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1173,,,,64591,15,0.027935744919058543,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1174,,,,64586,20,0.03720412758995071,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1175,,,,64576,30,0.055183824030836034,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1176,,,,64566,40,0.06753935212185046,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1177,,,,64556,50,0.07687126921120584,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1178,,,,64546,60,0.08544175690714215,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1179,,,,64536,70,0.08894065616760657,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1180,,,,64605,1,0.011314382147527955,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1181,,,,64601,5,0.04899949413028992,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1182,,,,64596,10,0.08892395847089843,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1183,,,,64591,15,0.12456333044248138,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1184,,,,64586,20,0.15648233609731602,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1185,,,,64576,30,0.21725818853560894,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1186,,,,64566,40,0.23494369229051848,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1187,,,,64556,50,0.25255916459408634,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1188,,,,64546,60,0.26891485722662417,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1189,,,,64536,70,0.2752279162069371,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1190,,,,64605,1,0.5462687611580878,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1191,,,,64601,5,2.724770600585545,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1192,,,,64596,10,5.43352881402762,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1193,,,,64591,15,8.041338177765814,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1194,,,,64586,20,10.347929766438023,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1195,,,,64576,30,13.566531835210482,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1196,,,,64566,40,5.09221311371848,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1197,,,,64556,50,1.776183691914624,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1198,,,,64546,60,0.6812149126599047,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1199,,,,64536,70,0.4847325157496428,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1200,,,,64605,1,0.33238366783642487,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1201,,,,64601,5,1.5007345851413605,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1202,,,,64596,10,2.8462281222412975,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1203,,,,64591,15,4.024231240379659,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1204,,,,64586,20,4.950782850669429,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1205,,,,64576,30,6.309071063493289,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1206,,,,64566,40,4.070448940032319,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1207,,,,64556,50,3.4022034401542927,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1208,,,,64546,60,3.0230963203297643,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1209,,,,64536,70,2.9004910061628055,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1210,,,,64605,1,0.08119818809143159,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1211,,,,64601,5,0.3974330568895958,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1212,,,,64596,10,0.7856900668415087,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1213,,,,64591,15,1.1645119069346779,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1214,,,,64586,20,1.5346748488745583,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1215,,,,64576,30,2.243140713344092,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1216,,,,64566,40,2.3190266247299633,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1217,,,,64556,50,2.2488904719793954,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1218,,,,64546,60,2.185339778508243,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1219,,,,64536,70,2.1648151651832137,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1220,,,,64605,1,0.0011686455631050884,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1221,,,,64601,5,0.005843468611973956,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1222,,,,64596,10,0.011687539212595483,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1223,,,,64591,15,0.017532211797648096,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1224,,,,64586,20,0.023377486362779393,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1225,,,,64576,30,0.03506984141518851,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1226,,,,64566,40,0.04455528944418156,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1227,,,,64556,50,0.052210565058564126,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1228,,,,64546,60,0.059248094151959245,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1229,,,,64536,70,0.06195108496470192,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1230,,,,64605,1,0.09424445921403525,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1231,,,,64601,5,0.46273883396276977,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1232,,,,64596,10,0.913560707783903,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1233,,,,64591,15,1.3539099074215495,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1234,,,,64586,20,1.7801553189013295,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1235,,,,64576,30,2.589723745927172,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1236,,,,64566,40,2.588457418411412,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1237,,,,64556,50,2.4434967500740634,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1238,,,,64546,60,2.3305020284544025,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1239,,,,64536,70,2.2867356179242253,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1240,,,,64605,1,0.4787085702197091,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
1241,,,,64601,5,2.3927471409263665,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,
