,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,baronet,bellamy,camilla,doctor,dr. marchmont,dr. orkborne,edgar,friend,gentleman,jacob,major cerwood,mandlebert,mary,melmond,miss margland,mr. dubster,mr. tyrold,mrs. arlbery,mrs. berlinton,mrs. mittin,mrs. tyrold,my dear,sir hugh,sir sedley
4877,,,,64556,50,3.324005829855155,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4878,,,,64546,60,3.1555674028156826,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4879,,,,64536,70,3.094483067641427,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4880,,,,64605,1,0.017113898491649515,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4881,,,,64601,5,0.0685042788087737,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4882,,,,64596,10,0.11836836906928204,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4883,,,,64591,15,0.16039520176261,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4884,,,,64586,20,0.20041639696039815,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4885,,,,64576,30,0.27788464484496783,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4886,,,,64566,40,0.29851672688096687,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4887,,,,64556,50,0.32229590047417445,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4888,,,,64546,60,0.340945223771334,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4889,,,,64536,70,0.3473274405814171,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4890,,,,64605,1,0.001583505009352437,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4891,,,,64601,5,0.007340779207614857,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4892,,,,64596,10,0.014533326333248376,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4893,,,,64591,15,0.021726571677845377,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4894,,,,64586,20,0.028920515174151864,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4895,,,,64576,30,0.04331049635152483,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4896,,,,64566,40,0.05445716633514134,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4897,,,,64556,50,0.06338162596092517,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4898,,,,64546,60,0.071571674296831,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4899,,,,64536,70,0.07471410668570302,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4900,,,,64605,1,0.5800604465157373,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4901,,,,64601,5,2.896722169261803,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4902,,,,64596,10,5.779342367116248,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4903,,,,64591,15,8.546223089610898,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4904,,,,64586,20,10.954020883639293,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4905,,,,64576,30,14.07820349428172,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4906,,,,64566,40,4.587442137806143,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4907,,,,64556,50,1.4215311032995641,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4908,,,,64546,60,0.4976986694858385,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4909,,,,64536,70,0.329285767943152,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4910,,,,64605,1,0.3610323105507279,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4911,,,,64601,5,1.8033697283782535,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4912,,,,64596,10,3.5993512003969803,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4913,,,,64591,15,5.358791533093444,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4914,,,,64586,20,7.031630817454958,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4915,,,,64576,30,9.954307607750042,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4916,,,,64566,40,6.27715279558518,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4917,,,,64556,50,3.587188750562174,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4918,,,,64546,60,2.071540314259377,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4919,,,,64536,70,1.6813106783154872,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4920,,,,64605,1,0.5467876272537177,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4921,,,,64601,5,2.729797034844603,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4922,,,,64596,10,5.445280264973714,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4923,,,,64591,15,8.060749841208041,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4924,,,,64586,20,10.378954114967952,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4925,,,,64576,30,13.628283467570258,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4926,,,,64566,40,4.986650252080368,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4927,,,,64556,50,1.637411205376864,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4928,,,,64546,60,0.5626895139053947,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4929,,,,64536,70,0.3728666046465383,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4930,,,,64605,1,0.3610323105507279,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4931,,,,64601,5,1.8033697283782535,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4932,,,,64596,10,3.5993512003969803,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4933,,,,64591,15,5.358791533093444,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4934,,,,64586,20,7.031630817454958,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4935,,,,64576,30,9.954307607750042,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4936,,,,64566,40,6.27715279558518,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4937,,,,64556,50,3.587188750562174,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4938,,,,64546,60,2.071540314259377,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4939,,,,64536,70,1.6813106783154872,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4940,,,,64605,1,0.5800196115517772,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4941,,,,64601,5,2.896506956354454,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4942,,,,64596,10,5.778897041643174,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4943,,,,64591,15,8.545514213243457,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4944,,,,64586,20,10.952973296868581,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4945,,,,64576,30,14.07784807286205,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4946,,,,64566,40,4.589277151797172,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4947,,,,64556,50,1.4215311032995641,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4948,,,,64546,60,0.4976986694858385,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4949,,,,64536,70,0.329285767943152,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4950,,,,64605,1,0.998712496020566,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4951,,,,64601,5,4.990592231199554,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4952,,,,64596,10,9.967075640313627,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4953,,,,64591,15,14.550103277102558,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4954,,,,64586,20,15.915452462493914,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4955,,,,64576,30,15.978555602814177,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4956,,,,64566,40,0.04208766682392609,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4957,,,,64556,50,0.0,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4958,,,,64546,60,0.0,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4959,,,,64536,70,0.0,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4960,,,,64605,1,0.645492244044305,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4961,,,,64601,5,3.2266433001170625,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4962,,,,64596,10,6.442113458789397,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4963,,,,64591,15,9.53457476955654,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4964,,,,64586,20,12.155440025652565,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4965,,,,64576,30,15.049121721471955,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4966,,,,64566,40,3.499948750156225,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4967,,,,64556,50,0.7333604956039984,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4968,,,,64546,60,0.16312422116174177,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4969,,,,64536,70,0.08779066855714285,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4970,,,,64605,1,0.5462687611580878,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4971,,,,64601,5,2.724770600585545,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4972,,,,64596,10,5.43352881402762,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4973,,,,64591,15,8.041338177765814,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4974,,,,64586,20,10.347929766438023,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4975,,,,64576,30,13.566531835210482,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4976,,,,64566,40,5.09221311371848,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4977,,,,64556,50,1.776183691914624,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4978,,,,64546,60,0.6812149126599047,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4979,,,,64536,70,0.4847325157496428,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4980,,,,64605,1,0.5467876272537177,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4981,,,,64601,5,2.729797034844603,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4982,,,,64596,10,5.445280264973714,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4983,,,,64591,15,8.060749841208041,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4984,,,,64586,20,10.378954114967952,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4985,,,,64576,30,13.628283467570258,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4986,,,,64566,40,4.986650252080368,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4987,,,,64556,50,1.637411205376864,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4988,,,,64546,60,0.5626895139053947,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4989,,,,64536,70,0.3728666046465383,,,,,Feature,,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4990,,,,64605,1,0.7692722230347919,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4991,,,,64601,5,3.8458732335656807,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4992,,,,64596,10,7.679849126196724,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4993,,,,64591,15,11.304284671025911,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4994,,,,64586,20,14.006341174070403,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4995,,,,64576,30,15.836578596448396,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4996,,,,64566,40,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4997,,,,64556,50,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4998,,,,64546,60,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
4999,,,,64536,70,0.005128698472091178,,,,,,Feature,,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5000,,,,64605,1,0.5088822762201008,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5001,,,,64601,5,2.5429570954852037,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5002,,,,64596,10,5.074946520396847,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5003,,,,64591,15,7.529290970908583,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5004,,,,64586,20,9.765384767583537,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5005,,,,64576,30,13.083948979292757,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5006,,,,64566,40,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5007,,,,64556,50,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5008,,,,64546,60,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5009,,,,64536,70,0.5513734151804204,,,,,,,Feature,,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5010,,,,64605,1,0.9987237973240497,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5011,,,,64601,5,4.990636613074523,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5012,,,,64596,10,9.967126718028277,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5013,,,,64591,15,14.549486504689588,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5014,,,,64586,20,15.91523569725067,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5015,,,,64576,30,15.978555602814177,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5016,,,,64566,40,0.04208766682392609,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5017,,,,64556,50,0.0,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5018,,,,64546,60,0.0,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5019,,,,64536,70,0.0,,,,,,,,Feature,,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5020,,,,64605,1,0.36097409268227376,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5021,,,,64601,5,1.8030797416569369,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5022,,,,64596,10,3.5987704604263815,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5023,,,,64591,15,5.357955748929581,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5024,,,,64586,20,7.030536767649438,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5025,,,,64576,30,9.953235333152774,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5026,,,,64566,40,6.277466035174021,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5027,,,,64556,50,3.587188750562174,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5028,,,,64546,60,2.071540314259377,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5029,,,,64536,70,1.6813106783154872,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5030,,,,64605,1,0.0678837949106153,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5031,,,,64601,5,0.2777096070243606,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5032,,,,64596,10,0.5015287874242907,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5033,,,,64591,15,0.6878275477036746,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5034,,,,64586,20,0.8452623391610529,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5035,,,,64576,30,1.11152014305011,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5036,,,,64566,40,0.9724898565161197,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5037,,,,64556,50,0.926115709808166,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5038,,,,64546,60,0.9091731424650675,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5039,,,,64536,70,0.9072228238827387,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5040,,,,64605,1,0.5089742960286783,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5041,,,,64601,5,2.543429782036067,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5042,,,,64596,10,5.075899318127767,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5043,,,,64591,15,7.530711046694236,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5044,,,,64586,20,9.767239144213917,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5045,,,,64576,30,13.08527354192965,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5046,,,,64566,40,0.0,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5047,,,,64556,50,0.0,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5048,,,,64546,60,0.0,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5049,,,,64536,70,0.5505659180642357,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5050,,,,64605,1,0.6771937420050818,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5051,,,,64601,5,3.3850082685939524,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5052,,,,64596,10,6.75698839187138,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5053,,,,64591,15,9.979447675538498,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5054,,,,64586,20,12.617605832757338,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5055,,,,64576,30,15.279791312907868,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5056,,,,64566,40,3.1623173284734856,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5057,,,,64556,50,0.6056579122889982,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5058,,,,64546,60,0.1321364581975663,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5059,,,,64536,70,0.07760287051212861,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,Subject,,,,
5060,,Category,Feature,64605,1,0.011159761457045652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5061,,Category,Feature,64601,5,0.048363879362468054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5062,,Category,Feature,64596,10,0.08593619003531239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5063,,Category,Feature,64591,15,0.11841408214041883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5064,,Category,Feature,64586,20,0.1490593160059909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5065,,Category,Feature,64576,30,0.2080765079408742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5066,,Category,Feature,64566,40,0.22307073749660106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5067,,Category,Feature,64556,50,0.2356295454588534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5068,,Category,Feature,64546,60,0.24232816367848856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5069,,Category,Feature,64536,70,0.24397911023601077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5070,,,,64605,1,0.5462687611580878,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5071,,,,64601,5,2.724770600585545,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5072,,,,64596,10,5.43352881402762,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5073,,,,64591,15,8.041338177765814,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5074,,,,64586,20,10.347929766438023,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5075,,,,64576,30,13.566531835210482,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5076,,,,64566,40,5.09221311371848,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5077,,,,64556,50,1.776183691914624,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5078,,,,64546,60,0.6812149126599047,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5079,,,,64536,70,0.4847325157496428,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5080,,,,64605,1,0.1596469499145188,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5081,,,,64601,5,0.722178500684752,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5082,,,,64596,10,1.3847956104344241,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5083,,,,64591,15,2.006076990583768,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5084,,,,64586,20,2.593805737200862,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5085,,,,64576,30,3.6847044030348695,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5086,,,,64566,40,3.502269279118855,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
5087,,,,64556,50,3.324005829855155,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subject,,,
