,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.10439203419454086
1,NARRATOR,Other,Unknown,3,0.2936972247964426
2,NARRATOR,Other,Unknown,5,0.4753451456965279
3,NARRATOR,Other,Unknown,7,0.6513380811531911
4,NARRATOR,Other,Unknown,9,0.8231477664666861
5,NARRATOR,Other,Unknown,16,1.3938336706742547
6,NARRATOR,Other,Unknown,21,1.7743423975205446
7,NARRATOR,Other,Unknown,26,2.1342964499841512
8,NARRATOR,Other,Unknown,31,2.4811466845519172
9,NARRATOR,Response,Anger,1,0.013527050848571098
10,NARRATOR,Response,Anger,3,0.04057926276298183
11,NARRATOR,Response,Anger,5,0.06736897225817216
12,NARRATOR,Response,Anger,7,0.0936267091325353
13,NARRATOR,Response,Anger,9,0.11960803628785326
14,NARRATOR,Response,Anger,16,0.2093073117185298
15,NARRATOR,Response,Anger,21,0.27149331083778955
16,NARRATOR,Response,Anger,26,0.3322500473070873
17,NARRATOR,Response,Anger,31,0.3916276962797003
18,NARRATOR,Response,Anticipation,1,0.031126516898419096
19,NARRATOR,Response,Anticipation,3,0.09088245711371232
20,NARRATOR,Response,Anticipation,5,0.14829442291096112
21,NARRATOR,Response,Anticipation,7,0.20479197177322622
22,NARRATOR,Response,Anticipation,9,0.26109950761082407
23,NARRATOR,Response,Anticipation,16,0.4545725607354983
24,NARRATOR,Response,Anticipation,21,0.5859463765549813
25,NARRATOR,Response,Anticipation,26,0.7142517569518687
26,NARRATOR,Response,Anticipation,31,0.8381381416239124
27,NARRATOR,Response,Arousal,1,0.07597329259443303
28,NARRATOR,Response,Arousal,3,0.2210770929405767
29,NARRATOR,Response,Arousal,5,0.35948029293359424
30,NARRATOR,Response,Arousal,7,0.49423711069477777
31,NARRATOR,Response,Arousal,9,0.6250789665340653
32,NARRATOR,Response,Arousal,16,1.0358688613435754
33,NARRATOR,Response,Arousal,21,1.3009182857839867
34,NARRATOR,Response,Arousal,26,1.55087459400555
35,NARRATOR,Response,Arousal,31,1.7903512651464397
36,NARRATOR,Response,Disgust,1,0.004910427631096019
37,NARRATOR,Response,Disgust,3,0.014732317207138742
38,NARRATOR,Response,Disgust,5,0.024555585445873093
39,NARRATOR,Response,Disgust,7,0.03438023183850793
40,NARRATOR,Response,Disgust,9,0.044206255874120345
41,NARRATOR,Response,Disgust,16,0.07860818151052491
42,NARRATOR,Response,Disgust,21,0.10319130170842554
43,NARRATOR,Response,Disgust,26,0.12778300943965404
44,NARRATOR,Response,Disgust,31,0.15238329642521334
45,NARRATOR,Response,Dominance,1,0.11719529424366751
46,NARRATOR,Response,Dominance,3,0.3277745164909449
47,NARRATOR,Response,Dominance,5,0.5226231694997064
48,NARRATOR,Response,Dominance,7,0.7090108741486306
49,NARRATOR,Response,Dominance,9,0.8860470527027772
50,NARRATOR,Response,Dominance,16,1.424320171788441
51,NARRATOR,Response,Dominance,21,1.7523321522640565
52,NARRATOR,Response,Dominance,26,2.055804920972379
53,NARRATOR,Response,Dominance,31,2.3338828782707086
54,NARRATOR,Response,Fear,1,0.020092478346615882
55,NARRATOR,Response,Fear,3,0.06009430186444769
56,NARRATOR,Response,Fear,5,0.0999076356553165
57,NARRATOR,Response,Fear,7,0.13970651881632395
58,NARRATOR,Response,Fear,9,0.179314892083762
59,NARRATOR,Response,Fear,16,0.3158695432377907
60,NARRATOR,Response,Fear,21,0.41326935300511336
61,NARRATOR,Response,Fear,26,0.5073695514850672
62,NARRATOR,Response,Fear,31,0.5988008886706738
63,NARRATOR,Response,Joy,1,0.020092478346615882
64,NARRATOR,Response,Joy,3,0.05929096246286902
65,NARRATOR,Response,Joy,5,0.09795853535016891
66,NARRATOR,Response,Joy,7,0.1353783563225219
67,NARRATOR,Response,Joy,9,0.17234661838433982
68,NARRATOR,Response,Joy,16,0.30119525821258947
69,NARRATOR,Response,Joy,21,0.39212156404225196
70,NARRATOR,Response,Joy,26,0.47981842245538164
71,NARRATOR,Response,Joy,31,0.5661662071853065
72,NARRATOR,Response,Sadness,1,0.015364946188721185
73,NARRATOR,Response,Sadness,3,0.046091361763093
74,NARRATOR,Response,Sadness,5,0.07610795998048077
75,NARRATOR,Response,Sadness,7,0.10562621409436439
76,NARRATOR,Response,Sadness,9,0.13486453271215385
77,NARRATOR,Response,Sadness,16,0.23623741944685153
