,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,captain,father,ladies,lord orville,ma'am,mr. branghton,mr. macartney,mr. smith,mrs. beaumont,mrs. mirvan,mrs. selwyn,orville,servant,sir clement
1753,,,,30281,15,0.5696882162122824,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1754,,,,30276,20,0.7385558952357967,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1755,,,,30266,30,1.0641065479748932,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1756,,,,30256,40,1.154290157725776,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1757,,,,30246,50,1.2053404223198756,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1758,,,,30236,60,1.2380810485183606,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1759,,,,30226,70,1.2470793027917308,,,,Feature,,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1760,,,,30295,1,0.03572544106286923,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1761,,,,30291,5,0.1545309744016541,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1762,,,,30286,10,0.26524953975043963,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1763,,,,30281,15,0.3353763620509964,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1764,,,,30276,20,0.3825939960661333,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1765,,,,30266,30,0.44134213139979717,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1766,,,,30256,40,0.3028137145639907,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1767,,,,30246,50,0.2648311517579132,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1768,,,,30236,60,0.25425717840369366,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1769,,,,30226,70,0.25334303040370554,,,,,Feature,,,,,,,,Category,,,,,,,Subject,,,,,,,,
1770,,,,30295,1,0.4313200869501893,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1771,,,,30291,5,2.155104186781276,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1772,,,,30286,10,4.298939460096331,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1773,,,,30281,15,6.377742161424262,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1774,,,,30276,20,8.305693377576208,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1775,,,,30266,30,11.377984152477271,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1776,,,,30256,40,5.872813950157149,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1777,,,,30246,50,2.5427883042714656,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1778,,,,30236,60,1.1138769453170416,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1779,,,,30226,70,0.7948697646888723,,,,,,Feature,,,,,,,Category,,,,,,,Subject,,,,,,,,
1780,,,,30295,1,0.487399452954679,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1781,,,,30291,5,2.4312452124811346,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1782,,,,30286,10,4.837984532478833,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1783,,,,30281,15,7.119310123323772,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1784,,,,30276,20,9.10801185175159,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1785,,,,30266,30,11.965231581635132,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1786,,,,30256,40,5.469084536960508,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1787,,,,30246,50,2.3844295145257672,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1788,,,,30236,60,1.0820707559734442,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1789,,,,30226,70,0.8062078658204537,,,,,,,Feature,,,,,,Category,,,,,,,Subject,,,,,,,,
1790,,,,30295,1,0.5235068752983036,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1791,,,,30291,5,2.614568503890227,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1792,,,,30286,10,5.207099164672604,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1793,,,,30281,15,7.679676049738743,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1794,,,,30276,20,9.827293881518672,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1795,,,,30266,30,12.75473613986051,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1796,,,,30256,40,4.9426715358597395,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1797,,,,30246,50,1.7175742578120254,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1798,,,,30236,60,0.6011654512351,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1799,,,,30226,70,0.4051284083448804,,,,,,,,Feature,,,,,Category,,,,,,,Subject,,,,,,,,
1800,,,,30295,1,0.9985048621506885,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1801,,,,30291,5,4.989756502346184,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1802,,,,30286,10,9.953908218082969,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1803,,,,30281,15,14.077037322910352,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1804,,,,30276,20,14.850279939902192,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1805,,,,30266,30,14.88541039856979,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1806,,,,30256,40,0.06960162578969416,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1807,,,,30246,50,0.0,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1808,,,,30236,60,0.0,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1809,,,,30226,70,0.0,,,,,,,,,Feature,,,,Category,,,,,,,Subject,,,,,,,,
1810,,,,30295,1,0.023853487917178704,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1811,,,,30291,5,0.09791941149159789,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1812,,,,30286,10,0.1735499657859703,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1813,,,,30281,15,0.23950492065129572,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1814,,,,30276,20,0.2995482009708665,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1815,,,,30266,30,0.4138675898046023,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1816,,,,30256,40,0.4430709150332087,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1817,,,,30246,50,0.47763500866059794,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1818,,,,30236,60,0.5090041927545794,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1819,,,,30226,70,0.5196291703731636,,,,,,,,,,Feature,,,Category,,,,,,,Subject,,,,,,,,
1820,,,,30295,1,0.010315128787835604,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1821,,,,30291,5,0.05157012237782693,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1822,,,,30286,10,0.10185222779732124,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1823,,,,30281,15,0.15046610524007667,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1824,,,,30276,20,0.1979016656002,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1825,,,,30266,30,0.2902226072844188,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1826,,,,30256,40,0.3400902198476856,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1827,,,,30246,50,0.37003634257881335,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1828,,,,30236,60,0.3981699930773487,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1829,,,,30226,70,0.41023144068163836,,,,,,,,,,,Feature,,Category,,,,,,,Subject,,,,,,,,
1830,,,,30295,1,0.5076875394607924,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1831,,,,30291,5,2.536757202271624,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1832,,,,30286,10,5.054734711751861,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1833,,,,30281,15,7.459655925937616,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1834,,,,30276,20,9.596564625393585,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1835,,,,30266,30,12.545018741682737,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1836,,,,30256,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1837,,,,30246,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1838,,,,30236,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1839,,,,30226,70,0.5741547062850906,,,,,,,,,,,,Feature,Category,,,,,,,Subject,,,,,,,,
1840,,Category,Feature,30295,1,0.0005390151284028175,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1841,,Category,Feature,30291,5,0.002695384363513742,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1842,,Category,Feature,30286,10,0.005391540732868689,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1843,,Category,Feature,30281,15,0.008088469445018145,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1844,,Category,Feature,30276,20,0.01078617083710571,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1845,,Category,Feature,30266,30,0.016183893010622268,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1846,,Category,Feature,30256,40,0.02064177879979991,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1847,,Category,Feature,30246,50,0.024320151756001735,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1848,,Category,Feature,30236,60,0.027736244579006947,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1849,,Category,Feature,30226,70,0.02905822182331063,,,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1850,,,,30295,1,0.003909362279485443,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1851,,,,30291,5,0.018570092076036625,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1852,,,,30286,10,0.03689115273920567,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1853,,,,30281,15,0.05456098780384454,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1854,,,,30276,20,0.07087647606498554,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1855,,,,30266,30,0.10351614354221726,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1856,,,,30256,40,0.12598337271749904,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1857,,,,30246,50,0.14371862290998944,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1858,,,,30236,60,0.16081358812247717,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1859,,,,30226,70,0.16735465079952047,Category,Feature,,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1860,,,,30295,1,0.39379626567138337,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1861,,,,30291,5,1.9652643545873938,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1862,,,,30286,10,3.909468858018468,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1863,,,,30281,15,5.777107875464906,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1864,,,,30276,20,7.482463203763689,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1865,,,,30266,30,10.23781916056777,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1866,,,,30256,40,5.968573696949371,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1867,,,,30246,50,3.2372940892976776,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1868,,,,30236,60,1.835672544723271,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1869,,,,30226,70,1.4872346638843457,Category,,Feature,,,,,,,,,,,,,,,,,,Subject,,,,,,,
1870,,,,30295,1,0.007926775184502789,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1871,,,,30291,5,0.03931072135587188,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1872,,,,30286,10,0.07779465727534685,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1873,,,,30281,15,0.11575595791735457,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1874,,,,30276,20,0.15318696551399918,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1875,,,,30266,30,0.22439327103372977,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1876,,,,30256,40,0.26569980692361916,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1877,,,,30246,50,0.29138029919575936,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1878,,,,30236,60,0.3120859323534325,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1879,,,,30226,70,0.31994675951682944,Category,,,Feature,,,,,,,,,,,,,,,,,Subject,,,,,,,
1880,,,,30295,1,0.014847641392646315,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1881,,,,30291,5,0.07212769477246783,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1882,,,,30286,10,0.1411887226147165,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1883,,,,30281,15,0.20976573875342297,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1884,,,,30276,20,0.2773871460233201,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1885,,,,30266,30,0.4063896836751795,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1886,,,,30256,40,0.4756715861246411,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1887,,,,30246,50,0.5163560868741945,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1888,,,,30236,60,0.5509645261465925,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1889,,,,30226,70,0.56427800608867,Category,,,,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,
1890,,,,30295,1,0.005786604496573217,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1891,,,,30291,5,0.02813904083158734,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1892,,,,30286,10,0.056076388358298375,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1893,,,,30281,15,0.08343731075313006,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1894,,,,30276,20,0.10950330930113114,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1895,,,,30266,30,0.16164112219756677,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1896,,,,30256,40,0.19842758390635828,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1897,,,,30246,50,0.22664921322154494,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1898,,,,30236,60,0.2529982437918751,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1899,,,,30226,70,0.2630039162486862,Category,,,,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,
1900,,,,30295,1,0.7823674313046262,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1901,,,,30291,5,3.9107880128738857,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1902,,,,30286,10,7.792591408137886,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1903,,,,30281,15,11.322003763168924,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1904,,,,30276,20,13.628140133683946,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1905,,,,30266,30,14.825238640181446,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1906,,,,30256,40,0.0,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1907,,,,30246,50,0.0,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1908,,,,30236,60,0.0,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1909,,,,30226,70,0.011342540208705662,Category,,,,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,
1910,,,,30295,1,0.6103150762839779,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1911,,,,30291,5,3.0491701301261704,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1912,,,,30286,10,6.071942835553963,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1913,,,,30281,15,8.90542192774117,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1914,,,,30276,20,11.211518210589022,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1915,,,,30266,30,13.8207155358669,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1916,,,,30256,40,3.9022449066983373,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1917,,,,30246,50,0.9917044312127355,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1918,,,,30236,60,0.26888946147253723,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1919,,,,30226,70,0.17381529727813155,Category,,,,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,
1920,,,,30295,1,0.00964270960799439,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1921,,,,30291,5,0.04671611172299339,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1922,,,,30286,10,0.08998037506409434,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1923,,,,30281,15,0.12807049339376128,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1924,,,,30276,20,0.16186726872657375,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1925,,,,30266,30,0.2193728260208182,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1926,,,,30256,40,0.2274521418165809,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1927,,,,30246,50,0.22413360358205084,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1928,,,,30236,60,0.21959437806053483,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1929,,,,30226,70,0.2183011552912786,Category,,,,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,
1930,,,,30295,1,0.5235068752983036,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1931,,,,30291,5,2.614568503890227,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1932,,,,30286,10,5.207099164672604,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1933,,,,30281,15,7.679676049738743,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1934,,,,30276,20,9.827293881518672,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1935,,,,30266,30,12.75473613986051,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1936,,,,30256,40,4.9426715358597395,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1937,,,,30246,50,1.7175742578120254,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1938,,,,30236,60,0.6011654512351,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1939,,,,30226,70,0.4051284083448804,Category,,,,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
1940,,,,30295,1,0.005048056322777532,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1941,,,,30291,5,0.023779541327841103,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1942,,,,30286,10,0.046024932230801535,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1943,,,,30281,15,0.06827293368752961,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1944,,,,30276,20,0.09052353827901351,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1945,,,,30266,30,0.13503252700600696,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1946,,,,30256,40,0.1681393066194255,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1947,,,,30246,50,0.19372182519419537,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1948,,,,30236,60,0.2167200285683872,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1949,,,,30226,70,0.22546304957484653,Category,,,,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
1950,,,,30295,1,0.003124402000647785,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1951,,,,30291,5,0.01509195013178513,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1952,,,,30286,10,0.02935808204788901,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1953,,,,30281,15,0.043619055676554816,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1954,,,,30276,20,0.057882845319079265,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1955,,,,30266,30,0.0864188692681302,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1956,,,,30256,40,0.10781756290210005,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1957,,,,30246,50,0.1246279880092582,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1958,,,,30236,60,0.13990148100269445,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1959,,,,30226,70,0.1457416850004611,Category,,,,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1960,,,,30295,1,0.03572544106286923,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1961,,,,30291,5,0.1545309744016541,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1962,,,,30286,10,0.26524953975043963,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1963,,,,30281,15,0.3353763620509964,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1964,,,,30276,20,0.3825939960661333,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1965,,,,30266,30,0.44134213139979717,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1966,,,,30256,40,0.3028137145639907,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1967,,,,30246,50,0.2648311517579132,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1968,,,,30236,60,0.25425717840369366,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1969,,,,30226,70,0.25334303040370554,,Feature,,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1970,,,,30295,1,0.650622452065587,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1971,,,,30291,5,3.252374871638697,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1972,,,,30286,10,6.484734403833573,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1973,,,,30281,15,9.518497003664262,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1974,,,,30276,20,11.934761501788882,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1975,,,,30266,30,14.302628482558838,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1976,,,,30256,40,3.1301856186867827,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1977,,,,30246,50,0.559494733335368,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1978,,,,30236,60,0.1382793448597693,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1979,,,,30226,70,0.09104769691425141,,,Feature,,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1980,,,,30295,1,0.9985048621506885,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1981,,,,30291,5,4.989756502346184,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1982,,,,30286,10,9.953908218082969,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1983,,,,30281,15,14.077037322910352,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1984,,,,30276,20,14.850279939902192,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1985,,,,30266,30,14.88541039856979,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1986,,,,30256,40,0.06960162578969416,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1987,,,,30246,50,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1988,,,,30236,60,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1989,,,,30226,70,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1990,,,,30295,1,0.0014600877891325424,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1991,,,,30291,5,0.007301167108383322,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1992,,,,30286,10,0.01460415491904647,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1993,,,,30281,15,0.021908963924297104,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1994,,,,30276,20,0.029215594616219705,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1995,,,,30266,30,0.043834323027296195,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1996,,,,30256,40,0.055631550620699376,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1997,,,,30246,50,0.06508824386698332,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1998,,,,30236,60,0.07375609666907972,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
1999,,,,30226,70,0.07708729131539498,,,,,Feature,,,,,,,,Category,,,,,,,,Subject,,,,,,,
2000,,,,30295,1,0.07010749075404361,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,
2001,,,,30291,5,0.3059145526123197,,,,,,Feature,,,,,,,Category,,,,,,,,Subject,,,,,,,
