,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,captain,father,ladies,lord orville,ma'am,mr. branghton,mr. macartney,mr. smith,mrs. beaumont,mrs. mirvan,mrs. selwyn,orville,servant,sir clement
1009,,,,30226,70,0.1457416850004611,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,
1010,,,,30295,1,0.003909362279485443,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1011,,,,30291,5,0.019067920410821993,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1012,,,,30286,10,0.037394891493172176,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1013,,,,30281,15,0.05571878882323934,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1014,,,,30276,20,0.0740455781569565,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1015,,,,30266,30,0.11070781944817053,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1016,,,,30256,40,0.1382180342536894,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1017,,,,30246,50,0.15955533465806807,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1018,,,,30236,60,0.178825417830559,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1019,,,,30226,70,0.18617013303840643,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,
1020,,,,30295,1,0.0046729733991786055,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1021,,,,30291,5,0.02247220680226098,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1022,,,,30286,10,0.04400854474087915,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1023,,,,30281,15,0.06505146011694446,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1024,,,,30276,20,0.08607352426539434,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1025,,,,30266,30,0.1281267194161847,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1026,,,,30256,40,0.15814450861485121,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1027,,,,30246,50,0.18069519361075537,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1028,,,,30236,60,0.1977822242121896,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1029,,,,30226,70,0.2042016779405555,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,
1030,,,,30295,1,0.02698591951260936,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1031,,,,30291,5,0.10676992129809562,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1032,,,,30286,10,0.18577262512122444,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1033,,,,30281,15,0.253855734116699,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1034,,,,30276,20,0.3167376568516,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1035,,,,30266,30,0.4358590996779764,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1036,,,,30256,40,0.4621512165138948,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1037,,,,30246,50,0.49553564972299824,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1038,,,,30236,60,0.5273230679629647,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1039,,,,30226,70,0.5379939561554478,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,
1040,,,,30295,1,0.39379626567138337,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1041,,,,30291,5,1.9652643545873938,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1042,,,,30286,10,3.909468858018468,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1043,,,,30281,15,5.777107875464906,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1044,,,,30276,20,7.482463203763689,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1045,,,,30266,30,10.23781916056777,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1046,,,,30256,40,5.968573696949371,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1047,,,,30246,50,3.2372940892976776,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1048,,,,30236,60,1.835672544723271,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1049,,,,30226,70,1.4872346638843457,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1050,,,,30295,1,0.6103150762839779,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1051,,,,30291,5,3.0491701301261704,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1052,,,,30286,10,6.071942835553963,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1053,,,,30281,15,8.90542192774117,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1054,,,,30276,20,11.211518210589022,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1055,,,,30266,30,13.8207155358669,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1056,,,,30256,40,3.9022449066983373,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1057,,,,30246,50,0.9917044312127355,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1058,,,,30236,60,0.26888946147253723,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1059,,,,30226,70,0.17381529727813155,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1060,,,,30295,1,0.9985048621506885,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1061,,,,30291,5,4.989756502346184,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1062,,,,30286,10,9.953908218082969,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1063,,,,30281,15,14.077037322910352,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1064,,,,30276,20,14.850279939902192,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1065,,,,30266,30,14.88541039856979,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1066,,,,30256,40,0.06960162578969416,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1067,,,,30246,50,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1068,,,,30236,60,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1069,,,,30226,70,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1070,,,,30295,1,0.3202353533000763,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1071,,,,30291,5,1.5988430592520644,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1072,,,,30286,10,3.1849821802652722,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1073,,,,30281,15,4.732330917106182,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1074,,,,30276,20,6.1976011262813815,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1075,,,,30266,30,8.768268465815263,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1076,,,,30256,40,6.135052264793067,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1077,,,,30246,50,3.8615061718616155,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1078,,,,30236,60,2.460054560920959,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1079,,,,30226,70,2.0466941949781643,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,,,,,
1080,,,,30295,1,0.7823674313046262,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1081,,,,30291,5,3.9107880128738857,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1082,,,,30286,10,7.792591408137886,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1083,,,,30281,15,11.322003763168924,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1084,,,,30276,20,13.628140133683946,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1085,,,,30266,30,14.825238640181446,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1086,,,,30256,40,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1087,,,,30246,50,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1088,,,,30236,60,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1089,,,,30226,70,0.011342540208705662,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,,,,,
1090,,,,30295,1,0.487399452954679,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1091,,,,30291,5,2.4312452124811346,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1092,,,,30286,10,4.837984532478833,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1093,,,,30281,15,7.119310123323772,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1094,,,,30276,20,9.10801185175159,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1095,,,,30266,30,11.965231581635132,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1096,,,,30256,40,5.469084536960508,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1097,,,,30246,50,2.3844295145257672,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1098,,,,30236,60,1.0820707559734442,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1099,,,,30226,70,0.8062078658204537,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,,,,,
1100,,,,30295,1,0.5235068752983036,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1101,,,,30291,5,2.614568503890227,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1102,,,,30286,10,5.207099164672604,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1103,,,,30281,15,7.679676049738743,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1104,,,,30276,20,9.827293881518672,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1105,,,,30266,30,12.75473613986051,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1106,,,,30256,40,4.9426715358597395,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1107,,,,30246,50,1.7175742578120254,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1108,,,,30236,60,0.6011654512351,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1109,,,,30226,70,0.4051284083448804,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,,,,,
1110,,,,30295,1,0.5029501760887697,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1111,,,,30291,5,2.5128406680404036,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1112,,,,30286,10,5.006414849944445,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1113,,,,30281,15,7.3830234144837155,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1114,,,,30276,20,9.476208716924186,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1115,,,,30266,30,12.437413904984465,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1116,,,,30256,40,5.1568629578916205,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1117,,,,30246,50,1.9251394203741132,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1118,,,,30236,60,0.7546041653344805,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1119,,,,30226,70,0.5373727201540087,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,,,,,
1120,,,,30295,1,0.4313200869501893,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1121,,,,30291,5,2.155104186781276,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1122,,,,30286,10,4.298939460096331,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1123,,,,30281,15,6.377742161424262,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1124,,,,30276,20,8.305693377576208,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1125,,,,30266,30,11.377984152477271,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1126,,,,30256,40,5.872813950157149,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1127,,,,30246,50,2.5427883042714656,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1128,,,,30236,60,1.1138769453170416,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1129,,,,30226,70,0.7948697646888723,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,,,,,
1130,,,,30295,1,0.650622452065587,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1131,,,,30291,5,3.252374871638697,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1132,,,,30286,10,6.484734403833573,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1133,,,,30281,15,9.518497003664262,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1134,,,,30276,20,11.934761501788882,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1135,,,,30266,30,14.302628482558838,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1136,,,,30256,40,3.1301856186867827,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1137,,,,30246,50,0.559494733335368,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1138,,,,30236,60,0.1382793448597693,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1139,,,,30226,70,0.09104769691425141,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,,,,,
1140,,,,30295,1,0.5075892156622158,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1141,,,,30291,5,2.536253845645394,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1142,,,,30286,10,5.053707359408602,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1143,,,,30281,15,7.458072659927028,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1144,,,,30276,20,9.594324590672837,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1145,,,,30266,30,12.541565335816898,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1146,,,,30256,40,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1147,,,,30246,50,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1148,,,,30236,60,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1149,,,,30226,70,0.5741547062850906,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,,,,,
1150,,Category,Feature,30295,1,0.005048056322777532,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1151,,Category,Feature,30291,5,0.023779541327841103,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1152,,Category,Feature,30286,10,0.046024932230801535,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1153,,Category,Feature,30281,15,0.06827293368752961,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1154,,Category,Feature,30276,20,0.09052353827901351,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1155,,Category,Feature,30266,30,0.13503252700600696,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1156,,Category,Feature,30256,40,0.1681393066194255,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1157,,Category,Feature,30246,50,0.19372182519419537,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1158,,Category,Feature,30236,60,0.2167200285683872,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1159,,Category,Feature,30226,70,0.22546304957484653,,,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1160,,,,30295,1,0.005786604496573217,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1161,,,,30291,5,0.02813904083158734,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1162,,,,30286,10,0.056076388358298375,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1163,,,,30281,15,0.08343731075313006,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1164,,,,30276,20,0.10950330930113114,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1165,,,,30266,30,0.16164112219756677,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1166,,,,30256,40,0.19842758390635828,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1167,,,,30246,50,0.22664921322154494,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1168,,,,30236,60,0.2529982437918751,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1169,,,,30226,70,0.2630039162486862,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1170,,,,30295,1,0.6103150762839779,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1171,,,,30291,5,3.0491701301261704,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1172,,,,30286,10,6.071942835553963,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1173,,,,30281,15,8.90542192774117,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1174,,,,30276,20,11.211518210589022,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1175,,,,30266,30,13.8207155358669,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1176,,,,30256,40,3.9022449066983373,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1177,,,,30246,50,0.9917044312127355,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1178,,,,30236,60,0.26888946147253723,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1179,,,,30226,70,0.17381529727813155,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,,,,,
1180,,,,30295,1,0.044536807851532995,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1181,,,,30291,5,0.20536771336331625,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1182,,,,30286,10,0.3915319003973342,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1183,,,,30281,15,0.5696882162122824,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1184,,,,30276,20,0.7385558952357967,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1185,,,,30266,30,1.0641065479748932,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1186,,,,30256,40,1.154290157725776,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1187,,,,30246,50,1.2053404223198756,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1188,,,,30236,60,1.2380810485183606,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1189,,,,30226,70,1.2470793027917308,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,,,,,
1190,,,,30295,1,0.003909362279485443,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1191,,,,30291,5,0.018570092076036625,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1192,,,,30286,10,0.03689115273920567,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1193,,,,30281,15,0.05456098780384454,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1194,,,,30276,20,0.07087647606498554,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1195,,,,30266,30,0.10351614354221726,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1196,,,,30256,40,0.12598337271749904,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1197,,,,30246,50,0.14371862290998944,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1198,,,,30236,60,0.16081358812247717,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1199,,,,30226,70,0.16735465079952047,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,,,,,
1200,,,,30295,1,0.07010749075404361,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1201,,,,30291,5,0.3059145526123197,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1202,,,,30286,10,0.5679544369540219,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1203,,,,30281,15,0.8059127183253124,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1204,,,,30276,20,1.030207746431875,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1205,,,,30266,30,1.4441589943574715,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1206,,,,30256,40,1.4640779333040834,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1207,,,,30246,50,1.4964496314009643,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1208,,,,30236,60,1.5324703959048234,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1209,,,,30226,70,1.547809067856877,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,,,,,
1210,,,,30295,1,0.023853487917178704,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1211,,,,30291,5,0.09791941149159789,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1212,,,,30286,10,0.1735499657859703,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1213,,,,30281,15,0.23950492065129572,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1214,,,,30276,20,0.2995482009708665,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1215,,,,30266,30,0.4138675898046023,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1216,,,,30256,40,0.4430709150332087,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1217,,,,30246,50,0.47763500866059794,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1218,,,,30236,60,0.5090041927545794,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1219,,,,30226,70,0.5196291703731636,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,,,,,
1220,,,,30295,1,0.4313200869501893,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1221,,,,30291,5,2.155104186781276,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1222,,,,30286,10,4.298939460096331,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1223,,,,30281,15,6.377742161424262,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1224,,,,30276,20,8.305693377576208,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1225,,,,30266,30,11.377984152477271,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1226,,,,30256,40,5.872813950157149,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1227,,,,30246,50,2.5427883042714656,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1228,,,,30236,60,1.1138769453170416,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1229,,,,30226,70,0.7948697646888723,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,,,,,
1230,,,,30295,1,0.02698591951260936,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1231,,,,30291,5,0.10676992129809562,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1232,,,,30286,10,0.18577262512122444,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1233,,,,30281,15,0.253855734116699,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1234,,,,30276,20,0.3167376568516,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1235,,,,30266,30,0.4358590996779764,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1236,,,,30256,40,0.4621512165138948,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1237,,,,30246,50,0.49553564972299824,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1238,,,,30236,60,0.5273230679629647,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1239,,,,30226,70,0.5379939561554478,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,,,,,
1240,,,,30295,1,0.010315128787835604,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1241,,,,30291,5,0.05157012237782693,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1242,,,,30286,10,0.10185222779732124,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1243,,,,30281,15,0.15046610524007667,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1244,,,,30276,20,0.1979016656002,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1245,,,,30266,30,0.2902226072844188,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1246,,,,30256,40,0.3400902198476856,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1247,,,,30246,50,0.37003634257881335,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1248,,,,30236,60,0.3981699930773487,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1249,,,,30226,70,0.41023144068163836,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,,,,,
1250,,,,30295,1,0.014847641392646315,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
1251,,,,30291,5,0.07212769477246783,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
1252,,,,30286,10,0.1411887226147165,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
1253,,,,30281,15,0.20976573875342297,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
1254,,,,30276,20,0.2773871460233201,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
1255,,,,30266,30,0.4063896836751795,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
1256,,,,30256,40,0.4756715861246411,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
1257,,,,30246,50,0.5163560868741945,Category,,,,,,,,,,Feature,,,,,,,Subject,,,,,,,,,,
