,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.10730213006165013
1,NARRATOR,Other,Unknown,3,0.29932019974903523
2,NARRATOR,Other,Unknown,5,0.4812396971388396
3,NARRATOR,Other,Unknown,7,0.6580840825219003
4,NARRATOR,Other,Unknown,9,0.8297590955315348
5,NARRATOR,Other,Unknown,16,1.4012563673247946
6,NARRATOR,Other,Unknown,21,1.7876908373721194
7,NARRATOR,Other,Unknown,26,2.15940782079028
8,NARRATOR,Other,Unknown,31,2.522018533795527
9,NARRATOR,Response,Anger,1,0.03723794091883657
10,NARRATOR,Response,Anger,3,0.11057421394439118
11,NARRATOR,Response,Anger,5,0.1824268333846769
12,NARRATOR,Response,Anger,7,0.253235273638703
13,NARRATOR,Response,Anger,9,0.322530981761768
14,NARRATOR,Response,Anger,16,0.5582316745336791
15,NARRATOR,Response,Anger,21,0.7223392990906536
16,NARRATOR,Response,Anger,26,0.8832943881700583
17,NARRATOR,Response,Anger,31,1.04131013592188
18,NARRATOR,Response,Anticipation,1,0.05972550284858222
19,NARRATOR,Response,Anticipation,3,0.1757307413671207
20,NARRATOR,Response,Anticipation,5,0.29042009437675065
21,NARRATOR,Response,Anticipation,7,0.40319769720906545
22,NARRATOR,Response,Anticipation,9,0.5144743519614783
23,NARRATOR,Response,Anticipation,16,0.8915041308779755
24,NARRATOR,Response,Anticipation,21,1.1512241854486
25,NARRATOR,Response,Anticipation,26,1.4019921947278136
26,NARRATOR,Response,Anticipation,31,1.6445664075189592
27,NARRATOR,Response,Arousal,1,0.17019785296379325
28,NARRATOR,Response,Arousal,3,0.48939388642618664
29,NARRATOR,Response,Arousal,5,0.7944777502718646
30,NARRATOR,Response,Arousal,7,1.0898068392643638
31,NARRATOR,Response,Arousal,9,1.3763213727651615
32,NARRATOR,Response,Arousal,16,2.292047670438564
33,NARRATOR,Response,Arousal,21,2.858998559880119
34,NARRATOR,Response,Arousal,26,3.358361232645822
35,NARRATOR,Response,Arousal,31,3.8009376334067775
36,NARRATOR,Response,Disgust,1,0.02586654019819775
37,NARRATOR,Response,Disgust,3,0.07625835144886091
38,NARRATOR,Response,Disgust,5,0.12608510260579459
39,NARRATOR,Response,Disgust,7,0.1754093406209888
40,NARRATOR,Response,Disgust,9,0.22437603794992572
41,NARRATOR,Response,Disgust,16,0.39349636796512416
42,NARRATOR,Response,Disgust,21,0.5098209547501461
43,NARRATOR,Response,Disgust,26,0.6241614389492526
44,NARRATOR,Response,Disgust,31,0.7377474611628532
45,NARRATOR,Response,Dominance,1,0.27419794953206766
46,NARRATOR,Response,Dominance,3,0.7660779774757644
47,NARRATOR,Response,Dominance,5,1.2247581271334214
48,NARRATOR,Response,Dominance,7,1.6659601808301174
49,NARRATOR,Response,Dominance,9,2.089596491847724
50,NARRATOR,Response,Dominance,16,3.34461184861358
51,NARRATOR,Response,Dominance,21,4.017469601860617
52,NARRATOR,Response,Dominance,26,4.566443477240167
53,NARRATOR,Response,Dominance,31,5.0400509789196475
54,NARRATOR,Response,Fear,1,0.043886535183302336
55,NARRATOR,Response,Fear,3,0.1297983875210231
56,NARRATOR,Response,Fear,5,0.21333238311363784
57,NARRATOR,Response,Fear,7,0.2954262338549334
58,NARRATOR,Response,Fear,9,0.37632178879015327
59,NARRATOR,Response,Fear,16,0.652409159678119
60,NARRATOR,Response,Fear,21,0.8436686565848389
61,NARRATOR,Response,Fear,26,1.0311147040995896
62,NARRATOR,Response,Fear,31,1.2136905147262376
63,NARRATOR,Response,Joy,1,0.05140543134684967
64,NARRATOR,Response,Joy,3,0.1495449728428086
65,NARRATOR,Response,Joy,5,0.2459626513251317
66,NARRATOR,Response,Joy,7,0.340892043241733
