,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,colonel brandon,edward,elinor,lucy,mrs. dashwood,mrs. jennings,sir john
1154,,Category,Feature,21559,20,3.3279391914737158,,,,,,,,,,,,,,,,,,Subject,,,
1155,,Category,Feature,21549,30,4.559165584164745,,,,,,,,,,,,,,,,,,Subject,,,
1156,,Category,Feature,21539,40,3.9719872945781796,,,,,,,,,,,,,,,,,,Subject,,,
1157,,Category,Feature,21529,50,3.5546037039016247,,,,,,,,,,,,,,,,,,Subject,,,
1158,,Category,Feature,21519,60,3.208259863721476,,,,,,,,,,,,,,,,,,Subject,,,
1159,,Category,Feature,21509,70,3.073362608944018,,,,,,,,,,,,,,,,,,Subject,,,
1160,,,,21578,1,0.007806563975009631,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1161,,,,21574,5,0.03719303126945369,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1162,,,,21569,10,0.07354410912024656,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1163,,,,21564,15,0.10882353711481775,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1164,,,,21559,20,0.14260051957546074,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1165,,,,21549,30,0.21016780096112445,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1166,,,,21539,40,0.25100537384038596,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1167,,,,21529,50,0.26840957142878863,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1168,,,,21519,60,0.28251836327016083,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1169,,,,21509,70,0.28748992115532696,Category,Feature,,,,,,,,,,,,,,,,Subject,,,
1170,,,,21578,1,0.019073927632328364,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1171,,,,21574,5,0.0907085621283286,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1172,,,,21569,10,0.17740065672478483,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1173,,,,21564,15,0.2578939126887919,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1174,,,,21559,20,0.3350456770605082,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1175,,,,21549,30,0.477733917695942,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1176,,,,21539,40,0.5249103268450204,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1177,,,,21529,50,0.5414212710338772,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1178,,,,21519,60,0.5569582375356372,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1179,,,,21509,70,0.5633533903251704,Category,,Feature,,,,,,,,,,,,,,,Subject,,,
1180,,,,21578,1,0.03861116718827015,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1181,,,,21574,5,0.1788201393040462,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1182,,,,21569,10,0.33474385975263643,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1183,,,,21564,15,0.47036566141289327,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1184,,,,21559,20,0.5898029545592373,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1185,,,,21549,30,0.7951813584811458,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1186,,,,21539,40,0.7602895559163291,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1187,,,,21529,50,0.7325102088209463,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1188,,,,21519,60,0.7208431333841352,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1189,,,,21509,70,0.7186019073529859,Category,,,Feature,,,,,,,,,,,,,,Subject,,,
1190,,,,21578,1,0.005284441743944623,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1191,,,,21574,5,0.025473113135623716,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1192,,,,21569,10,0.05028948966172999,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1193,,,,21564,15,0.07511114683607995,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1194,,,,21559,20,0.09993807511515725,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1195,,,,21549,30,0.14960770649034502,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1196,,,,21539,40,0.18443123876414946,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1197,,,,21529,50,0.20720794797668007,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1198,,,,21519,60,0.22705844543945247,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1199,,,,21509,70,0.23449629058317334,Category,,,,Feature,,,,,,,,,,,,,Subject,,,
1200,,,,21578,1,0.08784543009349771,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1201,,,,21574,5,0.4337912072169324,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1202,,,,21569,10,0.8602041138900539,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1203,,,,21564,15,1.2780619627430676,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1204,,,,21559,20,1.6865718685282063,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1205,,,,21549,30,2.46562685717018,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1206,,,,21539,40,2.5804666818613393,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1207,,,,21529,50,2.501469212184206,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1208,,,,21519,60,2.4191480906437763,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1209,,,,21509,70,2.375392137871229,Category,,,,,Feature,,,,,,,,,,,,Subject,,,
1210,,,,21578,1,0.008778892252376718,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1211,,,,21574,5,0.04294559684843935,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1212,,,,21569,10,0.08293022859238128,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1213,,,,21564,15,0.12116197766440485,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1214,,,,21559,20,0.15891404082861818,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1215,,,,21549,30,0.23442466950395108,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1216,,,,21539,40,0.2825146374444099,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1217,,,,21529,50,0.3184594152826944,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1218,,,,21519,60,0.3408144614208086,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1219,,,,21509,70,0.34808425777656615,Category,,,,,,Feature,,,,,,,,,,,Subject,,,
1220,,,,21578,1,0.016508366547442747,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1221,,,,21574,5,0.07490315926458221,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1222,,,,21569,10,0.14367998848936306,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1223,,,,21564,15,0.20970911145256152,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1224,,,,21559,20,0.27231639595163964,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1225,,,,21549,30,0.3914894735133588,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1226,,,,21539,40,0.4383391666193002,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1227,,,,21529,50,0.46215104397839557,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1228,,,,21519,60,0.4846945907710219,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1229,,,,21509,70,0.4948108701591589,Category,,,,,,,Feature,,,,,,,,,,Subject,,,
1230,,,,21578,1,0.36791627263616095,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1231,,,,21574,5,1.703243978603283,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1232,,,,21569,10,3.2391423091025247,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1233,,,,21564,15,4.54209152812002,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1234,,,,21559,20,5.523759050331746,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1235,,,,21549,30,6.9015584653838635,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1236,,,,21539,40,4.3240624737682225,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1237,,,,21529,50,3.4905448514435444,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1238,,,,21519,60,3.0506326535438277,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1239,,,,21509,70,2.909743686776658,Category,,,,,,,,Feature,,,,,,,,,Subject,,,
1240,,,,21578,1,0.010675105825835371,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1241,,,,21574,5,0.05254962023634885,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1242,,,,21569,10,0.10211147575860953,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1243,,,,21564,15,0.14909332534798583,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1244,,,,21559,20,0.19227908624189255,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1245,,,,21549,30,0.2772233682221217,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1246,,,,21539,40,0.3179124394184695,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1247,,,,21529,50,0.33142838933445146,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1248,,,,21519,60,0.331683344169813,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1249,,,,21509,70,0.3254120163713245,Category,,,,,,,,,Feature,,,,,,,,Subject,,,
1250,,,,21578,1,0.01949523117948726,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1251,,,,21574,5,0.09127597944415725,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1252,,,,21569,10,0.17602861546145582,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1253,,,,21564,15,0.25689577509129535,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1254,,,,21559,20,0.3338098955851634,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1255,,,,21549,30,0.47490045965409405,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1256,,,,21539,40,0.5167859382793902,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1257,,,,21529,50,0.5350923661146598,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1258,,,,21519,60,0.5467358707482934,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1259,,,,21509,70,0.5509560440232018,Category,,,,,,,,,,Feature,,,,,,,Subject,,,
1260,,,,21578,1,0.06572710228667837,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1261,,,,21574,5,0.28448235084304335,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1262,,,,21569,10,0.5090112975613545,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1263,,,,21564,15,0.6935075911303626,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1264,,,,21559,20,0.8484328519268718,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1265,,,,21549,30,1.1090376814606304,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1266,,,,21539,40,0.9620677630334907,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1267,,,,21529,50,0.8904628700766073,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1268,,,,21519,60,0.8582403342606659,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1269,,,,21509,70,0.857344775615235,Category,,,,,,,,,,,Feature,,,,,,Subject,,,
1270,,,,21578,1,0.37255387178474153,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1271,,,,21574,5,1.8571501928952248,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1272,,,,21569,10,3.693469405789378,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1273,,,,21564,15,5.45865476460773,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1274,,,,21559,20,7.081169503208351,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1275,,,,21549,30,9.753521210126046,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1276,,,,21539,40,6.039568097773146,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1277,,,,21529,50,3.5028332855396784,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1278,,,,21519,60,2.077293181378598,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1279,,,,21509,70,1.685314132872499,,Feature,,,,,,,,,,,Category,,,,,Subject,,,
1280,,,,21578,1,0.649232708804356,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1281,,,,21574,5,3.2455842714852325,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1282,,,,21569,10,6.461837665935975,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1283,,,,21564,15,9.422377792804557,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1284,,,,21559,20,11.68014060767428,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1285,,,,21549,30,13.833915066563586,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1286,,,,21539,40,3.152453831763466,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1287,,,,21529,50,0.6325232880098796,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1288,,,,21519,60,0.1471192277064991,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1289,,,,21509,70,0.08022938259074422,,,Feature,,,,,,,,,,Category,,,,,Subject,,,
1290,,,,21578,1,0.2554971949705433,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1291,,,,21574,5,1.2218559654414447,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1292,,,,21569,10,2.3661591197222256,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1293,,,,21564,15,3.4051068548758328,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1294,,,,21559,20,4.302343498409585,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1295,,,,21549,30,5.73906678100745,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1296,,,,21539,40,4.248039274662067,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1297,,,,21529,50,3.4711699529786517,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1298,,,,21519,60,3.0290489874046385,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1299,,,,21509,70,2.8916281343184367,,,,Feature,,,,,,,,,Category,,,,,Subject,,,
1300,,,,21578,1,0.3008092345001453,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1301,,,,21574,5,1.499912990027513,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1302,,,,21569,10,2.9850715378067374,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1303,,,,21564,15,4.42460269474047,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1304,,,,21559,20,5.780954710535097,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1305,,,,21549,30,8.150988177504043,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1306,,,,21539,40,5.94742824532465,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1307,,,,21529,50,4.010836229358873,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1308,,,,21519,60,2.679529221344968,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1309,,,,21509,70,2.285347246807395,,,,,Feature,,,,,,,,Category,,,,,Subject,,,
1310,,,,21578,1,0.0689485467552735,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1311,,,,21574,5,0.34188247607788924,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1312,,,,21569,10,0.6768126062137019,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1313,,,,21564,15,1.003899284957421,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1314,,,,21559,20,1.323002768557401,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1315,,,,21549,30,1.9360486333227833,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1316,,,,21539,40,2.117353673802229,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1317,,,,21529,50,2.1464991021737974,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1318,,,,21519,60,2.1373320510081095,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1319,,,,21509,70,2.1275942858636365,,,,,,Feature,,,,,,,Category,,,,,Subject,,,
1320,,,,21578,1,0.5803515495969471,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1321,,,,21574,5,2.9000902826588444,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1322,,,,21569,10,5.768948746497444,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1323,,,,21564,15,8.428164213939995,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1324,,,,21559,20,10.592163861564766,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1325,,,,21549,30,13.120469412393467,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1326,,,,21539,40,4.163301643312365,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1327,,,,21529,50,1.2581487818003907,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1328,,,,21519,60,0.36572351992986396,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1329,,,,21509,70,0.2144070774449436,,,,,,,Feature,,,,,,Category,,,,,Subject,,,
1330,,,,21578,1,0.5803515495969471,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1331,,,,21574,5,2.9000902826588444,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1332,,,,21569,10,5.768948746497444,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1333,,,,21564,15,8.428164213939995,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1334,,,,21559,20,10.592163861564766,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1335,,,,21549,30,13.120469412393467,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1336,,,,21539,40,4.163301643312365,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1337,,,,21529,50,1.2581487818003907,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1338,,,,21519,60,0.36572351992986396,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1339,,,,21509,70,0.2144070774449436,,,,,,,,Feature,,,,,Category,,,,,Subject,,,
1340,,,,21578,1,0.4614880620659364,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1341,,,,21574,5,2.30255345187203,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1342,,,,21569,10,4.573786151995147,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1343,,,,21564,15,6.710477980316735,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1344,,,,21559,20,8.591369051420282,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1345,,,,21549,30,11.36494001181261,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1346,,,,21539,40,5.497385189897236,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1347,,,,21529,50,2.5464391514429865,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1348,,,,21519,60,1.3430980795414762,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1349,,,,21509,70,1.0626506898403,,,,,,,,,Feature,,,,Category,,,,,Subject,,,
1350,,,,21578,1,0.37255387178474153,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1351,,,,21574,5,1.8571501928952248,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1352,,,,21569,10,3.693469405789378,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1353,,,,21564,15,5.45865476460773,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1354,,,,21559,20,7.081169503208351,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1355,,,,21549,30,9.753521210126046,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1356,,,,21539,40,6.039568097773146,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1357,,,,21529,50,3.5028332855396784,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1358,,,,21519,60,2.077293181378598,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1359,,,,21509,70,1.685314132872499,,,,,,,,,,Feature,,,Category,,,,,Subject,,,
1360,,,,21578,1,0.023622299568325136,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1361,,,,21574,5,0.11668204524683477,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1362,,,,21569,10,0.22894186554712248,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1363,,,,21564,15,0.33616578288854954,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1364,,,,21559,20,0.4374543708771727,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1365,,,,21549,30,0.6344083253193371,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1366,,,,21539,40,0.7134220294498901,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1367,,,,21529,50,0.7514415739655607,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1368,,,,21519,60,0.7781192892975136,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1369,,,,21509,70,0.7839563876537596,,,,,,,,,,,Feature,,Category,,,,,Subject,,,
1370,,,,21578,1,0.41874093515412675,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1371,,,,21574,5,2.0914975695641624,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1372,,,,21569,10,4.161273353111013,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1373,,,,21564,15,6.149767793297416,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1374,,,,21559,20,7.965935256304153,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1375,,,,21549,30,10.78269756375659,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1376,,,,21539,40,0.0,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1377,,,,21529,50,0.0,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1378,,,,21519,60,0.0,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1379,,,,21509,70,1.0305761718513669,,,,,,,,,,,,Feature,Category,,,,,Subject,,,
1380,,Category,Feature,21578,1,0.4188999963170874,,,,,,,,,,,,,,,,,,,Subject,,
1381,,Category,Feature,21574,5,2.092311915890047,,,,,,,,,,,,,,,,,,,Subject,,
1382,,Category,Feature,21569,10,4.16293698934264,,,,,,,,,,,,,,,,,,,Subject,,
1383,,Category,Feature,21564,15,6.152429573387793,,,,,,,,,,,,,,,,,,,Subject,,
1384,,Category,Feature,21559,20,7.9698858130061545,,,,,,,,,,,,,,,,,,,Subject,,
1385,,Category,Feature,21549,30,10.788609602659504,,,,,,,,,,,,,,,,,,,Subject,,
1386,,Category,Feature,21539,40,0.0,,,,,,,,,,,,,,,,,,,Subject,,
1387,,Category,Feature,21529,50,0.0,,,,,,,,,,,,,,,,,,,Subject,,
1388,,Category,Feature,21519,60,0.0,,,,,,,,,,,,,,,,,,,Subject,,
1389,,Category,Feature,21509,70,1.0305761718513669,,,,,,,,,,,,,,,,,,,Subject,,
1390,,,,21578,1,0.6736440159548401,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1391,,,,21574,5,3.3677036089269046,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1392,,,,21569,10,6.703262397464937,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1393,,,,21564,15,9.744735292110128,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1394,,,,21559,20,12.040448044642877,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1395,,,,21549,30,14.02226319314986,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1396,,,,21539,40,2.792828453542729,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1397,,,,21529,50,0.4752737750166491,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1398,,,,21519,60,0.09490624252593854,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1399,,,,21509,70,0.05079172265136847,Category,Feature,,,,,,,,,,,,,,,,,Subject,,
1400,,,,21578,1,0.014314902304568056,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1401,,,,21574,5,0.06716506127081932,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1402,,,,21569,10,0.1292532958988904,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1403,,,,21564,15,0.18687501024734005,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1404,,,,21559,20,0.23718726135457371,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1405,,,,21549,30,0.330586001608195,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1406,,,,21539,40,0.3638695525496533,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1407,,,,21529,50,0.38661607421717326,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1408,,,,21519,60,0.4155445395696878,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1409,,,,21509,70,0.4264415018352754,Category,,Feature,,,,,,,,,,,,,,,,Subject,,
1410,,,,21578,1,0.2554971949705433,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1411,,,,21574,5,1.2218559654414447,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1412,,,,21569,10,2.3661591197222256,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1413,,,,21564,15,3.4051068548758328,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1414,,,,21559,20,4.302343498409585,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1415,,,,21549,30,5.73906678100745,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1416,,,,21539,40,4.248039274662067,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1417,,,,21529,50,3.4711699529786517,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1418,,,,21519,60,3.0290489874046385,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1419,,,,21509,70,2.8916281343184367,Category,,,Feature,,,,,,,,,,,,,,,Subject,,
1420,,,,21578,1,0.010675105825835371,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1421,,,,21574,5,0.05254962023634885,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1422,,,,21569,10,0.10211147575860953,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1423,,,,21564,15,0.14909332534798583,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1424,,,,21559,20,0.19227908624189255,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1425,,,,21549,30,0.2772233682221217,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1426,,,,21539,40,0.3179124394184695,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1427,,,,21529,50,0.33142838933445146,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1428,,,,21519,60,0.331683344169813,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1429,,,,21509,70,0.3254120163713245,Category,,,,Feature,,,,,,,,,,,,,,Subject,,
1430,,,,21578,1,0.06572710228667837,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1431,,,,21574,5,0.28448235084304335,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1432,,,,21569,10,0.5090112975613545,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1433,,,,21564,15,0.6935075911303626,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1434,,,,21559,20,0.8484328519268718,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1435,,,,21549,30,1.1090376814606304,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1436,,,,21539,40,0.9620677630334907,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1437,,,,21529,50,0.8904628700766073,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
1438,,,,21519,60,0.8582403342606659,Category,,,,,Feature,,,,,,,,,,,,,Subject,,
