,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.2933489585934678
1,NARRATOR,Other,Unknown,3,0.8246504400447114
2,NARRATOR,Other,Unknown,5,1.331144226924016
3,NARRATOR,Other,Unknown,7,1.8293723456059967
4,NARRATOR,Other,Unknown,9,2.3153464262656063
5,NARRATOR,Other,Unknown,16,3.8382845726126726
6,NARRATOR,Other,Unknown,21,4.780115030223698
7,NARRATOR,Other,Unknown,26,5.626993170862044
8,NARRATOR,Other,Unknown,31,6.390815040599276
9,NARRATOR,Response,Anger,1,0.0039037982938108437
10,NARRATOR,Response,Anger,3,0.011711787177298599
11,NARRATOR,Response,Anger,5,0.019520298861514136
12,NARRATOR,Response,Anger,7,0.026891371857383987
13,NARRATOR,Response,Anger,9,0.0338250098287723
14,NARRATOR,Response,Anger,16,0.058096893770531385
15,NARRATOR,Response,Anger,21,0.0754379038481547
16,NARRATOR,Response,Anger,26,0.09278220238146503
17,NARRATOR,Response,Anger,31,0.11012978643153522
18,NARRATOR,Response,Anticipation,1,0.010300695864095934
19,NARRATOR,Response,Anticipation,3,0.030115778569075356
20,NARRATOR,Response,Anticipation,5,0.0499198603518056
21,NARRATOR,Response,Anticipation,7,0.0693159158048214
22,NARRATOR,Response,Anticipation,9,0.08711677834861682
23,NARRATOR,Response,Anticipation,16,0.14887407540745487
24,NARRATOR,Response,Anticipation,21,0.1919669557535977
25,NARRATOR,Response,Anticipation,26,0.23462784524526378
26,NARRATOR,Response,Anticipation,31,0.27722611878044895
27,NARRATOR,Response,Arousal,1,0.0340774263702258
28,NARRATOR,Response,Arousal,3,0.09519246126710651
29,NARRATOR,Response,Arousal,5,0.14996659794624667
30,NARRATOR,Response,Arousal,7,0.2017526779392554
31,NARRATOR,Response,Arousal,9,0.25001794542360023
32,NARRATOR,Response,Arousal,16,0.40345134919447184
33,NARRATOR,Response,Arousal,21,0.5050336000455404
34,NARRATOR,Response,Arousal,26,0.6043336394780799
35,NARRATOR,Response,Arousal,31,0.7016513836081109
36,NARRATOR,Response,Disgust,1,0.002100216956946487
37,NARRATOR,Response,Disgust,3,0.006300975278702672
38,NARRATOR,Response,Disgust,5,0.010502166163636344
39,NARRATOR,Response,Disgust,7,0.0147037896349372
40,NARRATOR,Response,Disgust,9,0.018905845715747188
41,NARRATOR,Response,Disgust,16,0.033616449131457046
42,NARRATOR,Response,Disgust,21,0.04412726829021926
43,NARRATOR,Response,Disgust,26,0.0546407922623527
44,NARRATOR,Response,Disgust,31,0.06515702140287427
45,NARRATOR,Response,Dominance,1,0.04937964045009964
46,NARRATOR,Response,Dominance,3,0.13173049739641995
47,NARRATOR,Response,Dominance,5,0.20351498506395113
48,NARRATOR,Response,Dominance,7,0.27060206092579037
49,NARRATOR,Response,Dominance,9,0.3325227647802093
50,NARRATOR,Response,Dominance,16,0.5247079351099468
51,NARRATOR,Response,Dominance,21,0.650131692984565
52,NARRATOR,Response,Dominance,26,0.7713631251365146
53,NARRATOR,Response,Dominance,31,0.8875776322243948
54,NARRATOR,Response,Fear,1,0.0039037982938108437
55,NARRATOR,Response,Fear,3,0.011435054725426849
56,NARRATOR,Response,Fear,5,0.01868247264482293
57,NARRATOR,Response,Fear,7,0.02547715558061727
58,NARRATOR,Response,Fear,9,0.03181780251455384
59,NARRATOR,Response,Fear,16,0.05398310136479643
60,NARRATOR,Response,Fear,21,0.06981963662538106
61,NARRATOR,Response,Fear,26,0.08565965293097018
62,NARRATOR,Response,Fear,31,0.10150314903243887
63,NARRATOR,Response,Joy,1,0.009923881487532187
64,NARRATOR,Response,Joy,3,0.02823309289000688
65,NARRATOR,Response,Joy,5,0.0459227287582038
66,NARRATOR,Response,Joy,7,0.06309779690940356
67,NARRATOR,Response,Joy,9,0.07859308863645387
68,NARRATOR,Response,Joy,16,0.1322360345569495
69,NARRATOR,Response,Joy,21,0.16887083467665098
70,NARRATOR,Response,Joy,26,0.20340251829643932
71,NARRATOR,Response,Joy,31,0.23707259529093663
