,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.2246745732303004
1,NARRATOR,Other,Unknown,3,0.620004385689591
2,NARRATOR,Other,Unknown,5,0.9986655720418589
3,NARRATOR,Other,Unknown,7,1.3713975521963646
4,NARRATOR,Other,Unknown,9,1.7334714177407813
5,NARRATOR,Other,Unknown,16,2.8849542867885574
6,NARRATOR,Other,Unknown,21,3.601331507273862
7,NARRATOR,Other,Unknown,26,4.258932030177512
8,NARRATOR,Other,Unknown,31,4.879773385779276
9,NARRATOR,Response,Anger,1,0.015921481435057058
10,NARRATOR,Response,Anger,3,0.04755249440432751
11,NARRATOR,Response,Anger,5,0.07896171861993542
12,NARRATOR,Response,Anger,7,0.11035935981180199
13,NARRATOR,Response,Anger,9,0.14153029626852762
14,NARRATOR,Response,Anger,16,0.24974548796445623
15,NARRATOR,Response,Anger,21,0.325166223438717
16,NARRATOR,Response,Anger,26,0.39865710500543183
17,NARRATOR,Response,Anger,31,0.4717884885063431
18,NARRATOR,Response,Anticipation,1,0.026674899217216965
19,NARRATOR,Response,Anticipation,3,0.07740178508370611
20,NARRATOR,Response,Anticipation,5,0.12738597757002587
21,NARRATOR,Response,Anticipation,7,0.17612279641226958
22,NARRATOR,Response,Anticipation,9,0.2233564897092458
23,NARRATOR,Response,Anticipation,16,0.385153381779855
24,NARRATOR,Response,Anticipation,21,0.49781639639592407
25,NARRATOR,Response,Anticipation,26,0.6079050726213997
26,NARRATOR,Response,Anticipation,31,0.7153499102053048
27,NARRATOR,Response,Arousal,1,0.09495617651216012
28,NARRATOR,Response,Arousal,3,0.2720020011147947
29,NARRATOR,Response,Arousal,5,0.44106506037520893
30,NARRATOR,Response,Arousal,7,0.6025219360067214
31,NARRATOR,Response,Arousal,9,0.7577169770531951
32,NARRATOR,Response,Arousal,16,1.2516274254520725
33,NARRATOR,Response,Arousal,21,1.563865894924172
34,NARRATOR,Response,Arousal,26,1.8534128034208823
35,NARRATOR,Response,Arousal,31,2.120680879288155
36,NARRATOR,Response,Disgust,1,0.0137713436669323
37,NARRATOR,Response,Disgust,3,0.04131005559601167
38,NARRATOR,Response,Disgust,5,0.06860255197781062
39,NARRATOR,Response,Disgust,7,0.09564108601911608
40,NARRATOR,Response,Disgust,9,0.12267006410691007
41,NARRATOR,Response,Disgust,16,0.21604817799161177
42,NARRATOR,Response,Disgust,21,0.2820626271126476
43,NARRATOR,Response,Disgust,26,0.34608652411192115
44,NARRATOR,Response,Disgust,31,0.40956165889593327
45,NARRATOR,Response,Dominance,1,0.15047240338332407
46,NARRATOR,Response,Dominance,3,0.42296199883821445
47,NARRATOR,Response,Dominance,5,0.6771215479248864
48,NARRATOR,Response,Dominance,7,0.915140884324226
49,NARRATOR,Response,Dominance,9,1.1407052119477736
50,NARRATOR,Response,Dominance,16,1.8114212614587921
51,NARRATOR,Response,Dominance,21,2.195686709789817
52,NARRATOR,Response,Dominance,26,2.5285358588810913
53,NARRATOR,Response,Dominance,31,2.832459036225857
54,NARRATOR,Response,Fear,1,0.016274734842551174
55,NARRATOR,Response,Fear,3,0.0488175707939273
56,NARRATOR,Response,Fear,5,0.08115311905732588
57,NARRATOR,Response,Fear,7,0.11327532014543681
58,NARRATOR,Response,Fear,9,0.1451764820300061
59,NARRATOR,Response,Fear,16,0.25650857208888495
60,NARRATOR,Response,Fear,21,0.33507110568222676
61,NARRATOR,Response,Fear,26,0.41283100261289724
62,NARRATOR,Response,Fear,31,0.48988508527910996
63,NARRATOR,Response,Joy,1,0.021426572037626837
64,NARRATOR,Response,Joy,3,0.062453350597172476
65,NARRATOR,Response,Joy,5,0.10298764533410862
66,NARRATOR,Response,Joy,7,0.14332060092422058
67,NARRATOR,Response,Joy,9,0.18328867341428293
68,NARRATOR,Response,Joy,16,0.32218362988182697
69,NARRATOR,Response,Joy,21,0.4204771307267321
70,NARRATOR,Response,Joy,26,0.5181447113499892
71,NARRATOR,Response,Joy,31,0.6126975780866754
72,NARRATOR,Response,Sadness,1,0.01732647389348374
73,NARRATOR,Response,Sadness,3,0.051787366362027076
74,NARRATOR,Response,Sadness,5,0.08570059001208401
75,NARRATOR,Response,Sadness,7,0.11959416029687268
76,NARRATOR,Response,Sadness,9,0.1534733915354138
77,NARRATOR,Response,Sadness,16,0.26880353963134135
78,NARRATOR,Response,Sadness,21,0.35007333534785345
79,NARRATOR,Response,Sadness,26,0.4311402832026594
80,NARRATOR,Response,Sadness,31,0.5121243726763518
81,NARRATOR,Response,Surprise,1,0.016274734842551174
82,NARRATOR,Response,Surprise,3,0.048258377800113286
83,NARRATOR,Response,Surprise,5,0.07954485299143962
84,NARRATOR,Response,Surprise,7,0.11071360188541722
85,NARRATOR,Response,Surprise,9,0.1418726108372977
86,NARRATOR,Response,Surprise,16,0.24847582183745137
87,NARRATOR,Response,Surprise,21,0.32387101175804217
88,NARRATOR,Response,Surprise,26,0.39922344029006
89,NARRATOR,Response,Surprise,31,0.47405167374156626
90,NARRATOR,Response,Trust,1,0.031725373715917146
91,NARRATOR,Response,Trust,3,0.09333458957164453
92,NARRATOR,Response,Trust,5,0.15353677198549365
93,NARRATOR,Response,Trust,7,0.2121908800522198
94,NARRATOR,Response,Trust,9,0.2704579642141087
95,NARRATOR,Response,Trust,16,0.46776928105402066
96,NARRATOR,Response,Trust,21,0.6045766391993138
97,NARRATOR,Response,Trust,26,0.7377617518532102
98,NARRATOR,Response,Trust,31,0.8669842381137556
