,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.2995969457989496
1,NARRATOR,Other,Unknown,3,0.8615898801456845
2,NARRATOR,Other,Unknown,5,1.4078576428823357
3,NARRATOR,Other,Unknown,7,1.940154234062524
4,NARRATOR,Other,Unknown,9,2.4529956453220683
5,NARRATOR,Other,Unknown,16,4.081084994407446
6,NARRATOR,Other,Unknown,21,5.085487788299689
7,NARRATOR,Other,Unknown,26,5.951312140913663
8,NARRATOR,Other,Unknown,31,6.693513835261625
9,NARRATOR,Response,Anger,1,0.009298292338233616
10,NARRATOR,Response,Anger,3,0.027897003813744884
11,NARRATOR,Response,Anger,5,0.04649854561045961
12,NARRATOR,Response,Anger,7,0.06510291120521014
13,NARRATOR,Response,Anger,9,0.08371009404020785
14,NARRATOR,Response,Anger,16,0.14885732423253878
15,NARRATOR,Response,Anger,21,0.19541198144813893
16,NARRATOR,Response,Anger,26,0.2419839532520552
17,NARRATOR,Response,Anger,31,0.288573132312441
18,NARRATOR,Response,Anticipation,1,0.017012305156712752
19,NARRATOR,Response,Anticipation,3,0.048997772301427864
20,NARRATOR,Response,Anticipation,5,0.08094223555593139
21,NARRATOR,Response,Anticipation,7,0.1128865880933994
22,NARRATOR,Response,Anticipation,9,0.14483079138822552
23,NARRATOR,Response,Anticipation,16,0.2566337652436332
24,NARRATOR,Response,Anticipation,21,0.3364906863016436
25,NARRATOR,Response,Anticipation,26,0.41450307170044487
26,NARRATOR,Response,Anticipation,31,0.4920018489611192
27,NARRATOR,Response,Arousal,1,0.07210465631686183
28,NARRATOR,Response,Arousal,3,0.20549501334620887
29,NARRATOR,Response,Arousal,5,0.33567101806705707
30,NARRATOR,Response,Arousal,7,0.4578311054218914
31,NARRATOR,Response,Arousal,9,0.5761057560947901
32,NARRATOR,Response,Arousal,16,0.9707042046324126
33,NARRATOR,Response,Arousal,21,1.2317470243838047
34,NARRATOR,Response,Arousal,26,1.4798728706142692
35,NARRATOR,Response,Arousal,31,1.7193129808768264
36,NARRATOR,Response,Disgust,1,0.00390706582818898
37,NARRATOR,Response,Disgust,3,0.011722881617991832
38,NARRATOR,Response,Disgust,5,0.01954094344214128
39,NARRATOR,Response,Disgust,7,0.027361251927816865
40,NARRATOR,Response,Disgust,9,0.0351838077015588
41,NARRATOR,Response,Disgust,16,0.0625804593337287
42,NARRATOR,Response,Disgust,21,0.08216637039822575
43,NARRATOR,Response,Disgust,26,0.1017663543087674
44,NARRATOR,Response,Disgust,31,0.12138042076532618
45,NARRATOR,Response,Dominance,1,0.09549892500309781
46,NARRATOR,Response,Dominance,3,0.2713049095132353
47,NARRATOR,Response,Dominance,5,0.43810030858913906
48,NARRATOR,Response,Dominance,7,0.5987187238722582
49,NARRATOR,Response,Dominance,9,0.7535502856570773
50,NARRATOR,Response,Dominance,16,1.2613233915856792
51,NARRATOR,Response,Dominance,21,1.587586309323053
52,NARRATOR,Response,Dominance,26,1.89163508611439
53,NARRATOR,Response,Dominance,31,2.1836042413966763
54,NARRATOR,Response,Fear,1,0.008269505596987402
55,NARRATOR,Response,Fear,3,0.024171455052788483
56,NARRATOR,Response,Fear,5,0.039413427609319755
57,NARRATOR,Response,Fear,7,0.05463479230557226
58,NARRATOR,Response,Fear,9,0.06985945844974792
59,NARRATOR,Response,Fear,16,0.12317176115950157
60,NARRATOR,Response,Fear,21,0.1612766778542241
61,NARRATOR,Response,Fear,26,0.1994021433362797
62,NARRATOR,Response,Fear,31,0.23754812623013252
63,NARRATOR,Response,Joy,1,0.010309171870086653
64,NARRATOR,Response,Joy,3,0.029786561757082896
65,NARRATOR,Response,Joy,5,0.04924922931153093
66,NARRATOR,Response,Joy,7,0.06871506128038671
67,NARRATOR,Response,Joy,9,0.08818405130662753
68,NARRATOR,Response,Joy,16,0.15635029350534194
69,NARRATOR,Response,Joy,21,0.20506395028370536
70,NARRATOR,Response,Joy,26,0.2512870820379705
71,NARRATOR,Response,Joy,31,0.29685350883253525
72,NARRATOR,Response,Sadness,1,0.012284795211548018
73,NARRATOR,Response,Sadness,3,0.036855609880262166
74,NARRATOR,Response,Sadness,5,0.0614280414970005
75,NARRATOR,Response,Sadness,7,0.08600207151233155
76,NARRATOR,Response,Sadness,9,0.11057768126861592
77,NARRATOR,Response,Sadness,16,0.19660448393970734
78,NARRATOR,Response,Sadness,21,0.25806345570602773
79,NARRATOR,Response,Sadness,26,0.31953146491585804
80,NARRATOR,Response,Sadness,31,0.38100820470743046
81,NARRATOR,Response,Surprise,1,0.006147051787406077
82,NARRATOR,Response,Surprise,3,0.01844332112887128
83,NARRATOR,Response,Surprise,5,0.030742477578759766
84,NARRATOR,Response,Surprise,7,0.04304452043500455
85,NARRATOR,Response,Surprise,9,0.055349448989193945
86,NARRATOR,Response,Surprise,16,0.09843941342268092
87,NARRATOR,Response,Surprise,21,0.12923957949388745
88,NARRATOR,Response,Surprise,26,0.16005774904172582
89,NARRATOR,Response,Surprise,31,0.1908939101113293
90,NARRATOR,Response,Trust,1,0.008269505596987402
91,NARRATOR,Response,Trust,3,0.02350823027524232
92,NARRATOR,Response,Trust,5,0.0387263540118232
93,NARRATOR,Response,Trust,7,0.05394778139557094
94,NARRATOR,Response,Trust,9,0.06917251052904493
95,NARRATOR,Response,Trust,16,0.12248503609182916
96,NARRATOR,Response,Trust,21,0.1605901142607928
97,NARRATOR,Response,Trust,26,0.19871574314556673
98,NARRATOR,Response,Trust,31,0.23686189138598954
99,NARRATOR,Response,Valence,1,0.12146601466658721
100,NARRATOR,Response,Valence,3,0.33483501119889725
101,NARRATOR,Response,Valence,5,0.5345315342359932
102,NARRATOR,Response,Valence,7,0.7254547133426974
103,NARRATOR,Response,Valence,9,0.9070360652060755
104,NARRATOR,Response,Valence,16,1.4782028486928867
105,NARRATOR,Response,Valence,21,1.8314282152823131
106,NARRATOR,Response,Valence,26,2.1595473409219887
107,NARRATOR,Response,Valence,31,2.4760870588931656
