,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,ann,henry,mary
313,,,,4579,15,5.225204729761613,Category,,,,,,,,Feature,,,,,Subject,,
314,,,,4574,20,6.663921741229645,Category,,,,,,,,Feature,,,,,Subject,,
315,,,,4564,30,8.839312763015709,Category,,,,,,,,Feature,,,,,Subject,,
316,,,,4554,40,5.497771102001923,Category,,,,,,,,Feature,,,,,Subject,,
317,,,,4544,50,3.177032638007917,Category,,,,,,,,Feature,,,,,Subject,,
318,,,,4534,60,2.0399012302078967,Category,,,,,,,,Feature,,,,,Subject,,
319,,,,4524,70,1.6762935013850364,Category,,,,,,,,Feature,,,,,Subject,,
320,,,,4593,1,0.06911651493526302,Category,,,,,,,,,Feature,,,,Subject,,
321,,,,4589,5,0.33294993293032765,Category,,,,,,,,,Feature,,,,Subject,,
322,,,,4584,10,0.646248740629963,Category,,,,,,,,,Feature,,,,Subject,,
323,,,,4579,15,0.9337529795896407,Category,,,,,,,,,Feature,,,,Subject,,
324,,,,4574,20,1.1912838083830573,Category,,,,,,,,,Feature,,,,Subject,,
325,,,,4564,30,1.630637120310095,Category,,,,,,,,,Feature,,,,Subject,,
326,,,,4554,40,1.5985298290164915,Category,,,,,,,,,Feature,,,,Subject,,
327,,,,4544,50,1.5060251970391028,Category,,,,,,,,,Feature,,,,Subject,,
328,,,,4534,60,1.4797117496312537,Category,,,,,,,,,Feature,,,,Subject,,
329,,,,4524,70,1.4673733174042756,Category,,,,,,,,,Feature,,,,Subject,,
330,,,,6603,1,0.06423041549938165,Category,,,,,,,,,,Feature,,,Subject,,
331,,,,6599,5,0.29359675702818644,Category,,,,,,,,,,Feature,,,Subject,,
332,,,,6594,10,0.5491864266707525,Category,,,,,,,,,,Feature,,,Subject,,
333,,,,6589,15,0.7832775435752666,Category,,,,,,,,,,Feature,,,Subject,,
334,,,,6584,20,1.0090877057183074,Category,,,,,,,,,,Feature,,,Subject,,
335,,,,6574,30,1.4250376738508646,Category,,,,,,,,,,Feature,,,Subject,,
336,,,,6564,40,1.4889264651555012,Category,,,,,,,,,,Feature,,,Subject,,
337,,,,6554,50,1.5210816578826059,Category,,,,,,,,,,Feature,,,Subject,,
338,,,,6544,60,1.547050286842767,Category,,,,,,,,,,Feature,,,Subject,,
339,,,,6534,70,1.5547720171983532,Category,,,,,,,,,,Feature,,,Subject,,
340,,,,4593,1,0.029866545346139136,Category,,,,,,,,,,,Feature,,Subject,,
341,,,,4589,5,0.14930858889423,Category,,,,,,,,,,,Feature,,Subject,,
342,,,,4584,10,0.29648064132313795,Category,,,,,,,,,,,Feature,,Subject,,
343,,,,4579,15,0.44074084081358456,Category,,,,,,,,,,,Feature,,Subject,,
344,,,,4574,20,0.5811261334574119,Category,,,,,,,,,,,Feature,,Subject,,
345,,,,4564,30,0.8513495327280148,Category,,,,,,,,,,,Feature,,Subject,,
346,,,,4554,40,0.9466619649302183,Category,,,,,,,,,,,Feature,,Subject,,
347,,,,4544,50,0.9750670516020513,Category,,,,,,,,,,,Feature,,Subject,,
348,,,,4534,60,0.9936669336937246,Category,,,,,,,,,,,Feature,,Subject,,
349,,,,4524,70,1.0044176051889453,Category,,,,,,,,,,,Feature,,Subject,,
350,,,,4593,1,0.25344130371728113,,Feature,,,,,,,,,,,Category,Subject,,
351,,,,4589,5,1.2662238295065615,,Feature,,,,,,,,,,,Category,Subject,,
352,,,,4584,10,2.5123406090677607,,Feature,,,,,,,,,,,Category,Subject,,
353,,,,4579,15,3.717323307915667,,Feature,,,,,,,,,,,Category,Subject,,
354,,,,4574,20,4.8483614047715555,,Feature,,,,,,,,,,,Category,Subject,,
355,,,,4564,30,6.797539589849134,,Feature,,,,,,,,,,,Category,Subject,,
356,,,,4554,40,5.351532044438669,,Feature,,,,,,,,,,,Category,Subject,,
357,,,,4544,50,3.8135422745696763,,Feature,,,,,,,,,,,Category,Subject,,
358,,,,4534,60,2.7880635803682536,,Feature,,,,,,,,,,,Category,Subject,,
359,,,,4524,70,2.4856754862409045,,Feature,,,,,,,,,,,Category,Subject,,
360,,,,4593,1,0.3540221414296686,,,Feature,,,,,,,,,,Category,Subject,,
361,,,,4589,5,1.7665725395913972,,,Feature,,,,,,,,,,Category,Subject,,
362,,,,4584,10,3.492726646182161,,,Feature,,,,,,,,,,Category,Subject,,
363,,,,4579,15,5.117536752607152,,,Feature,,,,,,,,,,Category,Subject,,
364,,,,4574,20,6.552938252725481,,,Feature,,,,,,,,,,Category,Subject,,
365,,,,4564,30,8.760789706000734,,,Feature,,,,,,,,,,Category,Subject,,
366,,,,4554,40,5.555517698973443,,,Feature,,,,,,,,,,Category,Subject,,
367,,,,4544,50,3.2593962930808695,,,Feature,,,,,,,,,,Category,Subject,,
368,,,,4534,60,2.072010791027846,,,Feature,,,,,,,,,,Category,Subject,,
369,,,,4524,70,1.6965214235136077,,,Feature,,,,,,,,,,Category,Subject,,
370,,,,4593,1,0.8045674590295456,,,,Feature,,,,,,,,,Category,Subject,,
371,,,,4589,5,4.009403100728313,,,,Feature,,,,,,,,,Category,Subject,,
372,,,,4584,10,7.864886800626562,,,,Feature,,,,,,,,,Category,Subject,,
373,,,,4579,15,10.587978646527784,,,,Feature,,,,,,,,,Category,Subject,,
374,,,,4574,20,11.686323242122956,,,,Feature,,,,,,,,,Category,Subject,,
375,,,,4564,30,12.13255457541573,,,,Feature,,,,,,,,,Category,Subject,,
376,,,,4554,40,1.5640122859378467,,,,Feature,,,,,,,,,Category,Subject,,
377,,,,4544,50,0.2151911330269652,,,,Feature,,,,,,,,,Category,Subject,,
378,,,,4534,60,0.020978616283580536,,,,Feature,,,,,,,,,Category,Subject,,
379,,,,4524,70,0.0,,,,Feature,,,,,,,,,Category,Subject,,
380,,,,4593,1,0.1768467770084851,,,,,Feature,,,,,,,,Category,Subject,,
381,,,,4589,5,0.8807804436793267,,,,,Feature,,,,,,,,Category,Subject,,
382,,,,4584,10,1.7441827152943592,,,,,Feature,,,,,,,,Category,Subject,,
383,,,,4579,15,2.586434482149189,,,,,Feature,,,,,,,,Category,Subject,,
384,,,,4574,20,3.401616078940747,,,,,Feature,,,,,,,,Category,Subject,,
385,,,,4564,30,4.873949267161229,,,,,Feature,,,,,,,,Category,Subject,,
386,,,,4554,40,4.549073148535623,,,,,Feature,,,,,,,,Category,Subject,,
387,,,,4544,50,3.8108021642008243,,,,,Feature,,,,,,,,Category,Subject,,
388,,,,4534,60,3.1481981257201967,,,,,Feature,,,,,,,,Category,Subject,,
389,,,,4524,70,2.9415957425423347,,,,,Feature,,,,,,,,Category,Subject,,
390,,,,4593,1,0.9285967161038151,,,,,,Feature,,,,,,,Category,Subject,,
391,,,,4589,5,4.60044605090686,,,,,,Feature,,,,,,,Category,Subject,,
392,,,,4584,10,8.987399227051744,,,,,,Feature,,,,,,,Category,Subject,,
393,,,,4579,15,11.417829651123464,,,,,,Feature,,,,,,,Category,Subject,,
394,,,,4574,20,11.97600882526029,,,,,,Feature,,,,,,,Category,Subject,,
395,,,,4564,30,12.150824531153079,,,,,,Feature,,,,,,,Category,Subject,,
396,,,,4554,40,0.9487245957633673,,,,,,Feature,,,,,,,Category,Subject,,
397,,,,4544,50,0.10764120507326194,,,,,,Feature,,,,,,,Category,Subject,,
398,,,,4534,60,0.0,,,,,,Feature,,,,,,,Category,Subject,,
399,,,,4524,70,0.0,,,,,,Feature,,,,,,,Category,Subject,,
400,,,,4593,1,0.31294530788809005,,,,,,,Feature,,,,,,Category,Subject,,
401,,,,4589,5,1.5628111315375697,,,,,,,Feature,,,,,,Category,Subject,,
402,,,,4584,10,3.0999452911455125,,,,,,,Feature,,,,,,Category,Subject,,
403,,,,4579,15,4.548805419221292,,,,,,,Feature,,,,,,Category,Subject,,
404,,,,4574,20,5.862572083691251,,,,,,,Feature,,,,,,Category,Subject,,
405,,,,4564,30,8.029785099037385,,,,,,,Feature,,,,,,Category,Subject,,
406,,,,4554,40,5.657507818906536,,,,,,,Feature,,,,,,Category,Subject,,
407,,,,4544,50,3.393101060509126,,,,,,,Feature,,,,,,Category,Subject,,
408,,,,4534,60,2.034303923242533,,,,,,,Feature,,,,,,Category,Subject,,
409,,,,4524,70,1.683965018159234,,,,,,,Feature,,,,,,Category,Subject,,
410,,,,4593,1,0.3490338705132012,,,,,,,,Feature,,,,,Category,Subject,,
411,,,,4589,5,1.7361858397760455,,,,,,,,Feature,,,,,Category,Subject,,
412,,,,4584,10,3.4469198478170657,,,,,,,,Feature,,,,,Category,Subject,,
413,,,,4579,15,5.060862371605512,,,,,,,,Feature,,,,,Category,Subject,,
414,,,,4574,20,6.519925489247262,,,,,,,,Feature,,,,,Category,Subject,,
415,,,,4564,30,8.802208257321821,,,,,,,,Feature,,,,,Category,Subject,,
416,,,,4554,40,5.71876636091575,,,,,,,,Feature,,,,,Category,Subject,,
417,,,,4544,50,3.273787568030844,,,,,,,,Feature,,,,,Category,Subject,,
418,,,,4534,60,2.021783772048095,,,,,,,,Feature,,,,,Category,Subject,,
419,,,,4524,70,1.67521831632862,,,,,,,,Feature,,,,,Category,Subject,,
420,,,,4593,1,0.31998434597054193,,,,,,,,,Feature,,,,Category,Subject,,
421,,,,4589,5,1.5976833449778238,,,,,,,,,Feature,,,,Category,Subject,,
422,,,,4584,10,3.165173488390501,,,,,,,,,Feature,,,,Category,Subject,,
423,,,,4579,15,4.649853711720433,,,,,,,,,Feature,,,,Category,Subject,,
424,,,,4574,20,5.995246951659138,,,,,,,,,Feature,,,,Category,Subject,,
425,,,,4564,30,8.132225731663956,,,,,,,,,Feature,,,,Category,Subject,,
426,,,,4554,40,5.5638591253371485,,,,,,,,,Feature,,,,Category,Subject,,
427,,,,4544,50,3.39499682690945,,,,,,,,,Feature,,,,Category,Subject,,
428,,,,4534,60,2.065374315210076,,,,,,,,,Feature,,,,Category,Subject,,
429,,,,4524,70,1.6890788247521171,,,,,,,,,Feature,,,,Category,Subject,,
430,,,,4593,1,0.4207458946944861,,,,,,,,,,Feature,,,Category,Subject,,
431,,,,4589,5,2.094615072212743,,,,,,,,,,Feature,,,Category,Subject,,
432,,,,4584,10,4.133760625785465,,,,,,,,,,Feature,,,Category,Subject,,
433,,,,4579,15,6.044791731837456,,,,,,,,,,Feature,,,Category,Subject,,
434,,,,4574,20,7.689314535379443,,,,,,,,,,Feature,,,Category,Subject,,
435,,,,4564,30,9.997416701853252,,,,,,,,,,Feature,,,Category,Subject,,
436,,,,4554,40,5.375779369098191,,,,,,,,,,Feature,,,Category,Subject,,
437,,,,4544,50,2.5926852934212183,,,,,,,,,,Feature,,,Category,Subject,,
438,,,,4534,60,1.2271417271975573,,,,,,,,,,Feature,,,Category,Subject,,
439,,,,4524,70,0.8990167589746876,,,,,,,,,,Feature,,,Category,Subject,,
440,,,,4593,1,0.31559446034756056,,,,,,,,,,,Feature,,Category,Subject,,
441,,,,4589,5,1.5757963768330407,,,,,,,,,,,Feature,,Category,Subject,,
442,,,,4584,10,3.123861771427193,,,,,,,,,,,Feature,,Category,Subject,,
443,,,,4579,15,4.5793300654275235,,,,,,,,,,,Feature,,Category,Subject,,
444,,,,4574,20,5.888241435058894,,,,,,,,,,,Feature,,Category,Subject,,
445,,,,4564,30,8.012941798364983,,,,,,,,,,,Feature,,Category,Subject,,
446,,,,4554,40,5.554758956670835,,,,,,,,,,,Feature,,Category,Subject,,
447,,,,4544,50,3.33403540380723,,,,,,,,,,,Feature,,Category,Subject,,
448,,,,4534,60,2.0116627890818886,,,,,,,,,,,Feature,,Category,Subject,,
449,,,,4524,70,1.6902580240850842,,,,,,,,,,,Feature,,Category,Subject,,
450,,,,4593,1,0.20004897733104537,,,,,,,,,,,,Feature,Category,Subject,,
451,,,,4589,5,0.8346633845855222,,,,,,,,,,,,Feature,Category,Subject,,
452,,,,4584,10,1.434126591708567,,,,,,,,,,,,Feature,Category,Subject,,
453,,,,4579,15,1.8218145141151831,,,,,,,,,,,,Feature,Category,Subject,,
454,,,,4574,20,2.1099729642560927,,,,,,,,,,,,Feature,Category,Subject,,
455,,,,4564,30,2.573226272892968,,,,,,,,,,,,Feature,Category,Subject,,
456,,,,4554,40,1.9077671533818599,,,,,,,,,,,,Feature,Category,Subject,,
457,,,,4544,50,1.8287014484094875,,,,,,,,,,,,Feature,Category,Subject,,
458,,,,4534,60,1.7900730414501345,,,,,,,,,,,,Feature,Category,Subject,,
459,,,,4524,70,1.7880373582814353,,,,,,,,,,,,Feature,Category,Subject,,
460,,Category,Feature,4593,1,0.8135991308867345,,,,,,,,,,,,,,,Subject,
461,,Category,Feature,4589,5,4.052736301216293,,,,,,,,,,,,,,,Subject,
462,,Category,Feature,4584,10,7.941428410577108,,,,,,,,,,,,,,,Subject,
463,,Category,Feature,4579,15,10.639906716229008,,,,,,,,,,,,,,,Subject,
464,,Category,Feature,4574,20,11.654543341776668,,,,,,,,,,,,,,,Subject,
465,,Category,Feature,4564,30,12.089620197016176,,,,,,,,,,,,,,,Subject,
466,,Category,Feature,4554,40,1.6445932963585304,,,,,,,,,,,,,,,Subject,
467,,Category,Feature,4544,50,0.3226490490563223,,,,,,,,,,,,,,,Subject,
468,,Category,Feature,4534,60,0.08389377903835125,,,,,,,,,,,,,,,Subject,
469,,Category,Feature,4524,70,0.036032263056275764,,,,,,,,,,,,,,,Subject,
470,,,,4593,1,0.0029627169701801036,Category,Feature,,,,,,,,,,,,,Subject,
471,,,,4589,5,0.014824442028604555,Category,Feature,,,,,,,,,,,,,Subject,
472,,,,4584,10,0.02967607243426306,Category,Feature,,,,,,,,,,,,,Subject,
473,,,,4579,15,0.0445549671268026,Category,Feature,,,,,,,,,,,,,Subject,
474,,,,4574,20,0.05946120228614155,Category,Feature,,,,,,,,,,,,,Subject,
475,,,,4564,30,0.08935600008168712,Category,Feature,,,,,,,,,,,,,Subject,
476,,,,4554,40,0.11309640678639654,Category,Feature,,,,,,,,,,,,,Subject,
477,,,,4544,50,0.1317150425658767,Category,Feature,,,,,,,,,,,,,Subject,
478,,,,4534,60,0.14863235118031,Category,Feature,,,,,,,,,,,,,Subject,
479,,,,4524,70,0.15525813379949682,Category,Feature,,,,,,,,,,,,,Subject,
480,,,,6603,1,0.06423041549938165,Category,,Feature,,,,,,,,,,,,Subject,
481,,,,6599,5,0.29359675702818644,Category,,Feature,,,,,,,,,,,,Subject,
482,,,,6594,10,0.5491864266707525,Category,,Feature,,,,,,,,,,,,Subject,
483,,,,6589,15,0.7832775435752666,Category,,Feature,,,,,,,,,,,,Subject,
484,,,,6584,20,1.0090877057183074,Category,,Feature,,,,,,,,,,,,Subject,
485,,,,6574,30,1.4250376738508646,Category,,Feature,,,,,,,,,,,,Subject,
486,,,,6564,40,1.4889264651555012,Category,,Feature,,,,,,,,,,,,Subject,
487,,,,6554,50,1.5210816578826059,Category,,Feature,,,,,,,,,,,,Subject,
488,,,,6544,60,1.547050286842767,Category,,Feature,,,,,,,,,,,,Subject,
489,,,,6534,70,1.5547720171983532,Category,,Feature,,,,,,,,,,,,Subject,
490,,,,4593,1,0.9285967161038151,Category,,,Feature,,,,,,,,,,,Subject,
491,,,,4589,5,4.60044605090686,Category,,,Feature,,,,,,,,,,,Subject,
492,,,,4584,10,8.987399227051744,Category,,,Feature,,,,,,,,,,,Subject,
493,,,,4579,15,11.417829651123464,Category,,,Feature,,,,,,,,,,,Subject,
494,,,,4574,20,11.97600882526029,Category,,,Feature,,,,,,,,,,,Subject,
495,,,,4564,30,12.150824531153079,Category,,,Feature,,,,,,,,,,,Subject,
496,,,,4554,40,0.9487245957633673,Category,,,Feature,,,,,,,,,,,Subject,
497,,,,4544,50,0.10764120507326194,Category,,,Feature,,,,,,,,,,,Subject,
498,,,,4534,60,0.0,Category,,,Feature,,,,,,,,,,,Subject,
499,,,,4524,70,0.0,Category,,,Feature,,,,,,,,,,,Subject,
500,,,,4593,1,0.21809057071047233,Category,,,,Feature,,,,,,,,,,Subject,
501,,,,4589,5,0.8774606355062531,Category,,,,Feature,,,,,,,,,,Subject,
502,,,,4584,10,1.48548689341837,Category,,,,Feature,,,,,,,,,,Subject,
503,,,,4579,15,1.8704242652377947,Category,,,,Feature,,,,,,,,,,Subject,
504,,,,4574,20,2.140954022166051,Category,,,,Feature,,,,,,,,,,Subject,
505,,,,4564,30,2.592139890810989,Category,,,,Feature,,,,,,,,,,Subject,
506,,,,4554,40,1.8829830577375002,Category,,,,Feature,,,,,,,,,,Subject,
507,,,,4544,50,1.8253219783063293,Category,,,,Feature,,,,,,,,,,Subject,
508,,,,4534,60,1.784355148682198,Category,,,,Feature,,,,,,,,,,Subject,
509,,,,4524,70,1.781310260875424,Category,,,,Feature,,,,,,,,,,Subject,
510,,,,4593,1,0.36306528938258426,Category,,,,,Feature,,,,,,,,,Subject,
511,,,,4589,5,1.8106208627074456,Category,,,,,Feature,,,,,,,,,Subject,
512,,,,4584,10,3.578344199280101,Category,,,,,Feature,,,,,,,,,Subject,
513,,,,4579,15,5.225204729761613,Category,,,,,Feature,,,,,,,,,Subject,
514,,,,4574,20,6.663921741229645,Category,,,,,Feature,,,,,,,,,Subject,
515,,,,4564,30,8.839312763015709,Category,,,,,Feature,,,,,,,,,Subject,
516,,,,4554,40,5.497771102001923,Category,,,,,Feature,,,,,,,,,Subject,
517,,,,4544,50,3.177032638007917,Category,,,,,Feature,,,,,,,,,Subject,
518,,,,4534,60,2.0399012302078967,Category,,,,,Feature,,,,,,,,,Subject,
519,,,,4524,70,1.6762935013850364,Category,,,,,Feature,,,,,,,,,Subject,
520,,,,4593,1,0.8045674590295456,Category,,,,,,Feature,,,,,,,,Subject,
521,,,,4589,5,4.009403100728313,Category,,,,,,Feature,,,,,,,,Subject,
522,,,,4584,10,7.864886800626562,Category,,,,,,Feature,,,,,,,,Subject,
523,,,,4579,15,10.587978646527784,Category,,,,,,Feature,,,,,,,,Subject,
524,,,,4574,20,11.686323242122956,Category,,,,,,Feature,,,,,,,,Subject,
525,,,,4564,30,12.13255457541573,Category,,,,,,Feature,,,,,,,,Subject,
526,,,,4554,40,1.5640122859378467,Category,,,,,,Feature,,,,,,,,Subject,
527,,,,4544,50,0.2151911330269652,Category,,,,,,Feature,,,,,,,,Subject,
528,,,,4534,60,0.020978616283580536,Category,,,,,,Feature,,,,,,,,Subject,
529,,,,4524,70,0.0,Category,,,,,,Feature,,,,,,,,Subject,
530,,,,4593,1,0.02618175655348328,Category,,,,,,,Feature,,,,,,,Subject,
531,,,,4589,5,0.12763403918786342,Category,,,,,,,Feature,,,,,,,Subject,
532,,,,4584,10,0.2544389494897629,Category,,,,,,,Feature,,,,,,,Subject,
533,,,,4579,15,0.38126892194797296,Category,,,,,,,Feature,,,,,,,Subject,
534,,,,4574,20,0.48984104013832697,Category,,,,,,,Feature,,,,,,,Subject,
535,,,,4564,30,0.7005579582013433,Category,,,,,,,Feature,,,,,,,Subject,
536,,,,4554,40,0.7965553850666746,Category,,,,,,,Feature,,,,,,,Subject,
537,,,,4544,50,0.8417623534196419,Category,,,,,,,Feature,,,,,,,Subject,
538,,,,4534,60,0.8870428175484184,Category,,,,,,,Feature,,,,,,,Subject,
539,,,,4524,70,0.8944860409370065,Category,,,,,,,Feature,,,,,,,Subject,
540,,,,4593,1,0.03870738266936144,Category,,,,,,,,Feature,,,,,,Subject,
541,,,,4589,5,0.19196881126799703,Category,,,,,,,,Feature,,,,,,Subject,
542,,,,4584,10,0.37079723856508795,Category,,,,,,,,Feature,,,,,,Subject,
543,,,,4579,15,0.5388756885462419,Category,,,,,,,,Feature,,,,,,Subject,
544,,,,4574,20,0.6987705940274981,Category,,,,,,,,Feature,,,,,,Subject,
545,,,,4564,30,0.985288432794976,Category,,,,,,,,Feature,,,,,,Subject,
546,,,,4554,40,1.067179020068877,Category,,,,,,,,Feature,,,,,,Subject,
547,,,,4544,50,1.1042503488249622,Category,,,,,,,,Feature,,,,,,Subject,
548,,,,4534,60,1.1531409123136478,Category,,,,,,,,Feature,,,,,,Subject,
549,,,,4524,70,1.1641519592737657,Category,,,,,,,,Feature,,,,,,Subject,
550,,,,4593,1,0.22224785632731636,Category,,,,,,,,,Feature,,,,,Subject,
551,,,,4589,5,1.1050243344456088,Category,,,,,,,,,Feature,,,,,Subject,
552,,,,4584,10,2.191440439737428,Category,,,,,,,,,Feature,,,,,Subject,
553,,,,4579,15,3.2506195728234473,Category,,,,,,,,,Feature,,,,,Subject,
554,,,,4574,20,4.25764743846769,Category,,,,,,,,,Feature,,,,,Subject,
555,,,,4564,30,6.074673485797655,Category,,,,,,,,,Feature,,,,,Subject,
556,,,,4554,40,5.352797296562805,Category,,,,,,,,,Feature,,,,,Subject,
557,,,,4544,50,4.011467494889377,Category,,,,,,,,,Feature,,,,,Subject,
558,,,,4534,60,2.9433219135933584,Category,,,,,,,,,Feature,,,,,Subject,
559,,,,4524,70,2.5788402996241566,Category,,,,,,,,,Feature,,,,,Subject,
560,,,,4593,1,0.1768467770084851,Category,,,,,,,,,,Feature,,,,Subject,
561,,,,4589,5,0.8807804436793267,Category,,,,,,,,,,Feature,,,,Subject,
562,,,,4584,10,1.7441827152943592,Category,,,,,,,,,,Feature,,,,Subject,
563,,,,4579,15,2.586434482149189,Category,,,,,,,,,,Feature,,,,Subject,
564,,,,4574,20,3.401616078940747,Category,,,,,,,,,,Feature,,,,Subject,
565,,,,4564,30,4.873949267161229,Category,,,,,,,,,,Feature,,,,Subject,
566,,,,4554,40,4.549073148535623,Category,,,,,,,,,,Feature,,,,Subject,
567,,,,4544,50,3.8108021642008243,Category,,,,,,,,,,Feature,,,,Subject,
568,,,,4534,60,3.1481981257201967,Category,,,,,,,,,,Feature,,,,Subject,
569,,,,4524,70,2.9415957425423347,Category,,,,,,,,,,Feature,,,,Subject,
570,,,,4593,1,0.14161165127306416,Category,,,,,,,,,,,Feature,,,Subject,
571,,,,4589,5,0.6329502221957799,Category,,,,,,,,,,,Feature,,,Subject,
572,,,,4584,10,1.1511703317541628,Category,,,,,,,,,,,Feature,,,Subject,
573,,,,4579,15,1.5594659993539652,Category,,,,,,,,,,,Feature,,,Subject,
574,,,,4574,20,1.8913993491974108,Category,,,,,,,,,,,Feature,,,Subject,
575,,,,4564,30,2.4475419117564448,Category,,,,,,,,,,,Feature,,,Subject,
576,,,,4554,40,2.0414611702290784,Category,,,,,,,,,,,Feature,,,Subject,
577,,,,4544,50,1.865011825745046,Category,,,,,,,,,,,Feature,,,Subject,
578,,,,4534,60,1.8112717062395138,Category,,,,,,,,,,,Feature,,,Subject,
579,,,,4524,70,1.8052465690993944,Category,,,,,,,,,,,Feature,,,Subject,
580,,,,64605,1,0.07108603238340175,,Feature,,,,,,,,,,,Category,,Subject,
581,,,,64601,5,0.34869119724465447,,Feature,,,,,,,,,,,Category,,Subject,
582,,,,64596,10,0.6889263165357462,,Feature,,,,,,,,,,,Category,,Subject,
583,,,,64591,15,1.0219301879606986,,Feature,,,,,,,,,,,Category,,Subject,
584,,,,64586,20,1.3483710553079702,,Feature,,,,,,,,,,,Category,,Subject,
585,,,,64576,30,1.9797267711380395,,Feature,,,,,,,,,,,Category,,Subject,
586,,,,64566,40,2.111519986062187,,Feature,,,,,,,,,,,Category,,Subject,
587,,,,64556,50,2.106354397876566,,Feature,,,,,,,,,,,Category,,Subject,
588,,,,64546,60,2.0883902748085648,,Feature,,,,,,,,,,,Category,,Subject,
589,,,,64536,70,2.0741979799177126,,Feature,,,,,,,,,,,Category,,Subject,
590,,,,4593,1,0.1989679983281255,,,Feature,,,,,,,,,,Category,,Subject,
591,,,,4589,5,0.8947433811898952,,,Feature,,,,,,,,,,Category,,Subject,
592,,,,4584,10,1.6176066662339614,,,Feature,,,,,,,,,,Category,,Subject,
593,,,,4579,15,2.162349516528178,,,Feature,,,,,,,,,,Category,,Subject,
594,,,,4574,20,2.5492847664674527,,,Feature,,,,,,,,,,Category,,Subject,
595,,,,4564,30,3.112944226038184,,,Feature,,,,,,,,,,Category,,Subject,
596,,,,4554,40,2.1751499928982265,,,Feature,,,,,,,,,,Category,,Subject,
597,,,,4544,50,1.850481245718756,,,Feature,,,,,,,,,,Category,,Subject,
598,,,,4534,60,1.7607165961365583,,,Feature,,,,,,,,,,Category,,Subject,
599,,,,4524,70,1.7628120572576902,,,Feature,,,,,,,,,,Category,,Subject,
600,,,,4593,1,0.029866545346139136,,,,Feature,,,,,,,,,Category,,Subject,
601,,,,4589,5,0.1471986617277213,,,,Feature,,,,,,,,,Category,,Subject,
602,,,,4584,10,0.2906083483287606,,,,Feature,,,,,,,,,Category,,Subject,
603,,,,4579,15,0.432304533829622,,,,Feature,,,,,,,,,Category,,Subject,
604,,,,4574,20,0.5723241033579097,,,,Feature,,,,,,,,,Category,,Subject,
605,,,,4564,30,0.8369536806001102,,,,Feature,,,,,,,,,Category,,Subject,
606,,,,4554,40,0.9596212354572968,,,,Feature,,,,,,,,,Category,,Subject,
607,,,,4544,50,1.0184943754045948,,,,Feature,,,,,,,,,Category,,Subject,
608,,,,4534,60,1.0742714139821672,,,,Feature,,,,,,,,,Category,,Subject,
609,,,,4524,70,1.0977718763175708,,,,Feature,,,,,,,,,Category,,Subject,
610,,,,4593,1,0.18692301401524808,,,,,Feature,,,,,,,,Category,,Subject,
611,,,,4589,5,0.9310633895531691,,,,,Feature,,,,,,,,Category,,Subject,
612,,,,4584,10,1.8437978139386348,,,,,Feature,,,,,,,,Category,,Subject,
613,,,,4579,15,2.7351445409652873,,,,,Feature,,,,,,,,Category,,Subject,
614,,,,4574,20,3.597324063197807,,,,,Feature,,,,,,,,Category,,Subject,
615,,,,4564,30,5.152933426759353,,,,,Feature,,,,,,,,Category,,Subject,
616,,,,4554,40,4.710819186632271,,,,,Feature,,,,,,,,Category,,Subject,
617,,,,4544,50,3.866734304103091,,,,,Feature,,,,,,,,Category,,Subject,
618,,,,4534,60,3.134494004244789,,,,,Feature,,,,,,,,Category,,Subject,
619,,,,4524,70,2.9253567400691796,,,,,Feature,,,,,,,,Category,,Subject,
620,,,,4593,1,0.07210701110905463,,,,,,Feature,,,,,,,Category,,Subject,
621,,,,4589,5,0.33752391657313885,,,,,,Feature,,,,,,,Category,,Subject,
622,,,,4584,10,0.6376410871044766,,,,,,Feature,,,,,,,Category,,Subject,
623,,,,4579,15,0.9010959804409321,,,,,,Feature,,,,,,,Category,,Subject,
624,,,,4574,20,1.1166885483913003,,,,,,Feature,,,,,,,Category,,Subject,
625,,,,4564,30,1.4917129218286547,,,,,,Feature,,,,,,,Category,,Subject,
626,,,,4554,40,1.4205183974670554,,,,,,Feature,,,,,,,Category,,Subject,
627,,,,4544,50,1.3867555793979827,,,,,,Feature,,,,,,,Category,,Subject,
628,,,,4534,60,1.41194055110482,,,,,,Feature,,,,,,,Category,,Subject,
629,,,,4524,70,1.4228746543310158,,,,,,Feature,,,,,,,Category,,Subject,
630,,,,4593,1,0.028036278235323116,,,,,,,Feature,,,,,,Category,,Subject,
631,,,,4589,5,0.13711447995550596,,,,,,,Feature,,,,,,Category,,Subject,
632,,,,4584,10,0.27343409408971053,,,,,,,Feature,,,,,,Category,,Subject,
633,,,,4579,15,0.40551541163561566,,,,,,,Feature,,,,,,Category,,Subject,
634,,,,4574,20,0.533100658809126,,,,,,,Feature,,,,,,Category,,Subject,
635,,,,4564,30,0.787751986649289,,,,,,,Feature,,,,,,Category,,Subject,
636,,,,4554,40,0.9197161817624588,,,,,,,Feature,,,,,,Category,,Subject,
637,,,,4544,50,0.9975442210495059,,,,,,,Feature,,,,,,Category,,Subject,
638,,,,4534,60,1.0592970830456927,,,,,,,Feature,,,,,,Category,,Subject,
