,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.16193639839916404
1,NARRATOR,Other,Unknown,3,0.45247820364586233
2,NARRATOR,Other,Unknown,5,0.7299450382669769
3,NARRATOR,Other,Unknown,7,1.0033896222945946
4,NARRATOR,Other,Unknown,9,1.2709617296891937
5,NARRATOR,Other,Unknown,16,2.1394708733306094
6,NARRATOR,Other,Unknown,21,2.7154013876149032
7,NARRATOR,Other,Unknown,26,3.267295363074394
8,NARRATOR,Other,Unknown,31,3.796912503858993
9,NARRATOR,Response,Anger,1,0.04477278162007113
10,NARRATOR,Response,Anger,3,0.13092944054944908
11,NARRATOR,Response,Anger,5,0.21606796406842
12,NARRATOR,Response,Anger,7,0.300333827142702
13,NARRATOR,Response,Anger,9,0.38387659124619583
14,NARRATOR,Response,Anger,16,0.6716216905402784
15,NARRATOR,Response,Anger,21,0.8730322294232072
16,NARRATOR,Response,Anger,26,1.0695365440706062
17,NARRATOR,Response,Anger,31,1.2638577643017614
18,NARRATOR,Response,Anticipation,1,0.070835211291045
19,NARRATOR,Response,Anticipation,3,0.20957515217926678
20,NARRATOR,Response,Anticipation,5,0.34612116019693073
21,NARRATOR,Response,Anticipation,7,0.48068569089100066
22,NARRATOR,Response,Anticipation,9,0.6136365452039938
23,NARRATOR,Response,Anticipation,16,1.0665596165294124
24,NARRATOR,Response,Anticipation,21,1.3785607561409021
25,NARRATOR,Response,Anticipation,26,1.6814125663080186
26,NARRATOR,Response,Anticipation,31,1.9742301078107045
27,NARRATOR,Response,Arousal,1,0.19009789889101866
28,NARRATOR,Response,Arousal,3,0.5483889834509111
29,NARRATOR,Response,Arousal,5,0.8962157586598625
30,NARRATOR,Response,Arousal,7,1.2373380502027038
31,NARRATOR,Response,Arousal,9,1.5699110509878331
32,NARRATOR,Response,Arousal,16,2.644845646742818
33,NARRATOR,Response,Arousal,21,3.3177543744799625
34,NARRATOR,Response,Arousal,26,3.908591209196331
35,NARRATOR,Response,Arousal,31,4.439148368704988
36,NARRATOR,Response,Disgust,1,0.0269738118651329
37,NARRATOR,Response,Disgust,3,0.07913271139174588
38,NARRATOR,Response,Disgust,5,0.1309295919112512
39,NARRATOR,Response,Disgust,7,0.18188790561020424
40,NARRATOR,Response,Disgust,9,0.23248482744448556
41,NARRATOR,Response,Disgust,16,0.4073711567815009
42,NARRATOR,Response,Disgust,21,0.5304686494707588
43,NARRATOR,Response,Disgust,26,0.6524050380991011
44,NARRATOR,Response,Disgust,31,0.7735661678713697
45,NARRATOR,Response,Dominance,1,0.2550726298310778
46,NARRATOR,Response,Dominance,3,0.7249519096593872
47,NARRATOR,Response,Dominance,5,1.1745324525255743
48,NARRATOR,Response,Dominance,7,1.6118829225983904
49,NARRATOR,Response,Dominance,9,2.037916673688454
50,NARRATOR,Response,Dominance,16,3.3595708324216362
51,NARRATOR,Response,Dominance,21,4.121619239462074
52,NARRATOR,Response,Dominance,26,4.752495885912741
53,NARRATOR,Response,Dominance,31,5.2956107180255785
54,NARRATOR,Response,Fear,1,0.052644281410320064
55,NARRATOR,Response,Fear,3,0.1541659712729722
56,NARRATOR,Response,Fear,5,0.2545896695519573
57,NARRATOR,Response,Fear,7,0.35356707246805114
58,NARRATOR,Response,Fear,9,0.45108074838397355
59,NARRATOR,Response,Fear,16,0.7863096267016856
60,NARRATOR,Response,Fear,21,1.0190952078011608
61,NARRATOR,Response,Fear,26,1.2456143993817148
62,NARRATOR,Response,Fear,31,1.4681310941322108
