,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,annette,bertrand,blanche,dorothee,ludovico,madame cheron,madame montoni,signor,st. aubert,ugo
974,,,,50900,20,0.42902231818581904,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
975,,,,50890,30,0.5402642952183713,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
976,,,,50880,40,0.4648574242250352,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
977,,,,50870,50,0.44576980131949423,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
978,,,,50860,60,0.4364164102299979,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
979,,,,50850,70,0.4338171516221074,Category,,,,,Feature,,,,,,,,,,,Subject,,,,,,,
980,,,,50919,1,0.01835028301806194,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
981,,,,50915,5,0.07167495229850147,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
982,,,,50910,10,0.12314975746862537,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
983,,,,50905,15,0.16435071426077322,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
984,,,,50900,20,0.1983121060026644,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
985,,,,50890,30,0.25659410123370907,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
986,,,,50880,40,0.24212262148597624,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
987,,,,50870,50,0.24291869986609924,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
988,,,,50860,60,0.24475244166238996,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
989,,,,50850,70,0.2463699667451613,Category,,,,,,Feature,,,,,,,,,,Subject,,,,,,,
990,,,,50919,1,0.009638825484170239,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
991,,,,50915,5,0.0473396064705588,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
992,,,,50910,10,0.09289683784141577,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
993,,,,50905,15,0.13452126915069218,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
994,,,,50900,20,0.1743966886988242,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
995,,,,50890,30,0.24751441655559572,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
996,,,,50880,40,0.26982256824867584,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
997,,,,50870,50,0.27863022742529553,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
998,,,,50860,60,0.28513261576546184,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
999,,,,50850,70,0.288161514477376,Category,,,,,,,Feature,,,,,,,,,Subject,,,,,,,
1000,,,,50919,1,0.007381198653804093,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1001,,,,50915,5,0.034336424728816824,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1002,,,,50910,10,0.06672635741985809,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1003,,,,50905,15,0.09756402845777755,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1004,,,,50900,20,0.12668532098214133,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1005,,,,50890,30,0.17987481722893173,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1006,,,,50880,40,0.20530080307069828,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1007,,,,50870,50,0.2199622220947594,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1008,,,,50860,60,0.23543018973183388,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1009,,,,50850,70,0.24091493627323893,Category,,,,,,,,Feature,,,,,,,,Subject,,,,,,,
1010,,,,50919,1,0.009032259262273691,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1011,,,,50915,5,0.04366236146449387,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1012,,,,50910,10,0.08619744295988381,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1013,,,,50905,15,0.12608992526463636,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1014,,,,50900,20,0.16363710390972203,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1015,,,,50890,30,0.23547504009602765,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1016,,,,50880,40,0.2705552724336616,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1017,,,,50870,50,0.29123327043922465,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1018,,,,50860,60,0.30433841731433775,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1019,,,,50850,70,0.30837723787711707,Category,,,,,,,,,Feature,,,,,,,Subject,,,,,,,
1020,,,,50919,1,0.011031189862814504,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1021,,,,50915,5,0.05210933677984118,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1022,,,,50910,10,0.09957488653787322,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1023,,,,50905,15,0.14191817074774868,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1024,,,,50900,20,0.1816412712698336,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1025,,,,50890,30,0.25780860241371306,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1026,,,,50880,40,0.2859130418920628,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1027,,,,50870,50,0.305770744058051,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1028,,,,50860,60,0.3240991935381396,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1029,,,,50850,70,0.32963616554185754,Category,,,,,,,,,,Feature,,,,,,Subject,,,,,,,
1030,,,,50919,1,0.046373012907417036,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1031,,,,50915,5,0.1724260747769479,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1032,,,,50910,10,0.2934682876450315,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1033,,,,50905,15,0.383420316211685,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1034,,,,50900,20,0.4560827815496069,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1035,,,,50890,30,0.5701808715230494,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1036,,,,50880,40,0.4777273056145856,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1037,,,,50870,50,0.4565543945573641,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1038,,,,50860,60,0.44975301034533993,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1039,,,,50850,70,0.4481995291735265,Category,,,,,,,,,,,Feature,,,,,Subject,,,,,,,
1040,,,,50919,1,0.47043201980720106,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1041,,,,50915,5,2.347162344095973,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1042,,,,50910,10,4.677776711895689,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1043,,,,50905,15,6.922110846171082,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1044,,,,50900,20,8.94415883162379,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1045,,,,50890,30,12.041771682279572,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1046,,,,50880,40,5.679437941217093,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1047,,,,50870,50,2.484766602341368,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1048,,,,50860,60,1.1726414703037369,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1049,,,,50850,70,0.8750270313903563,,Feature,,,,,,,,,,,Category,,,,Subject,,,,,,,
1050,,,,50919,1,0.5927812974034158,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1051,,,,50915,5,2.9578870669446244,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1052,,,,50910,10,5.898300004519057,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1053,,,,50905,15,8.696469828899847,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1054,,,,50900,20,11.06130944908813,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1055,,,,50890,30,13.985036753476873,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1056,,,,50880,40,4.429332847630018,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1057,,,,50870,50,1.3901967480701112,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1058,,,,50860,60,0.4763334499554046,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1059,,,,50850,70,0.321675062924678,,,Feature,,,,,,,,,,Category,,,,Subject,,,,,,,
1060,,,,50919,1,0.9999570291223396,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1061,,,,50915,5,4.996174911149922,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1062,,,,50910,10,9.975680806742615,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1063,,,,50905,15,14.445649769354961,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1064,,,,50900,20,15.585884616390485,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1065,,,,50890,30,15.635094570857227,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1066,,,,50880,40,0.0573867632507776,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1067,,,,50870,50,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1068,,,,50860,60,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1069,,,,50850,70,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,,,,
1070,,,,50919,1,0.33201663452013447,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1071,,,,50915,5,1.6557383341678305,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1072,,,,50910,10,3.2987116655614157,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1073,,,,50905,15,4.89947187935832,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1074,,,,50900,20,6.420507817642522,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1075,,,,50890,30,9.07615551168005,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1076,,,,50880,40,6.152198473529956,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1077,,,,50870,50,3.89115447285799,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1078,,,,50860,60,2.4911690395709862,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1079,,,,50850,70,2.092966492475179,,,,,Feature,,,,,,,,Category,,,,Subject,,,,,,,
1080,,,,50919,1,0.7818134514625688,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1081,,,,50915,5,3.908415617303432,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1082,,,,50910,10,7.800933303138678,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1083,,,,50905,15,11.433648860865151,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1084,,,,50900,20,13.952865865814625,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1085,,,,50890,30,15.496563972446271,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1086,,,,50880,40,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1087,,,,50870,50,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1088,,,,50860,60,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1089,,,,50850,70,0.0083954279702993,,,,,,Feature,,,,,,,Category,,,,Subject,,,,,,,
1090,,,,6118,1,0.17300372701175842,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1091,,,,6114,5,0.7820998116737493,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1092,,,,6109,10,1.436588843889105,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1093,,,,6104,15,1.9787956215627496,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1094,,,,6099,20,2.4353094805271955,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1095,,,,6089,30,3.197555528851863,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1096,,,,6079,40,2.782160009744401,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1097,,,,6069,50,2.610475492583028,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1098,,,,6059,60,2.582986648200251,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1099,,,,6049,70,2.56676282044416,,,,,,,Feature,,,,,,Category,,,,Subject,,,,,,,
1100,,,,50919,1,0.5147760462728886,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1101,,,,50915,5,2.56520306722158,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1102,,,,50910,10,5.1029905142418555,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1103,,,,50905,15,7.509754933866527,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1104,,,,50900,20,9.577285021624999,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1105,,,,50890,30,12.486489844784554,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1106,,,,50880,40,5.279216076631367,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1107,,,,50870,50,2.278524067263607,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1108,,,,50860,60,1.0561704175120663,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1109,,,,50850,70,0.7726551521051318,,,,,,,,Feature,,,,,Category,,,,Subject,,,,,,,
1110,,,,50919,1,0.5888664635470652,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1111,,,,50915,5,2.9391641941297215,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1112,,,,50910,10,5.8591772456392395,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1113,,,,50905,15,8.635200080715821,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1114,,,,50900,20,10.99104172459978,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1115,,,,50890,30,13.945837027600053,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1116,,,,50880,40,4.456001670841873,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1117,,,,50870,50,1.3278940032888322,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1118,,,,50860,60,0.44557248415196044,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1119,,,,50850,70,0.2945503600255296,,,,,,,,,Feature,,,,Category,,,,Subject,,,,,,,
1120,,,,50919,1,0.4519003757318133,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1121,,,,50915,5,2.258688883982346,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1122,,,,50910,10,4.507641757611526,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1123,,,,50905,15,6.701251170505348,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1124,,,,50900,20,8.743521684283932,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1125,,,,50890,30,12.010835602600075,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1126,,,,50880,40,5.782702070686058,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1127,,,,50870,50,2.407368367887981,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1128,,,,50860,60,1.014427965661952,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1129,,,,50850,70,0.7249360849911856,,,,,,,,,,Feature,,,Category,,,,Subject,,,,,,,
1130,,,,50919,1,0.6473479287354367,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1131,,,,50915,5,3.233599366849294,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1132,,,,50910,10,6.447170488947796,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1133,,,,50905,15,9.483314945214904,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1134,,,,50900,20,11.927941841741033,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1135,,,,50890,30,14.568210575707946,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1136,,,,50880,40,3.6323864569012008,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1137,,,,50870,50,0.9470721541030572,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1138,,,,50860,60,0.24673334761086757,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1139,,,,50850,70,0.14662643875036407,,,,,,,,,,,Feature,,Category,,,,Subject,,,,,,,
1140,,,,50919,1,0.5068613536968853,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1141,,,,50915,5,2.5324537883864258,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1142,,,,50910,10,5.052197263047802,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1143,,,,50905,15,7.488434467357961,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1144,,,,50900,20,9.693128061907199,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1145,,,,50890,30,12.866049282628794,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1146,,,,50880,40,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1147,,,,50870,50,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1148,,,,50860,60,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1149,,,,50850,70,0.620376151081115,,,,,,,,,,,,Feature,Category,,,,Subject,,,,,,,
1150,,Category,Feature,50919,1,0.1953197585569178,,,,,,,,,,,,,,,,,,Subject,,,,,,
1151,,Category,Feature,50915,5,0.8852376201223845,,,,,,,,,,,,,,,,,,Subject,,,,,,
1152,,Category,Feature,50910,10,1.6982024958774746,,,,,,,,,,,,,,,,,,Subject,,,,,,
1153,,Category,Feature,50905,15,2.4498387083758164,,,,,,,,,,,,,,,,,,Subject,,,,,,
1154,,Category,Feature,50900,20,3.1442584816306445,,,,,,,,,,,,,,,,,,Subject,,,,,,
1155,,Category,Feature,50890,30,4.396831459417757,,,,,,,,,,,,,,,,,,Subject,,,,,,
1156,,Category,Feature,50880,40,3.9601258493020124,,,,,,,,,,,,,,,,,,Subject,,,,,,
1157,,Category,Feature,50870,50,3.633543358784472,,,,,,,,,,,,,,,,,,Subject,,,,,,
1158,,Category,Feature,50860,60,3.349309561354991,,,,,,,,,,,,,,,,,,Subject,,,,,,
1159,,Category,Feature,50850,70,3.2357653511409725,,,,,,,,,,,,,,,,,,Subject,,,,,,
1160,,,,50919,1,0.003648830795668425,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1161,,,,50915,5,0.018244340054318495,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1162,,,,50910,10,0.035824359798789035,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1163,,,,50905,15,0.05159614190321324,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1164,,,,50900,20,0.06626034399030771,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1165,,,,50890,30,0.09405895032232335,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1166,,,,50880,40,0.10726179657706096,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1167,,,,50870,50,0.11790323856857216,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1168,,,,50860,60,0.1267527601534976,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1169,,,,50850,70,0.1300826242339133,Category,Feature,,,,,,,,,,,,,,,,Subject,,,,,,
1170,,,,50919,1,0.046373012907417036,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1171,,,,50915,5,0.1724260747769479,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1172,,,,50910,10,0.2934682876450315,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1173,,,,50905,15,0.383420316211685,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1174,,,,50900,20,0.4560827815496069,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1175,,,,50890,30,0.5701808715230494,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1176,,,,50880,40,0.4777273056145856,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1177,,,,50870,50,0.4565543945573641,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1178,,,,50860,60,0.44975301034533993,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1179,,,,50850,70,0.4481995291735265,Category,,Feature,,,,,,,,,,,,,,,Subject,,,,,,
1180,,,,50919,1,0.009638825484170239,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1181,,,,50915,5,0.04556873006643815,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1182,,,,50910,10,0.08736749393428525,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1183,,,,50905,15,0.12713305524212407,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1184,,,,50900,20,0.163881740854202,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1185,,,,50890,30,0.2323317393767011,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1186,,,,50880,40,0.25023598593832536,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1187,,,,50870,50,0.25898917808202143,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1188,,,,50860,60,0.26597595819579456,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1189,,,,50850,70,0.2697749060505588,Category,,,Feature,,,,,,,,,,,,,,Subject,,,,,,
1190,,,,50919,1,0.6473479287354367,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1191,,,,50915,5,3.233599366849294,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1192,,,,50910,10,6.447170488947796,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1193,,,,50905,15,9.483314945214904,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1194,,,,50900,20,11.927941841741033,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1195,,,,50890,30,14.568210575707946,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1196,,,,50880,40,3.6323864569012008,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1197,,,,50870,50,0.9470721541030572,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1198,,,,50860,60,0.24673334761086757,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1199,,,,50850,70,0.14662643875036407,Category,,,,Feature,,,,,,,,,,,,,Subject,,,,,,
1200,,,,50919,1,0.01870997938037607,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1201,,,,50915,5,0.08100829219696104,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1202,,,,50910,10,0.14973394033965784,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1203,,,,50905,15,0.20948217700434354,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1204,,,,50900,20,0.2632395261514702,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1205,,,,50890,30,0.354963008545979,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1206,,,,50880,40,0.3472405379961943,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1207,,,,50870,50,0.3323642419436439,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1208,,,,50860,60,0.3285403459888401,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1209,,,,50850,70,0.32959123929529,Category,,,,,Feature,,,,,,,,,,,,Subject,,,,,,
1210,,,,50919,1,0.002211904894963607,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1211,,,,50915,5,0.010389379839867742,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1212,,,,50910,10,0.02060716326929364,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1213,,,,50905,15,0.030826075898740535,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1214,,,,50900,20,0.04104611735994527,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1215,,,,50890,30,0.06028158026393793,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1216,,,,50880,40,0.07333747224289221,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1217,,,,50870,50,0.08191933679749476,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1218,,,,50860,60,0.08773070523380838,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1219,,,,50850,70,0.0901301280303005,Category,,,,,,Feature,,,,,,,,,,,Subject,,,,,,
1220,,,,50919,1,0.002458356035835166,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1221,,,,50915,5,0.012134705055413118,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1222,,,,50910,10,0.0234688663659163,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1223,,,,50905,15,0.034118975617730474,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1224,,,,50900,20,0.0437868172338152,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1225,,,,50890,30,0.06237439634608178,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1226,,,,50880,40,0.07435463687101558,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1227,,,,50870,50,0.08430211790380876,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1228,,,,50860,60,0.0919028059006861,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1229,,,,50850,70,0.09455895194175008,Category,,,,,,,Feature,,,,,,,,,,Subject,,,,,,
1230,,,,50919,1,0.9999570291223396,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1231,,,,50915,5,4.996174911149922,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1232,,,,50910,10,9.975680806742615,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1233,,,,50905,15,14.445649769354961,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1234,,,,50900,20,15.585884616390485,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1235,,,,50890,30,15.635094570857227,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1236,,,,50880,40,0.0573867632507776,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1237,,,,50870,50,0.0,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1238,,,,50860,60,0.0,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1239,,,,50850,70,0.0,Category,,,,,,,,Feature,,,,,,,,,Subject,,,,,,
1240,,,,50919,1,0.0017078376248565823,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1241,,,,50915,5,0.008539591803085382,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
1242,,,,50910,10,0.017080192700938295,Category,,,,,,,,,Feature,,,,,,,,Subject,,,,,,
