,NRCw_Em_anger,NRCw_Em_anticipation,NRCw_Em_disgust,NRCw_Em_fear,NRCw_Em_joy,NRCw_Em_negative,NRCw_Em_positive,NRCw_Em_sadness,NRCw_Em_surprise,NRCw_Em_trust,agent,lemma,neg,patient,predicative,text
790,False,False,False,False,True,False,True,False,False,False,,tranquil,False,,,tranquil
791,False,False,False,False,False,False,True,False,False,False,,composure,False,,,composure
792,True,False,False,True,False,True,False,True,False,False,,violence,False,,,violence
793,True,True,True,True,True,True,True,True,True,True,,feeling,False,,,feelings
794,True,False,True,False,False,True,False,False,False,False,,despise,False,,,despise
795,True,False,False,True,False,True,False,True,False,False,,slave,False,,,slave
796,False,True,False,False,True,False,True,False,False,True,,passion,False,,,passion
797,False,False,False,False,False,True,False,False,False,False,,quell,False,,,quelling
798,False,False,False,False,False,False,False,True,False,False,,dark,False,,,dark
799,False,False,False,True,False,True,False,True,False,False,,tyranny,False,,,tyranny
800,True,False,True,True,False,True,False,True,False,False,,despair,False,,,despair
801,False,False,False,False,False,False,True,False,False,False,,lead,False,,,led
802,False,False,False,False,False,False,True,False,False,False,,tale,False,,,tale
803,False,False,False,False,False,True,False,False,False,False,,speak,False,,,spoke
804,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
805,False,True,False,False,False,False,False,True,True,False,,thirst,False,,,thirst
806,False,True,False,False,True,False,True,False,False,True,,intimate,False,,,intimate
807,False,False,False,False,False,False,True,True,False,False,,sympathy,False,,,sympathy
808,False,False,False,False,False,False,True,False,False,True,,fellow,False,,,fellow
809,False,False,False,False,False,True,False,True,False,False,,fall,False,,,fallen
810,False,False,False,False,False,True,False,False,False,False,,conviction,False,,,conviction
811,False,False,False,False,False,True,True,False,False,False,,boast,False,,,boast
812,False,True,False,False,True,False,True,False,False,False,,happiness,False,,,happiness
813,False,True,False,False,True,False,True,False,False,True,,enjoy,True,,,enjoy
814,False,True,False,False,True,False,True,False,False,True,,blessing,False,,,blessing
815,False,False,False,False,False,False,True,False,False,False,,agree,False,,,agree
816,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,stranger
817,False,False,True,True,False,True,False,False,False,False,,creature,False,,,creatures
818,False,False,False,False,False,False,True,False,False,False,,wise,False,,,wiser
819,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
820,False,False,False,False,False,False,True,False,False,False,,aid,False,,,aid
821,False,False,False,False,False,True,False,False,False,False,,faulty,False,,,faulty
822,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
823,False,False,False,False,False,False,True,False,False,True,,noble,False,,,noble
824,False,False,True,True,False,True,False,False,False,False,,creature,False,,,creatures
825,False,True,False,False,True,False,True,False,False,True,,respect,False,,,respecting
826,False,False,False,False,True,False,True,False,False,True,,friendship,False,,,friendship
827,False,True,False,False,True,False,True,False,True,True,,hope,False,,,hope
828,True,False,True,True,False,True,False,True,False,False,,despair,False,,,despair
829,True,False,True,True,False,True,False,True,True,False,,lose,False,,,lost
830,False,False,False,False,False,False,True,False,False,False,,calm,False,,,calm
831,False,False,False,False,False,True,False,True,False,False,,grief,False,,,grief
832,False,False,False,False,False,True,False,False,False,False,,touch,False,,,touched
833,True,False,False,True,False,True,False,True,True,False,,break,False,,,broken
834,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
835,False,False,False,False,True,False,True,False,False,False,,beauty,False,,,beauties
836,False,True,False,False,True,False,True,False,False,False,,starry,False,,,starry
837,False,False,False,False,False,False,True,False,False,False,,sky,False,,,sky
838,False,False,False,False,False,False,True,False,False,False,,sea,False,,,sea
839,False,False,False,False,False,False,True,False,False,False,,afford,False,,,afforded
840,False,False,False,False,True,False,True,False,True,True,,wonderful,False,,,wonderful
841,False,False,False,False,False,False,True,False,False,False,,existence,False,,,existence
842,False,False,False,False,False,True,False,False,False,False,such a man,suffer,False,such a man,,suffer
843,True,False,True,True,False,True,False,True,False,False,,misery,False,,,misery
844,False,False,False,False,False,True,False,True,False,False,,overwhelm,False,,,overwhelmed
845,False,False,True,False,False,True,False,True,False,False,,disappointment,False,,,disappointments
846,False,True,False,False,True,False,True,False,False,False,,celestial,False,,,celestial
847,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
848,False,False,False,False,False,True,False,True,False,False,,grief,False,,,grief
849,False,False,False,False,False,True,False,False,False,False,,folly,False,,,folly
850,False,False,False,False,True,False,True,False,True,True,,smile,False,,,smile
851,False,True,False,False,True,False,True,False,True,False,,enthusiasm,False,,,enthusiasm
852,False,False,False,False,False,False,True,False,False,False,,tutor,False,such a man,,tutored
853,False,False,False,False,False,False,True,False,False,False,,refine,False,,,refined
854,False,True,False,True,True,True,True,True,False,True,,retirement,False,,,retirement
855,False,False,False,False,False,False,True,False,False,False,,render,False,,,renders
856,False,False,False,False,False,False,True,False,False,False,,extraordinary,False,,,extraordinary
857,False,False,False,False,False,False,True,False,False,True,,merit,False,,,merits
858,False,False,False,False,True,False,True,False,True,True,,wonderful,False,,,wonderful
859,False,True,False,False,True,False,True,False,False,True,,possess,False,,,possesses
860,False,False,False,False,False,False,True,False,False,False,,intuitive,False,,,intuitive
861,True,True,False,True,False,True,False,True,False,False,,fail,True,,,failing
862,False,False,False,False,False,False,False,False,True,False,,judgment,False,,,judgment
863,True,False,False,True,False,True,False,False,False,False,,penetration,False,,,penetration
864,False,False,False,False,False,False,True,False,False,False,,clearness,False,,,clearness
865,False,False,False,False,False,False,True,False,False,False,,precision,False,,,precision
866,False,False,False,False,False,False,True,False,False,False,,intonation,False,,,intonations
867,False,False,False,False,False,True,False,False,False,False,,subdue,False,,,subduing
868,False,False,False,False,True,False,True,True,False,False,,music,False,,,music
869,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,stranger
870,False,False,False,False,False,False,True,False,False,True,,perceive,False,,,perceive
871,False,False,False,False,False,False,True,False,False,False,,Captain,False,,,captain
872,False,False,False,False,False,True,False,False,False,False,,suffer,False,,,suffered
873,False,False,False,True,False,True,False,True,False,False,,misfortune,False,,,misfortunes
874,False,False,False,False,False,False,True,False,False,False,,determine,False,the stranger,,determined
875,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
876,True,False,True,True,False,True,False,True,False,False,,evil,False,,,evils
877,False,False,False,True,False,True,False,True,False,False,,die,False,,,die
878,False,False,False,False,False,False,True,False,False,True,,determination,False,,,determination
879,False,True,False,False,False,False,False,False,False,False,,seek,False,,,seek
880,False,False,False,False,False,False,True,False,False,False,,knowledge,False,,,knowledge
881,False,False,False,False,False,False,True,False,False,True,,wisdom,False,,,wisdom
882,False,True,False,False,True,False,True,False,True,True,,hope,False,,,hope
883,False,False,True,True,False,True,False,False,False,False,,serpent,False,,,serpent
884,True,False,False,True,False,True,False,False,False,False,,ste,False,,,sting
885,True,False,True,True,False,True,False,True,True,False,,disaster,False,,,disasters
886,False,True,False,True,False,False,False,False,False,False,,expose,False,,,exposing
887,False,False,False,True,False,True,False,True,False,False,,danger,False,,,dangers
888,False,False,False,False,False,False,True,False,False,False,,render,False,,,rendered
889,False,False,False,False,False,False,True,False,False,False,,apt,False,,,apt
890,True,False,False,False,False,False,True,False,False,True,,moral,False,,,moral
891,False,False,False,False,False,False,True,False,False,False,,tale,False,,,tale
892,False,True,False,False,True,False,True,False,True,True,,succeed,False,,,succeed
893,False,True,False,False,False,False,False,False,False,False,,undertaking,False,,,undertaking
894,False,False,False,False,False,False,True,True,False,False,,console,False,,,console
895,False,False,False,True,False,True,False,True,False,False,,case,False,,,case
896,False,False,True,True,False,True,False,True,False,False,,failure,False,,,failure
897,False,True,False,False,False,False,True,False,False,False,,prepare,False,,,prepare
898,True,False,False,True,False,True,False,False,False,False,,fear,False,nature:—nor,,fear
899,False,False,False,False,False,True,False,False,False,False,,unbelief,False,,,unbelief
900,True,False,True,False,False,True,False,True,False,False,,ridicule,False,,,ridicule
901,False,False,False,False,False,True,False,False,True,False,,wild,False,,,wild
902,False,True,False,True,False,False,False,False,True,False,,mysterious,False,,,mysterious
903,False,True,False,False,True,False,True,False,True,False,,laughter,False,,,laughter
904,False,False,False,True,False,True,False,True,False,True,,doubt,False,,,doubt
905,False,False,False,False,False,False,True,False,False,False,,tale,False,,,tale
906,False,False,False,False,False,False,False,False,False,True,,series,False,,,series
907,False,False,False,False,False,False,True,False,False,True,,truth,False,,,truth
908,False,False,False,False,False,False,True,False,False,False,,compose,False,,,composed
909,False,False,False,False,True,False,True,False,True,False,,gratify,False,,,gratified
910,False,False,False,False,False,False,True,False,False,False,,offer,False,,,offered
911,False,False,False,False,False,False,False,False,False,True,,communication,False,,,communication
912,False,False,False,False,False,False,True,False,False,False,,endure,True,,,endure
913,False,False,False,False,False,True,False,True,False,False,,grief,False,,,grief
914,False,False,False,True,False,True,False,True,False,False,,misfortune,False,,,misfortunes
915,False,True,False,False,True,False,True,False,False,True,,eagerness,False,,,eagerness
916,False,False,False,False,True,False,True,False,False,True,,promise,False,,,promised
917,False,True,False,False,False,False,True,False,True,False,,curiosity,False,,,curiosity
918,False,False,False,False,False,False,True,False,False,False,,ameliorate,False,,,ameliorate
919,False,True,False,False,False,True,False,False,False,False,,fate,False,,,fate
920,True,True,True,True,True,True,True,True,True,True,,feeling,False,,,feelings
921,False,False,False,False,False,False,True,True,False,False,,sympathy,False,,,sympathy
922,False,False,False,False,False,True,False,False,False,False,,useless,False,,,useless
923,False,True,False,False,False,True,False,False,False,False,,fate,False,,,fate
924,False,True,False,False,False,True,False,False,False,False,,wait,False,,,wait
925,False,False,False,False,False,False,True,False,False,False,,repose,False,,,repose
926,False,True,False,False,True,False,True,False,False,True,,peace,False,,,peace
927,True,True,True,True,True,True,True,True,True,True,,feeling,False,,,feeling
928,False,True,False,False,False,False,True,False,False,True,,continue,False,he,,continued
929,False,False,False,False,False,False,True,False,False,True,,perceive,False,,,perceiving
930,True,False,False,False,False,True,False,False,True,False,,interrupt,False,,,interrupt
931,False,False,False,True,False,True,False,False,False,False,,mistaken,False,,,mistaken
932,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
933,False,False,False,False,False,False,True,False,False,True,,perceive,False,,,perceive
934,False,False,False,False,False,False,True,False,False,False,,determined,False,,,determined
935,False,True,False,False,True,False,True,False,True,True,,leisure,False,,,leisure
936,False,False,False,False,True,False,True,False,False,True,,promise,False,,,promise
937,False,False,False,False,False,False,True,False,False,False,,occupy,True,,,occupied
938,True,False,False,False,False,True,True,False,False,True,,word,False,,,words
939,False,False,False,False,False,False,False,False,False,True,,relate,False,,,related
940,False,True,False,False,True,False,True,False,False,True,,engage,False,,,engaged
941,False,False,False,False,False,False,True,False,False,True,,doubtless,False,,,doubtless
942,False,False,False,False,False,False,True,False,False,False,this manuscript,afford,False,this manuscript,,afford
943,False,False,False,False,False,False,True,False,False,False,,interest,False,,,interest
944,False,False,False,False,False,False,True,True,False,False,,sympathy,False,,,sympathy
945,False,False,False,False,False,False,True,False,False,False,,task,False,,,task
946,False,False,False,False,False,False,True,False,False,False,,full,False,,,full
947,False,False,False,False,False,False,True,False,False,False,,lustrous,False,,,lustrous
948,False,False,False,False,False,True,False,True,False,False,,melancholy,False,,,melancholy
949,False,False,False,False,False,False,True,False,False,False,,sweetness,False,,,sweetness
950,False,False,False,True,False,True,False,False,False,False,,harrowing,False,,,harrowing
951,True,False,False,True,False,True,False,True,False,False,,frightful,False,,,frightful
952,True,False,False,False,False,True,False,False,False,False,,storm,False,,,storm
953,False,True,False,False,True,False,True,False,True,True,,embrace,False,,,embraced
954,False,False,False,False,False,False,True,False,False,False,,gallant,False,,,gallant
955,True,False,True,True,False,True,False,True,True,False,,wreck,False,,,wrecked
956,False,True,False,True,True,False,True,False,False,True,,birth,False,,,birth
957,False,False,False,False,False,True,False,False,False,False,,republic,False,,,republic
958,True,False,False,True,False,True,False,False,False,True,,counsellor,False,,,counsellors
959,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
960,False,False,False,False,False,False,False,False,False,True,,fill,False,,,filled
961,False,True,False,False,False,False,True,False,False,False,,public,False,,,public
962,False,True,False,False,True,False,True,False,False,True,,respect,False,my father,,respected
963,False,False,False,False,False,False,True,False,False,True,,integrity,False,,,integrity
964,False,False,False,False,False,False,True,False,False,False,,attention,False,,,attention
965,False,True,False,False,False,False,True,False,False,False,,public,False,,,public
966,False,True,False,False,True,False,True,False,True,False,,young,False,,,younger
967,False,False,False,False,False,False,True,False,False,False,,occupy,False,,,occupied
968,False,False,False,True,False,False,False,False,False,False,my father,prevent,False,my father,,prevented
969,False,False,False,False,False,True,False,False,False,False,,decline,False,,,decline
970,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
971,False,True,False,False,True,False,True,False,False,True,,marriage,False,,,marriage
972,False,False,False,False,False,False,True,False,False,False,,illustrate,False,,,illustrate
973,False,True,False,False,True,False,True,False,False,True,,intimate,False,,,intimate
974,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friends
975,False,False,False,False,False,False,False,False,False,True,,merchant,False,,,merchant
976,False,False,False,False,False,True,False,True,False,False,,fall,False,,,fell
977,True,False,True,True,False,True,False,True,False,False,,poverty,False,,,poverty
978,False,True,False,False,True,False,True,False,False,True,,proud,False,,,proud
979,True,False,False,True,False,False,False,False,False,False,,bear,True,,,bear
980,True,False,True,True,False,True,False,True,False,False,,poverty,False,,,poverty
981,True,False,False,True,False,True,False,False,False,False,,oblivion,False,,,oblivion
982,False,True,False,False,True,False,True,False,False,True,,magnificence,False,,,magnificence
983,False,True,False,False,True,False,True,False,False,True,,pay,False,,,paid
984,False,False,False,False,False,True,False,True,False,False,,debt,False,,,debts
985,False,False,False,False,True,False,True,False,False,False,,daughter,False,,,daughter
986,False,True,False,True,False,True,False,False,False,False,,unknown,False,,,unknown
987,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
988,False,False,False,False,True,False,True,False,False,False,my father,love,False,my father,,loved
989,False,False,False,False,True,False,True,False,False,True,,true,False,,,truest
990,False,False,False,False,True,False,True,False,False,True,,friendship,False,,,friendship
991,False,False,False,True,False,True,False,True,False,False,,grieve,False,,,grieved
992,False,False,False,False,False,True,False,True,False,False,,unfortunate,False,,,unfortunate
993,True,False,True,False,False,True,False,True,False,False,,bitterly,False,,,bitterly
994,True,False,True,False,False,True,False,True,False,False,my father,deplore,False,his friend,,deplored
995,False,False,False,False,True,False,True,False,False,False,,pride,False,,,pride
996,False,False,False,False,False,False,True,False,False,False,,lead,False,,,led
997,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
998,False,False,False,False,False,False,True,False,False,True,,worthy,False,,,worthy
999,False,False,False,False,True,False,True,False,False,True,,affection,False,,,affection
1000,False,False,False,False,False,False,True,False,False,True,,unite,False,,,united
1001,True,False,True,True,False,True,False,True,True,False,my father,lose,False,my father,,lost
1002,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
1003,False,True,False,False,False,False,False,False,False,False,,seek,False,,,seek
1004,False,True,False,False,True,False,True,False,True,True,,hope,False,,,hope
1005,False,False,False,False,False,False,False,False,False,True,,persuade,False,,,persuading
1006,False,False,False,False,False,False,True,False,False,True,,credit,False,,,credit
1007,False,False,False,False,False,False,True,False,False,False,,assistance,False,,,assistance
1008,False,False,False,False,False,False,False,False,False,True,,measure,False,,,measures
1009,False,False,False,False,False,True,False,True,False,False,,conceal,False,,,conceal
1010,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1011,False,False,False,False,True,False,True,False,False,False,,overjoyed,False,,,overjoyed
1012,False,False,False,False,False,False,True,False,False,False,,discovery,False,,,discovery
1013,True,False,True,True,False,True,False,True,False,False,,misery,False,,,misery
1014,True,False,True,True,False,True,False,True,False,False,,despair,False,,,despair
1015,False,False,False,False,True,False,True,False,False,False,my father,welcome,False,my father,,welcomed
1016,False,False,False,False,True,False,True,False,False,True,my father,save,False,my father,,saved
1017,False,False,False,False,False,True,False,False,False,False,,small,False,,,small
1018,True,True,False,False,True,False,True,False,True,True,,money,False,,,money
1019,True,False,True,True,False,True,False,True,True,False,,wreck,False,,,wreck
1020,False,True,False,False,True,False,True,False,True,True,,fortune,False,,,fortunes
1021,False,False,False,False,False,False,True,False,False,True,,provide,False,,,provide
1022,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
1023,False,True,False,False,True,False,True,False,True,True,,hope,False,,,hoped
1024,False,False,False,False,False,False,True,False,False,False,,procure,False,,,procure
1025,False,False,False,False,False,False,True,False,False,True,,respectable,False,,,respectable
1026,False,False,False,False,False,False,False,False,False,True,,merchant,False,,,merchant
1027,False,False,False,False,False,True,False,False,False,False,,spend,False,,,spent
1028,False,False,False,False,False,True,False,False,False,False,,inaction,False,,,inaction
1029,False,False,False,False,False,True,False,True,False,False,,grief,False,,,grief
1030,False,True,False,False,True,False,True,False,True,True,,leisure,False,,,leisure
1031,True,False,True,False,False,True,False,True,False,False,,lie,False,,,lay
1032,False,False,True,True,False,True,False,True,False,False,,sickness,False,,,sickness
1033,False,False,False,False,True,False,True,False,False,False,,daughter,False,,,daughter
1034,False,False,False,False,True,False,True,False,False,False,,tenderness,False,,,tenderness
1035,True,False,True,True,False,True,False,True,False,False,,despair,False,,,despair
1036,False,False,False,False,False,True,False,False,False,False,,decrease,False,,,decreasing
1037,False,False,False,False,False,False,True,False,False,False,,prospect,False,,,prospect
1038,True,True,True,True,True,True,True,False,False,True,caroline beaufort,possess,False,caroline beaufort,,possessed
1039,False,False,False,False,False,False,True,False,False,False,,courage,False,,,courage
1040,True,False,False,True,False,True,False,True,False,False,,adversity,False,,,adversity
1041,False,False,False,False,False,False,True,False,False,False,,procure,False,,,procured
1042,False,False,False,False,False,False,True,False,False,False,,earn,False,,,earn
1043,False,False,False,False,False,True,False,True,False,False,,scarcely,False,,,scarcely
1044,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1045,False,True,False,False,True,False,True,False,False,True,,grow,False,,,grew
1046,True,False,True,True,False,True,False,True,False,False,,bad,False,,,worse
1047,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
1048,False,False,False,False,False,False,True,False,False,False,,occupy,False,,,occupied
1049,False,False,False,False,False,True,False,False,False,False,my father,decrease,False,several months,,decreased
1050,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1051,False,False,False,True,False,True,False,True,False,False,,die,False,,,died
1052,False,False,False,False,False,True,False,True,True,False,,leave,False,,,leaving
1053,False,False,False,True,False,True,False,True,False,False,,orphan,False,,,orphan
1054,False,False,False,False,False,True,False,True,False,False,,beggar,False,,,beggar
1055,False,False,False,True,False,True,False,True,False,False,,coffin,False,,,coffin
1056,False,False,False,False,False,True,False,True,False,False,,weep,False,,,weeping
1057,True,False,True,False,False,True,False,True,False,False,,bitterly,False,,,bitterly
1058,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1059,False,False,False,False,False,False,True,False,False,True,,protect,False,,,protecting
1060,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
1061,False,False,False,False,False,False,True,False,False,True,,commit,False,,,committed
1062,False,False,False,False,False,True,False,True,False,False,,interment,False,,,interment
1063,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
1064,False,False,False,False,False,False,True,False,False,False,,considerable,False,,,considerable
1065,False,False,False,False,False,True,False,False,False,False,,bond,False,,,bonds
1066,False,False,False,False,True,False,True,False,False,True,,affection,False,,,affection
1067,False,False,False,False,False,False,True,False,False,False,,sense,False,,,sense
1068,False,False,False,False,False,False,True,False,False,True,,justice,False,,,justice
1069,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1070,False,False,False,False,False,False,True,False,False,True,,upright,False,,,upright
1071,False,False,False,False,False,False,True,False,False,False,,render,False,,,rendered
1072,False,False,False,False,True,False,True,False,False,True,,approve,False,,,approve
1073,False,False,False,False,True,False,True,False,False,False,,love,False,,,love
1074,False,False,False,False,False,False,True,False,False,False,,strongly,False,,,strongly
1075,False,False,False,False,False,True,False,False,False,False,my father,suffer,False,,,suffered
1076,False,False,False,False,False,True,False,True,False,False,,late,False,,,late
1077,False,True,True,False,False,False,True,False,False,True,,dispose,False,,,disposed
1078,False,False,False,False,False,False,True,False,False,False,,great,False,,,greater
1079,False,False,False,False,False,False,True,False,False,False,,worth,False,,,worth
1080,False,False,False,False,False,False,False,False,False,True,,show,False,,,show
1081,False,False,False,False,True,False,True,False,False,False,,gratitude,False,,,gratitude
1082,False,True,False,True,True,False,True,False,False,True,,worship,False,,,worship
1083,False,False,False,False,False,False,True,False,False,False,,attachment,False,,,attachment
1084,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1085,False,False,False,False,True,False,True,False,False,False,,fondness,False,,,fondness
1086,False,True,False,False,True,False,True,False,True,True,,inspire,False,,,inspired
1087,False,False,False,False,True,False,True,False,False,True,,reverence,False,,,reverence
1088,False,False,False,False,False,False,True,False,False,True,,virtue,False,,,virtues
1089,False,False,False,False,False,False,True,False,False,False,,degree,False,,,degree
1090,False,False,False,True,False,True,False,True,False,False,,sorrow,False,,,sorrows
1091,False,False,False,False,False,False,True,False,False,False,,endure,False,,,endured
1092,False,False,False,False,False,False,True,False,False,False,,grace,False,,,grace
1093,False,False,False,False,False,False,True,False,False,False,,convenience,False,,,convenience
1094,False,True,False,False,False,False,False,False,False,False,inexpressible grace,strive,False,her,,strove
1095,False,False,False,False,False,False,True,False,False,True,,shelter,False,,,shelter
1096,False,False,False,False,False,False,True,False,False,False,,fair,False,,,fair
1097,False,False,False,False,False,False,True,False,False,False,,exotic,False,,,exotic
1098,False,False,False,False,False,False,True,False,False,True,,shelter,False,,,sheltered
1099,False,True,False,False,False,True,True,False,False,False,,surround,False,,,surround
1100,True,True,False,True,True,False,True,False,True,False,,excite,False,,,excite
1101,False,False,False,False,True,False,True,False,False,False,,pleasurable,False,,,pleasurable
1102,False,False,False,False,False,True,False,False,False,False,,hitherto,False,,,hitherto
1103,False,False,False,False,False,False,True,False,False,True,,constant,False,,,constant
1104,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
1105,False,True,False,False,True,False,True,False,False,True,,marriage,False,,,marriage
1106,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1107,False,False,False,False,False,True,False,False,False,False,their,relinquish,False,italy,,relinquished
1108,False,True,False,False,False,False,True,False,False,False,,public,False,,,public
1109,False,True,False,False,False,True,True,False,False,False,,immediately,False,,,immediately
1110,False,True,False,False,False,False,False,False,False,False,,seek,False,,,sought
1111,False,True,False,False,True,False,True,False,True,True,,pleasant,False,,,pleasant
1112,False,False,False,True,False,False,False,False,False,False,,change,False,,,change
1113,False,False,False,False,False,False,True,False,False,False,,interest,False,,,interest
1114,False,False,False,False,False,False,True,False,False,True,,attendant,False,,,attendant
1115,False,False,False,False,False,False,True,False,False,False,,land,False,,,land
1116,False,True,False,False,True,False,True,False,False,True,,restorative,False,,,restorative
1117,False,False,False,False,False,True,False,False,False,False,,weakened,False,,,weakened
1118,False,False,False,False,False,False,True,False,False,False,they,visit,False,italy,,visited
1119,False,True,False,False,True,False,True,False,False,False,,child,False,,,child
1120,True,False,False,True,False,False,False,False,False,False,,bear,False,they,,born
1121,False,True,False,True,True,False,True,False,True,False,,infant,False,,,infant
1122,False,True,False,False,True,False,True,False,False,False,,child,False,,,child
1123,False,True,False,False,False,False,True,False,False,False,,store,False,,,stores
1124,False,False,False,False,True,False,True,False,False,True,,affection,False,,,affection
1125,False,False,False,False,True,False,True,False,False,False,,love,False,,,love
1126,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1127,False,False,False,False,True,False,True,False,False,True,,tender,False,,,tender
1128,False,False,False,False,False,False,True,False,False,False,,caress,False,,,caresses
1129,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1130,False,False,False,False,True,False,True,False,True,True,,smile,False,,,smile
1131,False,False,False,False,False,False,True,False,False,False,,idol,False,,,idol
1132,False,True,False,False,True,False,True,False,False,False,,child,False,,,child
1133,False,False,False,False,False,False,True,False,False,True,,innocent,False,,,innocent
1134,False,False,False,True,False,True,False,True,False,False,,helpless,False,,,helpless
1135,False,False,True,True,False,True,False,False,False,False,,creature,False,,,creature
1136,False,True,False,False,True,False,True,False,True,True,,good,False,,,good
1137,False,True,False,False,True,False,True,False,False,False,,happiness,False,,,happiness
1138,True,False,True,True,False,True,False,True,False,False,,misery,False,,,misery
1139,False,False,False,False,False,False,True,False,False,True,,accord,False,,,according
1140,False,False,False,False,False,False,True,False,False,False,,consciousness,False,,,consciousness
1141,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
1142,False,False,False,False,True,False,True,False,False,False,,tenderness,False,,,tenderness
1143,False,False,False,False,True,False,True,False,False,False,,animate,False,,,animated
1144,False,True,False,True,True,False,True,False,True,False,,infant,False,,,infant
1145,False,False,False,False,False,False,True,False,False,False,,receive,False,,,received
1146,False,True,False,False,False,False,True,False,False,True,,lesson,False,,,lesson
1147,False,True,False,False,False,False,True,False,False,True,,patience,False,,,patience
1148,False,False,False,False,True,False,True,False,False,False,,charity,False,,,charity
1149,False,False,False,False,False,False,True,False,False,True,,guide,False,,,guided
1150,False,True,False,False,False,False,False,False,False,False,,long,False,,,long
1151,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
1152,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1153,False,False,False,False,True,False,True,False,False,False,,daughter,False,,,daughter
1154,False,True,False,False,False,False,True,False,False,True,,continue,False,,,continued
1155,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1156,False,False,False,False,False,False,False,True,False,False,,necessity,False,,,necessity
1157,False,False,False,False,False,True,False,False,False,False,,suffer,False,,,suffered
1158,False,False,False,False,False,False,True,False,False,True,,guardian,False,,,guardian
1159,False,True,False,False,True,False,True,False,True,True,,angel,False,,,angel
1160,False,False,False,True,False,True,False,True,False,False,,afflict,False,,,afflicted
1161,False,False,False,False,False,False,False,False,True,False,,singularly,False,,,singularly
1162,False,False,False,False,False,False,True,False,False,False,,clothe,False,,,clothed
1163,False,True,False,False,True,False,True,False,False,False,,child,False,,,children
1164,False,False,False,False,False,True,False,False,False,False,,speak,False,it,,spoke
1165,True,False,True,True,False,True,False,True,False,False,,bad,False,,,worst
1166,False,False,False,False,False,False,True,False,False,False,,shape,False,,,shape
1167,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
1168,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1169,False,False,False,False,False,False,True,False,False,False,my father,visit,False,his abode,,visited
1170,False,False,False,False,True,False,True,False,False,True,his abode,find,False,five hungry babes,,found
1171,False,False,False,False,False,False,True,False,False,False,,working,False,,,working
1172,False,False,False,False,False,True,False,False,False,False,,scanty,False,,,scanty
1173,False,True,False,False,False,True,False,False,False,False,,hungry,False,,,hungry
1174,False,True,False,False,True,True,True,True,False,True,,mother,False,,,mother
1175,False,False,False,False,False,False,True,False,False,False,,rest,False,,,rest
1176,False,False,False,False,False,False,False,True,False,False,,dark,False,,,dark
1177,False,False,False,False,True,False,True,False,False,True,,hardy,False,,,hardy
1178,False,True,False,False,True,False,True,False,False,False,,child,False,,,child
1179,False,False,False,False,False,False,True,False,False,False,,fair,False,,,fair
1180,False,False,False,False,False,False,True,False,False,False,,gold,False,,,gold
1181,True,False,True,True,False,True,False,True,False,False,,poverty,False,,,poverty
1182,False,False,False,False,False,False,True,False,False,False,,distinction,False,,,distinction
1183,False,False,False,False,False,False,False,True,False,False,,blue,False,,,blue
1184,False,False,False,False,False,False,True,False,False,False,,sensibility,False,,,sensibility
1185,False,False,False,False,False,False,True,False,False,False,,sweetness,False,,,sweetness
1186,True,False,False,True,False,False,False,False,False,False,,bear,False,,,bearing
1187,False,True,False,False,True,False,True,False,False,False,,celestial,False,,,celestial
1188,False,False,False,False,False,False,True,False,False,False,,feature,False,,,features
