,NRCw_Em_anger,NRCw_Em_anticipation,NRCw_Em_disgust,NRCw_Em_fear,NRCw_Em_joy,NRCw_Em_negative,NRCw_Em_positive,NRCw_Em_sadness,NRCw_Em_surprise,NRCw_Em_trust,agent,lemma,neg,patient,predicative,text
386,False,True,False,False,True,False,True,False,True,True,,fortune,False,,,fortune
387,False,False,False,False,False,False,True,False,False,False,,considerable,False,,,considerable
388,True,True,False,False,True,False,True,False,True,True,,money,False,,,money
389,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
390,True,False,True,False,False,True,False,False,False,False,,mistress,False,,,mistress
391,False,True,False,False,False,False,False,False,False,False,,destine,False,,,destined
392,False,False,False,False,True,False,True,False,True,False,,ceremony,False,,,ceremony
393,False,False,False,False,False,True,True,False,False,True,,confess,False,,,confessing
394,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
395,False,False,False,False,True,False,True,False,False,False,,love,False,,,loved
396,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
397,False,False,False,False,True,False,True,False,False,True,,generous,False,,,generous
398,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
399,False,False,False,False,False,False,True,False,False,True,my generous friend,reassure,False,his,,reassured
400,False,False,False,False,False,False,False,False,False,True,,inform,False,,,informed
401,False,True,False,False,True,False,True,False,False,True,,lover,False,,,lover
402,True,False,False,True,False,True,False,True,False,False,,abandon,False,,,abandoned
403,False,True,False,False,False,False,False,False,False,False,,farm,False,,,farm
404,True,True,False,False,True,False,True,False,True,True,,money,False,,,money
405,False,False,True,True,False,True,True,False,False,True,,remain,False,,,remains
406,True,True,False,False,True,False,True,False,True,True,,money,False,,,money
407,False,True,False,False,True,False,True,False,True,False,,young,False,,,young
408,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
409,False,True,False,False,True,False,True,False,False,True,,marriage,False,,,marriage
410,False,True,False,False,True,False,True,False,False,True,,lover,False,,,lover
411,False,False,False,False,False,True,False,True,False,False,his former mistress,refuse,False,his former mistress,,refused
412,False,False,False,False,False,True,False,False,False,False,,bind,False,,,bound
413,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
414,False,False,False,False,True,False,True,False,False,True,,find,False,,,found
415,False,False,False,False,False,False,False,False,False,True,,father,False,,,father
416,False,False,False,False,False,True,False,False,False,False,,quit,False,,,quitted
417,True,False,True,False,False,True,False,False,False,False,,mistress,False,,,mistress
418,False,True,False,True,True,False,True,False,True,True,,marry,False,,,married
419,False,False,False,False,False,False,True,False,False,True,,accord,False,,,according
420,False,False,False,False,False,False,True,False,False,True,,noble,False,,,noble
421,False,False,False,False,False,False,True,False,False,True,,fellow,False,,,fellow
422,False,False,False,False,False,False,False,False,True,False,,exclaim,False,,,exclaim
423,False,False,False,False,False,True,False,True,False,False,,uneducated,False,,,uneducated
424,False,False,False,False,True,False,True,False,False,True,,kind,False,,,kind
425,False,False,True,False,False,True,False,False,False,False,,ignorant,False,,,ignorant
426,True,False,True,False,False,True,False,False,False,False,,carelessness,False,,,carelessness
427,False,False,False,False,False,False,True,False,False,False,,render,False,,,renders
428,True,False,False,False,False,True,False,False,False,False,,detract,False,,,detracts
429,False,False,False,False,False,False,True,False,False,False,,interest,False,,,interest
430,False,False,False,False,False,False,True,True,False,False,,sympathy,False,,,sympathy
431,True,False,False,False,False,True,False,True,False,False,,complain,False,,,complain
432,False,False,False,False,False,True,False,False,False,False,,toil,False,,,toils
433,False,False,False,True,False,True,False,False,False,False,,waver,False,,,wavering
434,False,False,False,False,False,False,False,False,False,True,,fix,False,,my voyage,fixed
435,False,True,False,False,False,True,False,False,False,False,,fate,False,,,fate
436,False,True,False,False,False,False,False,False,False,False,,voyage,False,,,voyage
437,True,False,True,True,False,True,False,True,False,False,,delay,False,,,delayed
438,False,False,True,True,False,True,False,True,True,False,,dreadfully,False,,,dreadfully
439,False,False,False,False,True,False,True,False,False,True,,promise,False,,,promises
440,False,False,False,False,False,False,True,False,False,False,,remarkably,False,,,remarkably
441,False,True,False,False,False,False,True,False,True,True,,expect,False,,,expected
442,False,False,False,False,False,False,False,False,False,True,,confide,False,,,confide
443,False,False,False,False,False,False,True,False,False,False,,prudence,False,,,prudence
444,False,False,False,False,False,False,True,False,False,True,,commit,False,,,committed
445,False,False,False,False,False,False,True,False,False,False,,prospect,False,,,prospect
446,False,True,False,False,False,False,False,False,False,False,,undertaking,False,,,undertaking
447,False,False,False,False,False,True,False,True,False,False,,impossible,False,,you,impossible
448,False,False,False,False,False,False,True,False,False,True,,communicate,False,,,communicate
449,False,False,False,True,False,True,False,False,False,False,,trembling,False,,,trembling
450,False,False,False,False,True,False,True,False,False,False,,pleasurable,False,,,pleasurable
451,False,False,False,True,False,True,False,True,False,False,,fearful,False,,,fearful
452,False,True,False,False,False,False,True,False,False,False,,prepare,False,,,preparing
453,False,True,False,False,False,False,False,True,False,False,,depart,False,,,depart
454,False,False,False,False,False,False,True,False,False,False,,land,False,,,land
455,False,False,False,True,False,True,False,True,False,False,,kill,False,,,kill
456,False,False,False,True,False,True,False,False,True,False,,alarm,False,,,alarmed
457,False,False,False,False,False,True,False,True,False,False,,worn,False,,,worn
458,False,False,False,False,False,True,False,False,False,False,,Ancient,False,,,ancient
459,False,False,False,False,True,False,True,False,True,True,,smile,False,,,smile
460,False,False,False,False,False,False,False,False,False,True,,secret,False,,,secret
461,False,False,False,False,False,False,True,False,False,False,,attachment,False,,,attachment
462,False,True,False,False,True,False,True,False,False,True,,passionate,False,,,passionate
463,False,True,False,False,True,False,True,False,True,False,,enthusiasm,False,,,enthusiasm
464,False,False,False,True,False,True,False,False,False,False,,dangerous,False,,,dangerous
465,False,True,False,False,False,False,False,False,True,False,,mystery,False,,,mysteries
466,False,True,False,False,False,False,True,False,False,False,,production,False,,,production
467,False,False,False,False,False,False,True,False,False,False,,imaginative,False,,,imaginative
468,False,False,False,True,False,True,False,True,False,False,,pain,False,,,pains
469,False,False,False,False,True,False,True,False,False,False,,love,False,,,love
470,False,True,False,False,False,False,False,False,False,False,,hurry,False,,,hurries
471,False,False,False,False,False,True,False,False,True,False,,wild,False,,,wild
472,False,False,False,False,False,False,True,False,False,False,,sea,False,,,sea
473,False,True,False,False,False,False,False,False,False,False,,explore,False,,,explore
474,False,False,False,False,False,False,True,False,False,False,,immense,False,,,immense
475,False,False,False,False,False,False,True,False,False,False,,sea,False,,,seas
476,False,True,False,False,False,False,False,False,False,True,,dare,False,,,dare
477,False,True,False,False,False,False,True,False,True,True,,expect,True,,,expect
478,False,True,False,False,True,False,True,False,False,False,,success,False,,,success
479,True,False,False,True,False,False,False,False,False,False,,bear,True,,,bear
480,False,True,False,False,False,False,True,False,False,True,,continue,False,,,continue
481,False,True,False,False,True,False,True,False,True,True,,present,False,,,present
482,False,True,False,False,False,False,True,False,False,False,,opportunity,False,,,opportunity
483,False,True,False,False,False,False,False,False,False,False,,letter,False,,,letters
484,False,True,False,False,True,False,True,False,True,False,,spirit,False,,,spirits
485,False,False,False,False,True,False,True,False,False,False,,love,False,,,love
486,False,False,False,False,True,False,True,False,False,True,,affection,False,,,affection
487,False,False,False,False,False,False,True,False,False,True,,brother,False,,,brother
488,False,False,False,False,False,False,True,False,False,False,,dear,False,,,dear
489,False,False,False,True,False,False,False,False,False,False,,line,False,,,lines
490,False,True,False,False,False,False,False,False,False,False,,haste,False,,,haste
491,False,False,False,False,True,False,True,False,False,True,,safe,False,,,safe
492,False,False,False,False,False,False,True,False,False,False,,advanced,False,,,advanced
493,False,True,False,False,False,False,False,False,False,False,,voyage,False,,,voyage
494,False,True,False,False,False,False,False,False,False,False,,letter,False,,,letter
495,False,True,False,False,False,False,False,False,False,False,,voyage,False,,,voyage
496,False,False,False,False,False,False,True,False,False,False,,fortunate,False,,,fortunate
497,False,False,False,False,False,False,True,False,False,False,,land,False,,,land
498,False,True,False,False,True,False,True,False,True,True,,good,False,,,good
499,False,True,False,False,True,False,True,False,True,False,,spirit,False,,,spirits
500,False,False,False,False,False,False,True,False,False,False,,bold,False,,my men,bold
501,False,False,False,True,False,True,False,True,False,False,,danger,False,,,dangers
502,False,True,False,True,True,False,True,False,True,False,,advance,False,,,advancing
503,True,True,False,True,False,True,False,True,True,False,,dismay,False,,,dismay
504,False,False,False,False,False,False,True,False,False,False,,degree,False,,,degree
505,False,True,False,False,False,False,True,False,False,False,,renovate,False,,,renovating
506,False,True,False,False,False,False,True,False,True,True,,expect,True,,,expected
507,False,False,False,False,False,False,False,False,True,False,,incident,False,,,incidents
508,False,False,False,False,False,True,False,False,False,False,,hitherto,False,,,hitherto
509,False,False,False,False,False,True,False,False,False,False,,befall,False,we,,befallen
510,False,True,False,False,False,False,False,False,False,False,,letter,False,,,letter
511,False,False,False,False,False,True,False,False,False,False,,stiff,False,,,stiff
512,False,False,False,False,False,True,False,False,False,False,,leak,False,,,leak
513,False,False,False,True,False,True,False,True,True,False,,accident,False,,,accidents
514,False,False,False,False,False,False,True,False,False,True,,experience,False,,,experienced
515,False,True,False,False,False,False,False,False,False,True,,navigator,False,,,navigators
516,False,False,False,False,False,True,False,True,False,False,,scarcely,False,,,scarcely
517,False,False,False,False,True,False,True,False,False,True,,content,False,,,content
518,True,False,True,True,False,True,False,True,False,False,,bad,False,,,worse
519,False,True,False,False,False,False,False,False,False,False,,happen,False,,,happen
520,False,True,False,False,False,False,False,False,False,False,,voyage,False,,,voyage
521,False,False,False,False,False,False,True,False,False,False,,dear,False,,,dear
522,False,False,False,False,False,False,True,False,False,True,,assure,False,,,assured
523,False,False,False,True,False,True,False,True,False,False,,danger,False,,,danger
524,False,False,False,False,False,False,True,False,False,False,,cool,False,,,cool
525,False,False,False,False,False,False,True,False,False,True,,prudent,False,,,prudent
526,False,True,False,False,True,False,True,False,False,False,,success,False,,,success
527,False,False,False,False,False,False,True,False,False,False,,sea,False,,,seas
528,False,True,False,False,True,False,True,False,False,True,,star,False,,,stars
529,False,False,False,False,False,False,False,False,False,True,,witness,False,,,witnesses
530,False,False,False,False,False,False,False,False,False,True,,testimony,False,,,testimonies
531,False,True,False,False,True,False,True,False,False,False,,triumph,False,,,triumph
532,False,False,False,False,False,True,False,False,False,False,,untamed,False,,,untamed
533,False,False,False,False,False,False,True,False,False,False,,determine,False,,,determined
534,False,False,False,True,False,True,False,False,False,False,,swell,False,,,swelling
535,False,True,False,False,True,False,True,False,False,True,,bless,False,,,bless
536,False,False,False,True,False,True,False,True,True,False,,accident,False,,,accident
537,False,True,False,False,False,False,False,False,False,False,,happen,False,,,happened
538,True,False,True,True,False,True,False,False,False,False,,possession,False,,,possession
539,False,True,False,False,False,True,True,False,False,False,last monday (july 31st),surround,False,last monday (july 31st),,surrounded
540,False,True,False,False,False,False,False,False,False,False,,ship,False,,,ship
541,False,False,False,False,False,True,False,True,False,False,,scarcely,False,,,scarcely
542,False,False,False,False,False,True,False,True,True,False,,leave,False,,,leaving
543,False,False,False,False,False,False,True,False,False,False,,sea,False,,,sea
544,False,False,False,True,False,True,False,False,False,False,,dangerous,False,,us,dangerous
545,False,False,False,False,False,False,False,False,False,True,,compass,False,,,compassed
546,True,False,True,False,False,True,False,True,False,False,us,lie,False,,,lay
547,False,True,False,False,True,False,True,False,True,True,,hope,False,,,hoping
548,False,False,False,True,False,False,False,False,False,False,,change,False,,,change
549,False,False,False,False,False,True,False,False,False,False,,irregular,False,,,irregular
550,False,False,False,False,False,False,True,False,False,True,,comrade,False,,,comrades
551,False,False,True,False,False,True,False,True,False,False,,groan,False,us,,groaned
552,False,True,False,False,True,False,True,False,False,True,,grow,False,,,grow
553,False,False,False,False,False,False,True,False,False,True,,watchful,False,,,watchful
554,False,True,False,True,False,True,False,False,False,False,,anxious,False,,,anxious
555,False,True,False,False,False,False,False,False,False,False,,thought,False,,,thoughts
556,False,False,False,False,False,False,False,False,True,False,,suddenly,False,,,suddenly
557,False,False,False,False,False,False,True,False,False,False,,attention,False,,,attention
558,False,False,False,False,False,False,True,False,False,True,us,perceive,False,a sledge,,perceived
559,False,False,False,False,False,False,False,False,False,True,,fix,False,,,fixed
560,False,False,False,False,False,False,True,False,False,False,,shape,False,,,shape
561,False,False,False,False,False,False,True,False,False,False,,gigantic,False,,,gigantic
562,False,False,False,False,False,False,True,False,False,True,,guide,False,,,guided
563,False,True,False,True,False,False,False,False,False,False,we,watch,False,the ice,,watched
564,False,False,False,False,False,False,False,False,True,False,,rapid,False,,,rapid
565,False,True,False,False,True,False,True,False,False,False,,progress,False,,,progress
566,True,False,True,True,False,True,False,True,True,False,,lose,False,,,lost
567,True,False,False,True,False,True,False,True,False,False,,inequality,False,,,inequalities
568,True,True,False,True,True,False,True,False,True,True,,excite,False,we,,excited
569,False,False,False,False,False,False,False,False,False,True,,believe,False,,,believed
570,False,False,False,False,False,False,True,False,False,False,,land,False,,,land
571,False,False,False,True,False,False,False,False,True,False,,apparition,False,,,apparition
572,False,False,False,False,False,True,False,True,False,False,,impossible,False,,we,impossible
573,False,True,False,False,False,False,False,False,False,False,,track,False,,,track
574,False,False,False,False,False,False,True,False,False,False,,attention,False,,,attention
575,False,False,False,False,False,False,False,False,False,True,,ground,False,,,ground
576,False,False,False,False,False,False,True,False,False,False,,sea,False,,,sea
577,False,False,False,True,False,True,False,True,True,False,,break,False,,,broke
578,False,True,False,False,False,False,False,False,False,False,,ship,False,,,ship
579,True,False,True,False,False,True,False,True,False,False,we,lie,False,the ice,,lay
580,True,False,False,True,False,True,False,False,False,False,,fear,False,,,fearing
581,False,False,False,False,False,False,False,True,False,False,,dark,False,,,dark
582,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
583,False,False,False,False,False,False,True,False,False,False,,rest,False,,,rest
584,False,False,False,False,True,False,True,False,False,True,,find,False,,,found
585,False,False,False,False,False,False,True,False,False,False,,talk,False,,,talking
586,False,False,False,False,False,False,True,False,False,False,,sea,False,,,sea
587,False,False,False,False,False,False,False,False,False,True,,fact,False,,,fact
588,False,True,False,False,True,False,True,False,False,True,,alive,False,,,alive
589,False,False,False,False,False,False,False,False,False,True,,persuade,False,,,persuading
590,True,False,False,True,False,True,False,False,False,False,,savage,False,,,savage
591,False,False,False,False,False,False,False,False,True,False,,undiscovered,False,,,undiscovered
592,False,False,False,False,False,False,True,False,False,False,,master,False,,,master
593,False,False,False,False,False,False,True,False,False,False,,captain,False,,,captain
594,False,False,False,True,False,True,False,True,False,False,,perish,False,,,perish
595,False,False,False,False,False,False,True,False,False,False,,sea,False,,,sea
596,False,False,False,False,False,False,True,False,False,True,,perceive,False,,,perceiving
597,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,stranger
598,False,False,False,False,False,True,False,False,False,False,,foreign,False,,,foreign
599,False,True,False,False,False,False,False,False,False,False,,board,False,,,board
600,False,False,False,False,False,False,True,False,False,False,,kindness,False,,,kindness
601,False,False,False,False,False,False,False,False,False,True,,inform,False,,,inform
602,False,False,False,False,False,True,False,False,False,False,,bind,False,,,bound
603,False,False,False,False,True,False,True,False,True,False,,astonishment,False,,,astonishment
604,False,False,False,True,False,True,False,False,False,False,,hear,False,,,hearing
605,False,False,False,False,False,False,True,False,False,False,,question,False,,,question
606,True,False,False,False,False,True,False,False,False,False,,destruction,False,,,destruction
607,False,False,False,False,False,False,True,False,False,True,,exchange,True,,,exchanged
608,False,True,False,False,True,False,True,False,True,False,,precious,False,,,precious
609,False,False,False,False,True,False,True,False,False,True,,wealth,False,,,wealth
610,False,False,False,False,False,False,True,False,False,False,,afford,False,,,afford
611,False,True,False,False,False,False,False,False,False,False,,voyage,False,,,voyage
612,False,False,False,False,False,False,True,False,False,False,,discovery,False,,,discovery
613,False,False,False,True,False,True,False,False,False,False,,hear,False,,,hearing
614,False,False,False,False,True,False,True,False,False,False,,satisfied,False,,,satisfied
615,False,True,False,False,False,False,False,False,False,False,,board,False,,,board
616,False,True,False,False,True,False,True,False,True,True,,good,False,,,good
617,False,True,False,True,True,False,True,False,False,True,,God,False,,,god
618,False,False,False,True,True,False,True,False,True,False,,surprise,False,,,surprise
619,False,False,True,True,False,True,False,True,True,False,,dreadfully,False,,,dreadfully
620,False,False,False,True,False,True,False,True,False,False,,emaciate,False,,,emaciated
621,False,False,False,False,False,True,False,False,False,False,,fatigue,False,,,fatigue
622,False,False,True,True,False,True,False,True,False,False,,suffering,False,,,suffering
623,False,False,True,False,False,True,False,True,False,False,,wretched,False,,,wretched
624,False,True,False,False,False,False,False,False,False,False,a man,attempt,False,the cabin,,attempted
625,False,False,False,False,False,True,False,False,False,False,,quit,False,,,quitted
626,False,False,False,False,False,True,False,False,False,False,,brandy,False,,,brandy
627,True,False,False,True,False,True,False,False,False,False,,force,False,,,forcing
628,False,False,False,False,False,True,False,False,False,False,,small,False,,,small
629,False,False,False,False,False,False,False,False,False,True,,show,False,,,showed
630,False,False,False,False,False,False,False,False,False,True,,blanket,False,,,blankets
631,False,False,False,False,False,False,True,False,False,False,,degree,False,,,degrees
632,False,False,False,False,False,False,True,False,False,False,,eat,False,,,ate
633,False,False,False,False,False,False,True,False,False,False,,soup,False,,,soup
634,False,False,False,False,True,False,True,False,True,False,,wonderfully,False,,,wonderfully
635,True,False,False,True,False,True,False,False,False,False,,fear,False,,,feared
636,False,False,True,True,False,True,False,True,False,False,,suffering,False,,,sufferings
637,False,False,False,False,False,False,True,False,False,True,,understanding,False,,,understanding
638,False,False,False,False,False,False,False,False,False,True,,measure,False,,,measure
639,True,False,False,True,False,True,False,True,False,False,a man,remove,False,a man,,removed
640,False,False,False,False,False,False,True,False,False,False,,interesting,False,,,interesting
641,False,False,True,True,False,True,False,False,False,False,,creature,False,,,creature
642,True,False,False,True,False,True,False,False,False,False,,madness,False,,,madness
643,False,False,False,False,False,False,True,False,False,False,,kindness,False,,,kindness
644,False,False,False,False,True,False,True,False,False,False,,beam,False,,,beam
645,False,False,False,False,True,False,True,False,False,True,,benevolence,False,,,benevolence
646,False,False,False,False,False,False,True,False,False,False,,sweetness,False,,,sweetness
647,False,False,False,False,False,True,False,True,False,False,,melancholy,False,,a man,melancholy
648,False,False,False,True,False,True,False,True,False,False,,despairing,False,,,despairing
649,False,True,False,False,False,True,False,False,False,False,,impatient,False,,,impatient
650,False,True,True,True,True,True,True,True,True,True,,weight,False,,,weight
651,False,False,True,True,False,True,False,True,False,False,,woe,False,,,woes
652,True,False,True,True,False,True,False,True,False,False,,oppress,False,,,oppresses
653,False,False,False,False,False,False,True,False,False,False,,question,False,,,questions
654,True,False,False,True,False,True,False,True,False,False,,torment,False,,,tormented
655,False,True,False,False,False,False,True,False,True,False,,curiosity,False,,,curiosity
656,False,True,False,False,False,False,False,False,False,True,,depend,False,,,depended
657,False,False,False,False,False,False,True,False,False,False,,repose,False,,,repose
658,False,False,False,False,False,False,False,False,False,True,,lieutenant,False,,,lieutenant
659,False,False,False,False,False,True,False,True,False,False,,gloom,False,,,gloom
660,False,True,False,False,False,False,False,False,False,False,,seek,False,,,seek
661,False,False,False,True,False,True,False,False,False,False,,flee,False,,,fled
662,False,True,False,False,True,False,True,False,False,False,,fancy,False,,,fancy
663,False,False,False,False,False,False,True,False,False,False,,pick,False,,,picked
664,False,True,False,False,False,False,True,False,False,False,the stranger,arouse,False,the stranger,,aroused
665,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,stranger
666,False,False,False,False,False,False,True,False,False,False,,attention,False,,,attention
667,False,False,False,False,False,False,True,False,False,False,,question,False,,,questions
668,False,False,False,False,False,False,True,False,False,True,,doubtless,False,,,doubtless
669,True,True,False,True,True,False,True,False,True,True,the stranger,excite,False,the stranger,,excited
670,False,True,False,False,False,False,True,False,True,False,,curiosity,False,,,curiosity
671,False,True,False,False,True,False,True,False,True,True,,good,False,,,good
672,False,False,False,False,False,False,True,False,False,True,,considerate,False,,,considerate
673,True,False,True,True,False,True,False,True,False,False,,inhuman,False,,,inhuman
674,False,True,False,False,True,False,True,False,True,True,,rescue,False,,,rescued
675,False,True,False,True,False,True,False,True,False,False,,perilous,False,,,perilous
676,False,True,False,False,False,False,False,False,False,False,,think,False,,,thought
677,True,False,False,True,False,True,False,True,False,False,,destroy,False,,,destroyed
678,False,False,False,False,False,False,True,False,False,False,,degree,False,,,degree
679,False,False,False,False,False,False,True,False,False,False,,certainty,False,,,certainty
680,True,False,False,True,False,True,False,True,True,False,,break,True,,,broken
681,False,True,False,False,False,False,False,False,False,False,,arrive,False,,,arrived
682,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
683,False,True,False,False,False,False,False,False,False,False,,time,False,,,time
684,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
685,False,False,False,False,True,False,True,False,False,False,a new spirit of life,animate,False,the stranger,,animated
686,False,False,False,True,False,True,False,True,False,False,,decay,False,,,decaying
687,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,stranger
688,False,False,False,False,False,False,True,False,False,False,he,manifest,False,the cabin,,manifested
689,False,True,False,False,True,False,True,False,False,True,,eagerness,False,,,eagerness
690,False,True,False,True,False,False,False,False,False,False,,watch,False,,,watch
691,False,False,False,False,False,False,False,False,False,True,,persuade,False,,,persuaded
692,False,False,False,False,True,False,True,False,False,True,,promise,False,he,,promised
693,False,True,False,True,False,False,False,False,False,False,,watch,False,,,watch
694,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,stranger
695,False,True,False,False,True,False,True,False,False,True,the stranger,improve,False,the cabin,,improved
696,False,False,True,True,False,True,False,False,False,False,,uneasy,False,,,uneasy
697,False,False,False,False,False,False,True,False,False,False,,manner,False,,,manners
698,False,False,True,False,False,False,True,True,False,False,,interested,False,,,interested
699,False,False,False,False,False,False,False,False,False,True,,communication,False,,,communication
700,False,False,False,False,True,False,True,False,False,False,,love,False,,,love
701,False,False,False,False,False,False,True,False,False,True,,brother,False,,,brother
702,False,False,False,False,False,False,True,False,False,True,,constant,False,,,constant
703,False,False,False,False,False,True,False,True,False,False,,grief,False,,,grief
704,False,False,False,False,False,False,False,False,False,True,,fill,False,,,fills
705,False,False,False,False,False,False,True,True,False,False,,sympathy,False,,,sympathy
706,False,False,False,True,False,False,True,False,False,False,,compassion,False,,,compassion
707,False,False,False,False,False,False,True,False,False,True,,noble,False,,,noble
708,False,False,True,True,False,True,False,False,False,False,,creature,False,,,creature
709,True,False,True,True,False,True,False,True,True,False,,wreck,False,,,wreck
710,False,False,False,False,False,False,True,False,False,False,,amiable,False,,,amiable
711,False,True,False,False,False,False,False,False,False,False,,letter,False,,,letters
712,False,False,False,False,False,False,True,False,False,False,,dear,False,,,dear
713,False,False,False,False,True,False,True,False,False,True,,friend,False,,,friend
714,False,False,False,False,True,False,True,False,False,True,,find,False,,,found
715,False,False,False,False,False,False,True,False,False,False,,spirit,False,,,spirit
716,True,False,False,True,False,True,False,True,True,False,,break,False,,,broken
717,True,False,True,True,False,True,False,True,False,False,,misery,False,,,misery
718,False,True,False,False,True,False,True,False,False,True,,happy,False,,,happy
719,True,True,True,True,True,True,True,False,False,True,,possess,False,,,possessed
720,False,False,False,False,False,False,True,False,False,True,,brother,False,,,brother
721,False,True,False,False,False,False,True,False,False,True,,continue,False,,,continue
722,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,stranger
723,False,False,False,False,False,False,False,False,True,False,,incident,False,,,incidents
724,False,False,False,False,True,False,True,False,False,True,,affection,False,my affection for my guest increases every day,,affection
725,False,False,False,False,False,False,True,False,False,False,,increase,False,,,increases
726,True,True,False,True,True,False,True,False,True,False,my affection for my guest increases every day,excite,False,,,excites
727,False,False,False,False,True,False,True,False,False,True,,admiration,False,,,admiration
728,False,False,False,False,False,False,False,True,False,False,,pity,False,,,pity
729,False,False,False,False,False,False,True,False,False,False,,degree,False,,,degree
730,False,False,False,False,False,False,True,False,False,True,,noble,False,,,noble
731,False,False,True,True,False,True,False,False,False,False,,creature,False,,,creature
732,True,False,False,True,False,True,False,True,False,False,,destroy,False,,,destroyed
733,True,False,True,True,False,True,False,True,False,False,,misery,False,,,misery
734,True,True,True,True,True,True,True,True,True,True,,feel,False,,,feeling
735,False,False,False,False,False,True,False,True,False,False,,grief,False,,,grief
736,False,False,False,False,False,False,True,False,False,False,,wise,False,,,wise
737,False,True,False,False,False,False,True,False,False,True,,cultivate,False,,,cultivated
738,True,False,False,False,False,True,True,False,False,True,,word,False,,,words
739,False,False,False,False,False,True,False,False,False,False,,cull,False,,,culled
740,False,False,False,False,False,False,True,False,False,False,,choice,False,,,choicest
741,False,True,False,False,True,False,True,True,True,False,,art,False,,,art
742,False,False,False,False,False,False,True,False,False,False,,flow,False,,,flow
743,False,False,False,False,False,False,True,False,False,False,,eloquence,False,,,eloquence
744,False,False,False,True,False,True,False,True,False,False,,illness,False,,,illness
745,False,True,False,True,False,False,False,False,False,False,,watch,False,,,watching
746,False,False,False,False,False,False,True,False,False,False,,precede,False,,,preceded
747,True,False,True,False,False,True,False,True,False,False,,unhappy,False,,,unhappy
748,False,False,False,False,False,False,True,False,False,False,my affection for my guest increases every day,occupy,False,my affection for my guest increases every day,,occupied
749,True,False,True,True,False,True,False,True,False,False,,misery,False,,,misery
750,False,False,False,False,False,False,True,False,False,False,,interest,False,,,interests
751,False,False,False,False,False,False,True,False,False,True,,communicate,False,,,communicated
752,True,False,False,False,False,True,False,False,False,False,,argument,False,,,arguments
753,False,True,False,False,False,False,False,False,False,False,,eventual,False,,,eventual
754,False,True,False,False,True,False,True,False,False,False,,success,False,,,success
755,False,False,False,False,False,False,False,False,False,True,,measure,False,,,measures
756,False,False,False,False,False,False,True,False,False,False,my affection for my guest increases every day,lead,False,,,led
757,False,False,False,False,False,False,True,True,False,False,,sympathy,False,,,sympathy
758,False,True,False,False,True,False,True,False,True,True,,fortune,False,,,fortune
759,False,False,False,False,False,False,True,False,False,False,,existence,False,,,existence
760,False,True,False,False,True,False,True,False,True,True,,hope,False,,,hope
761,True,True,True,True,False,True,False,True,True,False,,death,False,,,death
762,False,False,False,False,False,True,False,False,False,False,,small,False,,,small
763,False,True,False,False,True,False,True,False,False,True,,pay,False,,,pay
764,False,False,False,False,False,False,True,False,False,False,,knowledge,False,,,knowledge
765,False,True,False,False,False,False,False,False,False,False,,seek,False,,,sought
766,False,False,False,True,False,False,False,False,False,True,,dominion,False,,,dominion
767,False,False,False,False,False,False,True,False,False,False,,acquire,False,,,acquire
768,True,False,False,True,False,True,False,False,False,False,,foe,False,,,foes
769,False,False,False,False,False,True,False,False,False,False,,speak,False,,,spoke
770,False,False,False,False,False,False,False,True,False,False,,dark,False,,,dark
771,False,False,False,False,False,True,False,True,False,False,,gloom,False,,,gloom
772,False,False,False,False,False,False,True,False,False,True,,perceive,False,,,perceived
773,True,False,False,True,False,True,False,True,False,False,,suppress,False,,,suppress
774,False,False,False,True,False,True,False,False,False,False,,quiver,False,,,quivered
775,False,False,True,False,False,True,False,True,False,False,,groan,False,,,groan
776,False,False,False,False,False,True,False,False,False,False,,speak,False,,,spoke
777,True,False,False,True,False,True,False,True,True,False,,break,False,,,broken
778,False,True,False,False,True,False,True,False,False,True,,share,False,,,share
779,True,False,False,True,False,True,False,False,False,False,,madness,False,,,madness
780,False,False,False,False,False,False,True,False,False,False,,tale,False,,,tale
781,True,False,False,False,False,True,True,False,False,True,,word,False,,,words
782,False,False,False,False,False,False,True,False,False,False,,strongly,False,,,strongly
783,True,True,False,True,True,False,True,False,True,True,,excite,False,,,excited
784,False,True,False,False,False,False,True,False,True,False,,curiosity,False,,,curiosity
785,False,False,False,False,False,True,False,True,False,False,,grief,False,,,grief
786,False,False,False,True,False,True,False,False,False,False,,seize,False,,,seized
787,False,False,False,True,False,True,False,False,False,False,,stranger,False,,,stranger
788,False,False,False,False,False,True,False,False,False,False,,weaken,False,,,weakened
789,False,False,False,False,False,False,True,False,False,False,,repose,False,,,repose
