,L_NRCw_Em_anger,L_NRCw_Em_anticipation,L_NRCw_Em_disgust,L_NRCw_Em_fear,L_NRCw_Em_joy,L_NRCw_Em_negative,L_NRCw_Em_positive,L_NRCw_Em_sadness,L_NRCw_Em_surprise,L_NRCw_Em_trust,R_agent,R_patient,R_possessive,R_predicative,i,lemma,neg,t,text
2434,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,27502,beggar,False,27500,beggar
2435,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,27504,neighbor,False,27500,neighbor
2436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,havisham,estella,,,27511,beggar,False,27510,beggar
2437,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27546,watch,False,27529,watch
2438,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27549,clock,False,27529,clock
2439,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27552,long,False,27529,long
2440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27553,time,False,27529,time
2441,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,shoe,,,,27579,deal,False,27577,dealt
2442,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,estella,,,,27601,white,False,27577,white
2443,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,estella,,,,27609,wear,True,27577,worn
2444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,shoe,,shoe,27622,absent,False,27611,absent
2445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,shoe,,shoe,27628,silk,False,27611,silk
2446,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,shoe,,shoe,27634,white,False,27611,white
2447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,27646,arrest,False,27644,arrest
2448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,27651,stand,False,27644,standing
2449,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,27657,decayed,False,27644,decayed
2450,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,27663,wither,False,27644,withered
2451,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,27664,bridal,False,27644,bridal
2452,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,27668,collapse,False,27644,collapsed
2453,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,27675,grave,False,27644,grave
2454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,27677,clothe,False,27644,clothes
2455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,27681,long,False,27644,long
2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,27686,shroud,False,27644,shroud
2457,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,she,,,,27693,corpse,False,27689,corpse
2458,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,she,,,,27709,bridal,False,27703,bridal
2459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,she,she,,,27723,discovery,False,27717,discoveries
2460,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,she,she,,,27730,bury,False,27717,buried
2461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,she,she,,,27732,ancient,False,27717,ancient
2462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,she,she,,,27733,time,False,27717,times
2463,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,she,she,,,27736,fall,False,27717,fall
2464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,she,she,,,27752,think,False,27717,thought
2465,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,she,she,,,27772,strike,False,27717,struck
2466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,she,she,,,27775,dust,False,27717,dust
2467,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,estella,,,,27780,call,False,27779,calls
2468,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,estella,,,,27786,boy,False,27779,boy
2469,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,he,,,,27792,disdain,False,27779,disdain
2470,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,being,being,,,27819,think,True,27809,thought
2471,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,being,being,,,27822,ashamed,False,27809,ashamed
2472,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,her,me,,me,27840,contempt,False,27839,contempt
2473,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,contempt,,,me,27850,infectious,False,27839,infectious
2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,contempt,,me,27854,catch,False,27839,caught
2475,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,her,game,,,27865,deal,False,27858,dealt
2476,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,her,,,,27880,lie,False,27867,lying
2477,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,her,,,,27882,wait,False,27867,wait
2478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,her,,,,27887,wrong,False,27867,wrong
2479,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,her,,,,27891,denounce,False,27867,denounced
2480,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,her,,,,27895,stupid,False,27867,stupid
2481,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,her,,,,27897,clumsy,False,27867,clumsy
2482,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,her,,,,27900,boy,False,27867,boy
2483,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,her,27982,proud,False,27976,proud
2484,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,her,28005,pretty,False,27999,pretty
2485,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,her,28021,insulting,False,28015,insulting
2486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,her,me,,,28035,supreme,False,28024,supreme
2487,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,her,me,,,28036,aversion,False,28024,aversion
2488,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,her,,her,28069,pretty,False,28058,pretty
2489,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,face,,,,28120,save,False,28118,saving
2490,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,face,,,,28124,weird,False,28118,weird
2491,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,face,,,,28125,smile,False,28118,smile
2492,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,face,,,,28142,smile,True,28118,smile
2493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,face,her,,,28149,watchful,False,28144,watchful
2494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,her,her,her,,28194,speak,False,28175,spoke
2495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,her,her,her,,28201,lull,False,28175,lull
2496,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,her,her,her,,28224,weight,False,28175,weight
2497,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,her,her,her,,28227,crush,False,28175,crushing
2498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,estella,game,,,28243,beggar,False,28231,beggared
2499,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,estella,cards,,,28264,despise,False,28246,despised
2500,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,estella,estella,,estella,28315,impatient,False,28295,impatient
2501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,six days,six days,six days,,28375,eat,False,28370,eat
2502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,six days,six days,six days,,28387,eat,False,28370,eats
2503,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,estella,candle,,,28419,find,False,28395,found
2504,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,estella,,,,28431,fancy,False,28422,fancied
2505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estella,,,,28445,time,False,28422,time
2506,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,28453,confound,False,28447,confounded
2507,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,estella,door,,,28478,wait,False,28474,wait
2508,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,estella,door,,,28482,boy,False,28474,boy
2509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,estella,door,,,28489,disappear,False,28474,disappeared
2510,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,28499,opportunity,False,28496,opportunity
2511,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,accessories,28524,favorable,False,28517,favorable
2512,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,accessories,,,,28540,vulgar,False,28526,vulgar
2513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,joe,joe,,,28544,determine,False,28543,determined
2514,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,joe,joe,,,28552,teach,False,28543,taught
2515,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,she,bread,,,28602,mug,False,28590,mug
2516,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,she,bread,,,28604,beer,False,28590,beer
2517,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,she,bread,,,28609,mug,False,28606,mug
2518,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,she,bread,,,28613,stone,False,28606,stones
2519,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,she,bread,,,28639,disgrace,False,28606,disgrace
2520,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,—,28644,humiliate,False,28641,humiliated
2521,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,—,28646,hurt,False,28641,hurt
2522,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,—,28650,offend,False,28641,offended
2523,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,—,28652,angry,False,28641,angry
2524,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,—,,—,28657,hit,True,28641,hit
2525,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,—,eyes,,,28666,God,False,28666,god
2526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,—,eyes,,,28673,start,False,28666,started
2527,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,they,she,,they,28692,delight,False,28678,delight
2528,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,she,they,,,28720,contemptuous,False,28701,contemptuous
2529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,28726,sense,False,28723,sense
2530,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,28729,think,False,28723,thought
2531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,28743,leave,False,28723,left
2532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,she,wall,,,28761,hide,False,28747,hide
2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,she,she,,,28772,gate,False,28747,gates
2534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,she,she,,,28795,cry,False,28747,cried
2535,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,hair,,hair,28799,cry,False,28797,cried
2536,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,hair,,hair,28802,kick,False,28797,kicked
2537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,hair,28819,feeling,False,28797,feelings
2538,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,children,children,children,children,28852,child,False,28846,children
2539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,children,children,children,children,28855,existence,False,28846,existence
2540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,children,28866,perceive,False,28846,perceived
2541,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,children,28872,injustice,False,28846,injustice
2542,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,child,,,child,28878,small,False,28874,small
2543,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,child,,,child,28879,injustice,False,28874,injustice
2544,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,child,,,child,28882,child,False,28874,child
2545,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,child,,,child,28885,expose,False,28874,exposed
2546,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,child,28890,child,False,28874,child
2547,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,child,28892,small,False,28874,small
2548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,child,28898,small,False,28874,small
2549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,child,,,child,28902,rock,False,28874,rocking
2550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,child,,,child,28904,horse,False,28874,horse
2551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,child,28911,accord,False,28874,according
2552,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,child,28921,hunter,False,28874,hunter
2553,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,myself,,,28936,conflict,False,28923,conflict
2554,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,myself,,,28938,injustice,False,28923,injustice
2555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,myself,28946,time,False,28940,time
2556,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,sister,,,myself,28960,violent,False,28940,violent
2557,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,sister,,,myself,28961,coercion,False,28940,coercion
2558,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,myself,,myself,28964,unjust,False,28940,unjust
2559,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,sister,sister,,,28970,cherish,False,28968,cherished
2560,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sister,sister,,,28973,conviction,False,28968,conviction
2561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,sister,sister,,,28990,jerk,False,28968,jerks
2562,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,assurance,,,28995,punishment,False,28992,punishments
2563,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,assurance,,,28997,disgrace,False,28992,disgraces
2564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,assurance,,,29002,vigil,False,28992,vigils
2565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,assurance,,,29011,nurse,False,28992,nursed
2566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,assurance,,,29013,assurance,False,28992,assurance
2567,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,assurance,,,29028,unprotected,False,28992,unprotected
2568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,assurance,,,29037,fact,False,28992,fact
2569,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,assurance,,,29042,timid,False,28992,timid
2570,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,gate,,,29053,injure,False,29048,injured
2571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,gate,,,29054,feeling,False,29048,feelings
2572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,gate,,,29057,time,False,29048,time
2573,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,gate,,,29059,kick,False,29048,kicking
2574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,wall,,,29089,gate,False,29048,gate
2575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,bread,29096,acceptable,False,29091,acceptable
2576,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,bread,29100,beer,False,29091,beer
2577,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,bread,29111,spirit,False,29091,spirits
2578,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,pigeons,29125,desert,False,29118,deserted
2579,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,it,,,pigeons,29131,pigeon,False,29118,pigeon
2580,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,pigeons,pigeons,,pigeons,29158,pigeon,False,29118,pigeons
2581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,pigeons,pigeons,,pigeons,29162,sea,False,29118,sea
2582,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,pigeons,pigeons,,pigeons,29169,pigeon,False,29118,pigeons
2583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,pigeons,pigeons,,pigeons,29173,rock,False,29118,rocked
2584,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,29181,pigeon,False,29177,pigeons
2585,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,29184,dove,False,29177,dove
2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,29189,horse,False,29177,horses
2587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,29192,stable,False,29177,stable
2588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,29195,pig,False,29177,pigs
2589,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,29198,sty,False,29177,sty
2590,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,29207,smell,False,29206,smells
2591,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,29211,beer,False,29206,beer
2592,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,29246,wilderness,False,29237,wilderness
2593,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,29255,sour,False,29237,sour
2594,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29260,linger,False,29237,lingering
2595,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,29268,sour,False,29237,sour
2596,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,29277,beer,False,29237,beer
2597,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,29283,respect,False,29237,respect
2598,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,me,29306,garden,False,29295,garden
2599,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,it,,brewery,29319,struggle,False,29295,struggle
2600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,it,,brewery,29324,long,False,29295,long
2601,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,it,,brewery,29336,garden,False,29295,garden
2602,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,it,,brewery,29339,garden,False,29295,garden
2603,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,it,it,,brewery,29348,overgrow,False,29295,overgrown
2604,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,it,it,,brewery,29350,tangled,False,29295,tangled
2605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,it,it,,brewery,29351,weed,False,29295,weeds
2606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it,it,,brewery,29358,track,False,29295,track
2607,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,it,it,,brewery,29361,green,False,29295,green
2608,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,estella,casks,,,29398,temptation,False,29392,temptation
2609,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,estella,casks,,,29399,present,False,29392,presented
2610,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,estella,,me,,29436,pretty,False,29426,pretty
2611,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,brewery,,,29471,lofty,False,29459,lofty
2612,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,brewery,,,29480,beer,False,29459,beer
2613,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,estella,me,,,29500,oppress,False,29490,oppressed
2614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,estella,me,,,29503,gloom,False,29490,gloom
2615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,it,it,,,29519,extinguish,False,29490,extinguished
2616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,it,it,,,29520,fire,False,29490,fires
2617,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,it,it,,,29526,iron,False,29490,iron
2618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,it,it,,,29546,sky,False,29490,sky
2619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29564,happen,False,29549,happened
2620,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,29567,fancy,False,29549,fancy
2621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thing,thing,,,29570,think,False,29569,thought
2622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thing,thing,,,29579,think,False,29569,thought
2623,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,thing,thing,,,29582,strange,False,29569,stranger
2624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thing,thing,,,29584,long,False,29569,long
2625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,figure,,,29607,beam,False,29592,beam
2626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,figure,,,29614,building,False,29592,building
2627,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,figure,,,29627,hang,False,29592,hanging
2628,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,29638,white,False,29633,white
2629,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,29659,fade,False,29633,faded
2630,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,it,,it,29696,terror,False,29694,terror
2631,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,it,,it,29705,terror,False,29694,terror
2632,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,29734,terror,False,29732,terror
2633,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,29741,find,False,29732,found
2634,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,29755,cheerful,False,29747,cheerful
2635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,29756,sky,False,29747,sky
2636,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,29768,court,False,29747,court
2637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,29771,gate,False,29747,gate
2638,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,29775,revive,False,29747,reviving
2639,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,29776,influence,False,29747,influence
2640,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,29779,rest,False,29747,rest
2641,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,29786,beer,False,29747,beer
2642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,estella,myself,,,29797,aid,False,29794,aids
2643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estella,myself,,,29817,approach,False,29794,approaching
2644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,myself,estella,,29831,fair,False,29827,fair
2645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,myself,estella,,29832,reason,False,29827,reason
2646,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estella,,myself,,29840,think,False,29827,thought
2647,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,estella,,myself,,29846,frightened,False,29827,frightened
2648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,estella,,myself,,29853,fair,False,29827,fair
2649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,estella,,myself,,29854,reason,False,29827,reason
