,Subject,Category,Feature,k,$H(k)$
0,NARRATOR,Other,Unknown,1,0.1403708826095871
1,NARRATOR,Other,Unknown,3,0.4006526861862275
2,NARRATOR,Other,Unknown,5,0.6518743822843215
3,NARRATOR,Other,Unknown,7,0.8994301416394272
4,NARRATOR,Other,Unknown,9,1.143186522296681
5,NARRATOR,Other,Unknown,16,1.965605075332686
6,NARRATOR,Other,Unknown,21,2.5235283901101497
7,NARRATOR,Other,Unknown,26,3.055057141028689
8,NARRATOR,Other,Unknown,31,3.559902172014823
9,NARRATOR,Response,Anger,1,0.022985192897942187
10,NARRATOR,Response,Anger,3,0.06889874786441938
11,NARRATOR,Response,Anger,5,0.11473219048325865
12,NARRATOR,Response,Anger,7,0.16036714703052535
13,NARRATOR,Response,Anger,9,0.2053045386085337
14,NARRATOR,Response,Anger,16,0.3616968983166535
15,NARRATOR,Response,Anger,21,0.4724509003897529
16,NARRATOR,Response,Anger,26,0.5824361925829284
17,NARRATOR,Response,Anger,31,0.691223041106422
18,NARRATOR,Response,Anticipation,1,0.04115277481062204
19,NARRATOR,Response,Anticipation,3,0.12200976444596907
20,NARRATOR,Response,Anticipation,5,0.20232086515562003
21,NARRATOR,Response,Anticipation,7,0.28215451476011233
22,NARRATOR,Response,Anticipation,9,0.3618497090415234
23,NARRATOR,Response,Anticipation,16,0.6368834915068362
24,NARRATOR,Response,Anticipation,21,0.8282869180541701
25,NARRATOR,Response,Anticipation,26,1.017167809333672
26,NARRATOR,Response,Anticipation,31,1.201275681144222
27,NARRATOR,Response,Arousal,1,0.1241808354469637
28,NARRATOR,Response,Arousal,3,0.36210899097322424
29,NARRATOR,Response,Arousal,5,0.5925705496583555
30,NARRATOR,Response,Arousal,7,0.8178073435925604
31,NARRATOR,Response,Arousal,9,1.038415429270434
32,NARRATOR,Response,Arousal,16,1.7609586944591322
33,NARRATOR,Response,Arousal,21,2.2268323755301056
34,NARRATOR,Response,Arousal,26,2.656923584667095
35,NARRATOR,Response,Arousal,31,3.050379713966319
36,NARRATOR,Response,Disgust,1,0.02115978132542186
37,NARRATOR,Response,Disgust,3,0.06322676863243575
38,NARRATOR,Response,Disgust,5,0.10494051875001272
39,NARRATOR,Response,Disgust,7,0.146502901439486
40,NARRATOR,Response,Disgust,9,0.1877062958965042
41,NARRATOR,Response,Disgust,16,0.3310949296527909
42,NARRATOR,Response,Disgust,21,0.4321545716541266
43,NARRATOR,Response,Disgust,26,0.5322210519908126
44,NARRATOR,Response,Disgust,31,0.630585889752763
45,NARRATOR,Response,Dominance,1,0.18994625208362168
46,NARRATOR,Response,Dominance,3,0.5460647613670417
47,NARRATOR,Response,Dominance,5,0.8880231533018893
48,NARRATOR,Response,Dominance,7,1.2232834731302746
49,NARRATOR,Response,Dominance,9,1.548251830492082
50,NARRATOR,Response,Dominance,16,2.5856323032307094
51,NARRATOR,Response,Dominance,21,3.221931031658959
52,NARRATOR,Response,Dominance,26,3.7775114269133883
53,NARRATOR,Response,Dominance,31,4.264894309722281
54,NARRATOR,Response,Fear,1,0.028306136910534473
55,NARRATOR,Response,Fear,3,0.08466012666849984
56,NARRATOR,Response,Fear,5,0.14092497711989832
57,NARRATOR,Response,Fear,7,0.19693727550637236
58,NARRATOR,Response,Fear,9,0.2522764879763538
59,NARRATOR,Response,Fear,16,0.44345178198479557
60,NARRATOR,Response,Fear,21,0.5783588957954349
61,NARRATOR,Response,Fear,26,0.7127292469946956
62,NARRATOR,Response,Fear,31,0.8451481766188209
63,NARRATOR,Response,Joy,1,0.03376843186645538
64,NARRATOR,Response,Joy,3,0.1000570741700108
65,NARRATOR,Response,Joy,5,0.16567987535507966
66,NARRATOR,Response,Joy,7,0.2306913073755839
67,NARRATOR,Response,Joy,9,0.29532703005590694
68,NARRATOR,Response,Joy,16,0.5157631568931128
69,NARRATOR,Response,Joy,21,0.6678400549976787
70,NARRATOR,Response,Joy,26,0.8168027748522029
71,NARRATOR,Response,Joy,31,0.961734244228143
72,NARRATOR,Response,Sadness,1,0.026380019946989446
73,NARRATOR,Response,Sadness,3,0.07905957233890228
74,NARRATOR,Response,Sadness,5,0.1316493464203552
75,NARRATOR,Response,Sadness,7,0.18418904921922377
76,NARRATOR,Response,Sadness,9,0.23646393009372657
77,NARRATOR,Response,Sadness,16,0.4170647890689789
78,NARRATOR,Response,Sadness,21,0.5439820985917344
79,NARRATOR,Response,Sadness,26,0.6688029221724165
80,NARRATOR,Response,Sadness,31,0.7922282863238588
81,NARRATOR,Response,Surprise,1,0.024783249461720003
82,NARRATOR,Response,Surprise,3,0.07427073959843004
83,NARRATOR,Response,Surprise,5,0.1235971789340125
84,NARRATOR,Response,Surprise,7,0.17282166812599142
85,NARRATOR,Response,Surprise,9,0.22188009459629035
86,NARRATOR,Response,Surprise,16,0.39182350903103597
87,NARRATOR,Response,Surprise,21,0.5112669278572137
88,NARRATOR,Response,Surprise,26,0.6296195999963836
89,NARRATOR,Response,Surprise,31,0.746251625021617
90,NARRATOR,Response,Trust,1,0.04195479864758209
91,NARRATOR,Response,Trust,3,0.12383375858493298
